,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,36.25,22.68,,,,,
low,18.51,8.91,,,,,
change,-0.40840000000000004,-0.5247999999999999,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,80.0,94.0,114.0,88.0,Balance Sheet
"Trade Accts Recvble, Net",,,7.0,6.0,8.0,6.0,Balance Sheet
Other Receivables,,,34.0,,,,Balance Sheet
"Total Receivables, Net",,,42.0,6.0,8.0,6.0,Balance Sheet
Total Inventory,,,244.0,226.0,230.0,262.0,Balance Sheet
"Other Curr. Assets, Total",,,18.0,59.0,62.0,33.0,Balance Sheet
Total Current Assets,,,383.0,384.0,414.0,389.0,Balance Sheet
Prop./Plant/Equip. - Net,,,30.0,30.0,39.0,68.0,Balance Sheet
Intangibles - Net,,,155.0,155.0,155.0,155.0,Balance Sheet
Long Term Investments,,,,,0.0,1.0,Balance Sheet
Other Long Term Assets,,,0.0,,,,Balance Sheet
Total Assets,,,568.0,570.0,615.0,619.0,Balance Sheet
Accounts Payable,,,39.0,43.0,45.0,35.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,5.0,5.0,5.0,5.0,Balance Sheet
Customer Advances,,,8.0,9.0,11.0,6.0,Balance Sheet
Other Current Liabilities,,,83.0,72.0,101.0,90.0,Balance Sheet
"Other Curr. Lblts, Total",,,91.0,81.0,112.0,96.0,Balance Sheet
Total Current Liabilities,,,136.0,129.0,162.0,136.0,Balance Sheet
Total Long Term Debt,,,16.0,17.0,17.0,39.0,Balance Sheet
Total Debt,,,22.0,22.0,22.0,45.0,Balance Sheet
Deferred Income Tax,,,5.0,5.0,4.0,4.0,Balance Sheet
Reserves,,,1.0,1.0,1.0,3.0,Balance Sheet
Other LT Liabilities,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,1.0,1.0,1.0,3.0,Balance Sheet
Total Liabilities,,,157.0,152.0,183.0,182.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,411.0,418.0,430.0,437.0,Balance Sheet
Other Equity,,,0.0,,,0.0,Balance Sheet
Other Comprehensive Income,,,0.0,0.0,2.0,-1.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,2.0,-1.0,Balance Sheet
Total Equity,,,411.0,418.0,432.0,436.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,568.0,570.0,615.0,619.0,Balance Sheet
Ttl Comm. Shares Outs.,,,84.0,84.0,85.0,85.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,187571.0,169512.0,174836.0,175890.0,Income Statement
"Cost of Revenue, Total",,,87453.0,86747.0,80042.0,88095.0,Income Statement
Selling/Gen/Admin Expense,,,66489.0,59360.0,63895.0,61672.0,Income Statement
Advertising Expense,,,23828.0,23280.0,26557.0,25354.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,90317.0,82640.0,90452.0,87026.0,Income Statement
Depreciation/Amortization,,,2261.0,2284.0,2360.0,2547.0,Income Statement
Other Operating Expense,,,,,1.0,,Income Statement
"Other, Net",,,1.0,,,,Income Statement
"Other Operat Expse, Total",,,-1706.0,-184.0,722.0,-925.0,Income Statement
Total Operating Expense,,,178325.0,171487.0,173576.0,176743.0,Income Statement
Total Operating Income,,,9246.0,-1975.0,1260.0,-853.0,Income Statement
"Inter Expse,Net Non-Operat",,,-200.0,-300.0,-298.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,1.0,-14.0,2.0,-372.0,Income Statement
OtherNon-OperatInc (Expnse),,,1.0,,,,Income Statement
Income Before Tax,,,9048.0,-2289.0,964.0,-1225.0,Income Statement
Income Tax - Total,,,6982.0,2028.0,-684.0,2581.0,Income Statement
Income After Tax,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Net Inc Before Extra Items,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Total Net Income,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Income Available to Common Excl. Extra. Items,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Income Available to Common Incl. Extra. Items,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Basic/Primary Weighted Average Shares,,,86300.0,86400.0,86300.0,86500.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.02,-0.05,0.02,-0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.02,-0.05,0.02,-0.04,Income Statement
Diluted Weighted Average Shares,,,88000.0,86400.0,86300.0,86500.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.02,-0.05,0.02,-0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,0.02,-0.05,0.02,-0.04,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,,,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,200.0,300.0,298.0,,Income Statement
"Depreciat/Amort, Suppl",,,2261.0,2285.0,2360.0,2547.0,Income Statement
Normalzd Income Before Tax,,,9048.0,-2289.0,964.0,-1225.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,6982.0,2028.0,-684.0,2581.0,Income Statement
Normalized Income After Tax,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Normalzd Inc Avail to Common,,,2066.0,-4317.0,1648.0,-3806.0,Income Statement
Basic Normalized EPS,,,0.02,-0.05,0.02,-0.04,Income Statement
Diluted Normalized EPS,,,0.02,-0.05,0.02,-0.04,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-5230.0,-9546.0,-7898.0,-3806.0,Cash Flow
Depreciation/Depletion,,,4443.0,6728.0,9088.0,2547.0,Cash Flow
