,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,14.5,18.6,20.54,15.62,18.97,20.71,,,,,
low,12.61,13.26,10.03,7.58,10.92,11.57,,,,,
change,0.07740000000000001,0.2254,-0.18100000000000002,-0.1275,0.3923,-0.2441,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,202.0,217.0,284.0,301.0,Balance Sheet
Short Term Investments,,,,,,,,,,0.0,Balance Sheet
Cash and Short Term Invs,,,,,,,202.0,217.0,284.0,301.0,Balance Sheet
"Total Receivables, Net",,,,,,,111.0,94.0,112.0,72.0,Balance Sheet
Total Inventory,,,,,,,,,,71.0,Balance Sheet
Prepaid Expenses,,,,,,,1.0,6.0,4.0,8.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,2.0,1.0,2.0,Balance Sheet
Total Current Assets,,,,,,,314.0,318.0,400.0,455.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,0.0,4.0,4.0,4.0,Balance Sheet
"Goodwill, Net",,,,,,,,6.0,6.0,16.0,Balance Sheet
Intangibles - Net,,,,,,,111.0,213.0,210.0,360.0,Balance Sheet
Long Term Investments,,,,,,,484.0,544.0,494.0,489.0,Balance Sheet
Other Long Term Assets,,,,,,,0.0,0.0,1.0,5.0,Balance Sheet
Total Assets,,,,,,,926.0,1107.0,1138.0,1328.0,Balance Sheet
Accounts Payable,,,,,,,0.0,2.0,4.0,4.0,Balance Sheet
Accrued Expenses,,,,,,,6.0,11.0,26.0,27.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,96.0,96.0,96.0,Balance Sheet
Customer Advances,,,,,,,,,,3.0,Balance Sheet
Income Taxes Payable,,,,,,,,,,34.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,,,,37.0,Balance Sheet
Total Current Liabilities,,,,,,,6.0,109.0,126.0,164.0,Balance Sheet
Total Long Term Debt,,,,,,,395.0,443.0,443.0,444.0,Balance Sheet
Total Debt,,,,,,,395.0,539.0,539.0,540.0,Balance Sheet
Deferred Income Tax,,,,,,,,,,0.0,Balance Sheet
Minority Interest,,,,,,,111.0,166.0,177.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,0.0,3.0,3.0,78.0,Balance Sheet
Total Liabilities,,,,,,,512.0,721.0,749.0,686.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1264.0,1183.0,1184.0,1171.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-456.0,-403.0,-402.0,-137.0,Balance Sheet
Treasury Stock - Common,,,,,,,-394.0,-394.0,-394.0,-394.0,Balance Sheet
Total Equity,,,,,,,415.0,387.0,388.0,641.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,926.0,1107.0,1138.0,1328.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,70.0,70.0,70.0,70.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,32.0,32.0,32.0,32.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,107680.0,90059.0,108220.0,67257.0,Income Statement
"Cost of Revenue, Total",,,,,,,,,,3680.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,2559.0,5704.0,10752.0,25388.0,Income Statement
Labor & Related Expense,,,,,,,554.0,788.0,1030.0,2422.0,Income Statement
