,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,14.44,14.0,6.7,8.93,12.36,10.87,,,,,
low,12.4,1.59,1.33,1.15,5.06,7.18,,,,,
change,-0.0803,-0.8484999999999999,0.0553,1.5656999999999999,0.4268,0.35850000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,187.0,181.0,178.0,178.0,Balance Sheet
"Goodwill, Net",,,,,,,442.0,442.0,442.0,442.0,Balance Sheet
"Other Assets, Total",,,,,,,3693.0,3703.0,3767.0,3642.0,Balance Sheet
Total Assets,,,,,,,4477.0,4430.0,4505.0,4389.0,Balance Sheet
Accounts Payable,,,,,,,160.0,121.0,134.0,138.0,Balance Sheet
Accrued Expenses,,,,,,,56.0,54.0,50.0,46.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,787.0,786.0,786.0,786.0,Balance Sheet
Total Debt,,,,,,,787.0,786.0,786.0,786.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,67.0,66.0,65.0,63.0,Balance Sheet
Other Liabilities,,,,,,,3591.0,3587.0,3654.0,3544.0,Balance Sheet
"Other Liabilities, Total",,,,,,,3659.0,3654.0,3719.0,3606.0,Balance Sheet
Total Liabilities,,,,,,,4662.0,4614.0,4690.0,4576.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1400.0,1403.0,1408.0,1412.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1513.0,-1508.0,-1505.0,-1501.0,Balance Sheet
Treasury Stock - Common,,,,,,,-10.0,-16.0,-17.0,-18.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-29.0,-31.0,-39.0,-48.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-35.0,-35.0,-35.0,-34.0,Balance Sheet
"Other Equity, Total",,,,,,,-64.0,-66.0,-74.0,-82.0,Balance Sheet
Total Equity,,,,,,,-185.0,-184.0,-185.0,-186.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,4477.0,4430.0,4505.0,4389.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,91.0,96.0,96.0,97.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,324600.0,307600.0,329600.0,330800.0,Income Statement
"Cost of Revenue, Total",,,,,,,170600.0,161400.0,172700.0,174600.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,14800.0,14500.0,15100.0,14700.0,Income Statement
Labor & Related Expense,,,,,,,51700.0,57800.0,58000.0,55500.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,66500.0,72300.0,73100.0,70200.0,Income Statement
Depreciation/Amortization,,,,,,,13500.0,12200.0,12100.0,13700.0,Income Statement
Restructuring Charge,,,,,,,1100.0,-1300.0,1300.0,300.0,Income Statement
Litigation,,,,,,,14000.0,600.0,700.0,400.0,Income Statement
Other Unusual Expnse (In),,,,,,,200.0,,0.0,0.0,Income Statement
