,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,33.25,41.7,38.23,25.88,39.71,59.0,,,,,
low,30.5,27.62,17.4,10.0,22.45,29.35,,,,,
change,0.018000000000000002,-0.042,-0.1433,-0.0418,0.5653,-0.0373,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,216.0,36.0,86.0,141.0,Balance Sheet
"Total Receivables, Net",,,,,,,835.0,1050.0,1141.0,991.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1630.0,1757.0,1439.0,1439.0,Balance Sheet
Invent. - Raw Materials,,,,,,,184.0,193.0,179.0,117.0,Balance Sheet
Total Inventory,,,,,,,1815.0,1950.0,1618.0,1556.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,21.0,20.0,19.0,0.0,Balance Sheet
Other Current Assets,,,,,,,485.0,884.0,709.0,577.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,506.0,904.0,727.0,577.0,Balance Sheet
Total Current Assets,,,,,,,3372.0,3941.0,3573.0,3265.0,Balance Sheet
Buildings,,,,,,,369.0,370.0,370.0,366.0,Balance Sheet
Land/Improvements,,,,,,,130.0,130.0,130.0,132.0,Balance Sheet
Machinery/Equipment,,,,,,,936.0,946.0,949.0,956.0,Balance Sheet
Construction in Progress,,,,,,,21.0,24.0,31.0,41.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,52.0,52.0,50.0,59.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1508.0,1522.0,1531.0,1554.0,Balance Sheet
Accumulated Depreciation,,,,,,,-670.0,-698.0,-718.0,-729.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,838.0,824.0,814.0,825.0,Balance Sheet
"Goodwill, Net",,,,,,,129.0,129.0,129.0,129.0,Balance Sheet
Intangibles - Net,,,,,,,117.0,111.0,105.0,99.0,Balance Sheet
Other Long Term Assets,,,,,,,69.0,93.0,92.0,100.0,Balance Sheet
Total Assets,,,,,,,4569.0,5143.0,4737.0,4419.0,Balance Sheet
Accounts Payable,,,,,,,1199.0,741.0,773.0,930.0,Balance Sheet
Accrued Expenses,,,,,,,230.0,206.0,212.0,230.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,502.0,1450.0,1161.0,653.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,32.0,54.0,54.0,112.0,Balance Sheet
Customer Advances,,,,,,,358.0,385.0,184.0,259.0,Balance Sheet
Discontinued Operations,,,,,,,13.0,10.0,7.0,0.0,Balance Sheet
Other Current Liabilities,,,,,,,129.0,217.0,186.0,137.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,500.0,612.0,377.0,396.0,Balance Sheet
Total Current Liabilities,,,,,,,2464.0,3063.0,2578.0,2321.0,Balance Sheet
Total Long Term Debt,,,,,,,600.0,571.0,563.0,498.0,Balance Sheet
Total Debt,,,,,,,1135.0,2075.0,1779.0,1263.0,Balance Sheet
Deferred Income Tax,,,,,,,71.0,68.0,63.0,59.0,Balance Sheet
Minority Interest,,,,,,,235.0,228.0,250.0,233.0,Balance Sheet
