,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,19.5,22.28,23.5,22.8,24.02,25.3,,,,,
low,17.15,15.95,17.82,10.98,16.93,13.97,,,,,
change,-0.10099999999999999,0.0353,0.2444,-0.20170000000000002,0.3296,-0.2932,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,525.0,462.0,461.0,420.0,Balance Sheet
"Total Receivables, Net",,,,,,,36.0,39.0,42.0,38.0,Balance Sheet
Prepaid Expenses,,,,,,,13.0,13.0,12.0,14.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,5953.0,5975.0,6158.0,5949.0,Balance Sheet
Accumulated Depreciation,,,,,,,-866.0,-882.0,-880.0,-850.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5087.0,5093.0,5278.0,5099.0,Balance Sheet
"Goodwill, Net",,,,,,,24.0,24.0,24.0,24.0,Balance Sheet
Intangibles - Gross,,,,,,,69.0,66.0,61.0,54.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-60.0,-59.0,-55.0,-49.0,Balance Sheet
Intangibles - Net,,,,,,,8.0,7.0,6.0,4.0,Balance Sheet
Long Term Investments,,,,,,,1948.0,2167.0,2183.0,2130.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,130.0,144.0,142.0,144.0,Balance Sheet
Deferred Charges,,,,,,,,,9.0,8.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,13.0,10.0,8.0,7.0,Balance Sheet
Other Assets,,,,,,,92.0,109.0,156.0,197.0,Balance Sheet
"Other Assets, Total",,,,,,,92.0,109.0,156.0,197.0,Balance Sheet
Total Assets,,,,,,,7877.0,8068.0,8320.0,8085.0,Balance Sheet
Accounts Payable,,,,,,,19.0,16.0,17.0,11.0,Balance Sheet
Accrued Expenses,,,,,,,619.0,575.0,595.0,603.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,5435.0,5414.0,5718.0,5527.0,Balance Sheet
Total Debt,,,,,,,5435.0,5414.0,5718.0,5527.0,Balance Sheet
Minority Interest,,,,,,,26.0,26.0,24.0,17.0,Balance Sheet
Total Liabilities,,,,,,,6099.0,6030.0,6354.0,6158.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,295.0,593.0,593.0,593.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1680.0,1658.0,1665.0,1672.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,192.0,192.0,149.0,133.0,Balance Sheet
Other Equity,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,,,-390.0,-406.0,-442.0,-471.0,Balance Sheet
"Other Equity, Total",,,,,,,-390.0,-406.0,-442.0,-471.0,Balance Sheet
Total Equity,,,,,,,1778.0,2038.0,1966.0,1926.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,7877.0,8068.0,8320.0,8085.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,138.0,138.0,138.0,138.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Stk Iss. 2,,,,,,,,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,131400.0,124700.0,136100.0,139600.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,48400.0,47900.0,53400.0,56400.0,Income Statement
Labor & Related Expense,,,,,,,81100.0,47900.0,31800.0,27200.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,129500.0,95800.0,85200.0,83600.0,Income Statement
Depreciation/Amortization,,,,,,,41000.0,43300.0,43300.0,46100.0,Income Statement
Unusual Expense (Income),,,,,,,6700.0,0.0,1100.0,1300.0,Income Statement
"Other Operat Expse, Total",,,,,,,-700.0,,,,Income Statement
Total Operating Expense,,,,,,,176500.0,139100.0,129600.0,131000.0,Income Statement
Total Operating Income,,,,,,,-45100.0,-14400.0,6500.0,8600.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-51000.0,-50500.0,-53200.0,-57100.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,175100.0,105400.0,30700.0,12300.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,,-4300.0,1900.0,11900.0,37000.0,Income Statement
"Other, Net",,,,,,,-2400.0,5800.0,3600.0,36700.0,Income Statement
Income Before Tax,,,,,,,72300.0,48200.0,-500.0,37500.0,Income Statement
Income Tax - Total,,,,,,,28000.0,8200.0,400.0,13900.0,Income Statement
Income After Tax,,,,,,,44300.0,40000.0,-900.0,23600.0,Income Statement
Minority Interest,,,,,,,-2500.0,100.0,-300.0,-700.0,Income Statement
Net Inc Before Extra Items,,,,,,,41800.0,40100.0,-1200.0,22900.0,Income Statement
Total Net Income,,,,,,,41800.0,40100.0,-1200.0,22900.0,Income Statement
Preferred Dividends,,,,,,,-4300.0,-5300.0,-7800.0,-7900.0,Income Statement
Misc Earnings Adjustment,,,,,,,,,,1400.0,Income Statement
Total Adjust to Net Income,,,,,,,-4300.0,-5300.0,-7800.0,-6500.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,37500.0,34800.0,-9000.0,16400.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,37500.0,34800.0,-9000.0,16400.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,137239.0,136815.0,136840.0,136841.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.27,0.25,-0.07,0.12,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.27,0.25,-0.07,0.12,Income Statement
Diluted Weighted Average Shares,,,,,,,138833.0,150420.0,136840.0,137079.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.27,0.23,-0.07,0.12,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.27,0.23,-0.07,0.12,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.22,0.24,0.24,0.24,Income Statement
Gross Divid - Common Stock,,,,,,,31400.0,32800.0,33400.0,33100.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,51000.0,50500.0,53200.0,57100.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,41000.0,43300.0,43300.0,46100.0,Income Statement
Total Special Items,,,,,,,11000.0,-1900.0,-10800.0,-35700.0,Income Statement
Normalzd Income Before Tax,,,,,,,83300.0,46300.0,-11300.0,1800.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,4260.0,-323.0,-3780.0,-13233.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,32260.0,7877.0,-3380.0,667.0,Income Statement
Normalized Income After Tax,,,,,,,51040.0,38423.0,-7920.0,1133.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,44240.0,33223.0,-16020.0,-6067.0,Income Statement
Basic Normalized EPS,,,,,,,0.32,0.24,-0.12,-0.04,Income Statement
Diluted Normalized EPS,,,,,,,0.32,0.22,-0.12,-0.04,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,336.0,40.0,39.0,63.0,Cash Flow
Depreciation/Depletion,,,,,,,166.0,43.0,87.0,133.0,Cash Flow
Deferred Taxes,,,,,,,112.0,6.0,-1.0,12.0,Cash Flow
Unusual Items,,,,,,,-417.0,-9.0,-27.0,-103.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-307.0,-87.0,-98.0,-90.0,Cash Flow
Other Non-Cash Items,,,,,,,123.0,25.0,35.0,40.0,Cash Flow
Non-Cash Items,,,,,,,-601.0,-72.0,-90.0,-153.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,17.0,0.0,7.0,15.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,184.0,69.0,96.0,165.0,Cash Flow
Accounts Receivable,,,,,,,-1.0,-4.0,-11.0,-10.0,Cash Flow
Other Assets,,,,,,,-19.0,-11.0,-18.0,-21.0,Cash Flow
Accrued Expenses,,,,,,,-25.0,-61.0,-28.0,-28.0,Cash Flow
Changes in Working Capital,,,,,,,-44.0,-76.0,-57.0,-59.0,Cash Flow
Total Cash from Operations,,,,,,,-30.0,-59.0,-22.0,-5.0,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,,,0.0,,,,Cash Flow
"Investment, Net",,,,,,,-815.0,-91.0,-278.0,-163.0,Cash Flow
Purchase of Investments,,,,,,,-281.0,-150.0,-264.0,-328.0,Cash Flow
Other Investing Cash Flow,,,,,,,58.0,-6.0,67.0,131.0,Cash Flow
Total Cash from Investing,,,,,,,-1038.0,-246.0,-475.0,-359.0,Cash Flow
Financing Cash Flow Items,,,,,,,-47.0,-1.0,-2.0,-11.0,Cash Flow
Cash Divids Paid - Common,,,,,,,-124.0,-36.0,-69.0,-102.0,Cash Flow
Cash Divs Paid - Preferred,,,,,,,-17.0,-4.0,-9.0,-18.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-141.0,-40.0,-78.0,-120.0,Cash Flow
"Common Stock, Net",,,,,,,-83.0,-31.0,-31.0,-31.0,Cash Flow
"Preferred Stock, Net",,,,,,,0.0,298.0,298.0,297.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-83.0,267.0,267.0,266.0,Cash Flow
Long Term Debt Issued,,,,,,,3264.0,278.0,602.0,809.0,Cash Flow
Long Term Debt Reduction,,,,,,,-2361.0,-251.0,-329.0,-637.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,902.0,26.0,273.0,172.0,Cash Flow
Total Cash From Financing,,,,,,,632.0,251.0,460.0,307.0,Cash Flow
Foreign Exchange Effects,,,,,,,-4.0,-9.0,-27.0,-48.0,Cash Flow
Net Change in Cash,,,,,,,-440.0,-63.0,-64.0,-105.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,965.0,525.0,525.0,525.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,525.0,462.0,461.0,420.0,Cash Flow
"Depreciation, Supplemental",,,,,,,166.0,43.0,87.0,133.0,Cash Flow
Free Cash Flow,,,,,,,,,,,
FCF Growth,,,,,,,,,,,
