,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,57.92,59.81,86.58,64.34,64.37,48.82,,,,,
low,50.2,39.07,52.45,39.32,25.04,28.25,,,,,
change,-0.051100000000000007,0.0795,0.13699999999999998,-0.0714,-0.46490000000000004,0.35240000000000005,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,869.0,543.0,522.0,315.0,Balance Sheet
Short Term Investments,,,,,,,1246.0,1510.0,1500.0,1667.0,Balance Sheet
Cash and Short Term Invs,,,,,,,2115.0,2052.0,2022.0,1982.0,Balance Sheet
"Total Receivables, Net",,,,,,,62.0,26.0,7.0,7.0,Balance Sheet
Invent. - Finished Goods,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Invent. - Work In Progress,,,,,,,6.0,6.0,4.0,4.0,Balance Sheet
Invent. - Raw Materials,,,,,,,19.0,18.0,16.0,17.0,Balance Sheet
Total Inventory,,,,,,,25.0,24.0,20.0,21.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,143.0,151.0,143.0,143.0,Balance Sheet
Total Current Assets,,,,,,,2345.0,2253.0,2191.0,2152.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,196.0,178.0,177.0,181.0,Balance Sheet
Intangibles - Net,,,,,,,29.0,29.0,29.0,30.0,Balance Sheet
Other Long Term Assets,,,,,,,42.0,59.0,59.0,59.0,Balance Sheet
Total Assets,,,,,,,2612.0,2519.0,2456.0,2422.0,Balance Sheet
Accounts Payable,,,,,,,12.0,16.0,10.0,21.0,Balance Sheet
Accrued Expenses,,,,,,,130.0,116.0,159.0,158.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,4.0,5.0,5.0,Balance Sheet
Customer Advances,,,,,,,98.0,91.0,93.0,100.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,1.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,98.0,92.0,93.0,100.0,Balance Sheet
Total Current Liabilities,,,,,,,241.0,228.0,268.0,283.0,Balance Sheet
Total Long Term Debt,,,,,,,1228.0,1248.0,1248.0,1250.0,Balance Sheet
Total Debt,,,,,,,1229.0,1252.0,1253.0,1254.0,Balance Sheet
"Other Liabilities, Total",,,,,,,371.0,333.0,315.0,295.0,Balance Sheet
Total Liabilities,,,,,,,1840.0,1810.0,1831.0,1828.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1964.0,1983.0,2009.0,2035.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1160.0,-1225.0,-1330.0,-1377.0,Balance Sheet
"Other Equity, Total",,,,,,,-33.0,-49.0,-54.0,-63.0,Balance Sheet
Total Equity,,,,,,,772.0,710.0,625.0,594.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2612.0,2519.0,2456.0,2422.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,141.0,142.0,142.0,142.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,440006.0,141919.0,133791.0,159767.0,Income Statement
"Cost of Revenue, Total",,,,,,,2226.0,4170.0,4745.0,1515.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,31047.0,27133.0,27853.0,28475.0,Income Statement
Labor & Related Expense,,,,,,,6553.0,6994.0,5949.0,5941.0,Income Statement
