,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,41.25,47.05,43.83,42.21,51.24,46.34,,,,,
low,37.95,34.61,35.92,24.5,37.23,32.4,,,,,
change,0.0484,-0.0984,0.16190000000000002,-0.034100000000000005,0.014499999999999999,0.0873,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,169.0,388.0,425.0,390.0,Balance Sheet
Interest-Earning Deposits,,,,,,,2176.0,3424.0,634.0,201.0,Balance Sheet
Fed. Fund/Resale,,,,,,,0.0,102.0,202.0,0.0,Balance Sheet
FHLB Stock,,,,,,,,,,132.0,Balance Sheet
Securities Held,,,,,,,2104.0,2792.0,2705.0,2921.0,Balance Sheet
Securities for Sale,,,,,,,4404.0,6711.0,8166.0,7348.0,Balance Sheet
Total Invest. Securities,,,,,,,6508.0,9503.0,10871.0,10269.0,Balance Sheet
Loans Held for Sale,,,,,,,30.0,178.0,127.0,94.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,8714.0,13206.0,11835.0,10696.0,Balance Sheet
Total Gross Loans,,,,,,,9332.0,16945.0,17163.0,17604.0,Balance Sheet
Loan Loss Allowances,,,,,,,-122.0,-247.0,-220.0,-213.0,Balance Sheet
Net Loans,,,,,,,9209.0,16698.0,16942.0,17391.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,300.0,444.0,443.0,445.0,Balance Sheet
"Goodwill, Net",,,,,,,622.0,1138.0,1100.0,1100.0,Balance Sheet
Intangibles - Net,,,,,,,70.0,142.0,137.0,133.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,,137.0,177.0,224.0,Balance Sheet
Interest Receivable,,,,,,,47.0,81.0,91.0,106.0,Balance Sheet
Other Real Estate Owned,,,,,,,2.0,18.0,17.0,16.0,Balance Sheet
Other Assets,,,,,,,539.0,910.0,896.0,843.0,Balance Sheet
