,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,49.78,52.43,38.79,37.47,36.57,31.44,,,,,
low,45.82,26.81,22.98,20.25,22.92,22.63,,,,,
change,0.0359,-0.4078,0.2426,-0.31370000000000003,0.1363,-0.011899999999999999,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-04-01 00:00:00,2022-07-01 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,16.0,25.0,16.0,28.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,365.0,440.0,422.0,369.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-22.0,-24.0,-26.0,-22.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,343.0,416.0,396.0,347.0,Balance Sheet
Other Receivables,,,,,,,94.0,105.0,99.0,95.0,Balance Sheet
"Total Receivables, Net",,,,,,,437.0,521.0,495.0,442.0,Balance Sheet
Invent. - Finished Goods,,,,,,,198.0,246.0,181.0,194.0,Balance Sheet
Invent. - Raw Materials,,,,,,,405.0,374.0,388.0,427.0,Balance Sheet
Total Inventory,,,,,,,603.0,621.0,569.0,622.0,Balance Sheet
Prepaid Expenses,,,,,,,24.0,24.0,40.0,25.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,16.0,18.0,26.0,61.0,Balance Sheet
Other Current Assets,,,,,,,1.0,9.0,,15.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,17.0,28.0,26.0,77.0,Balance Sheet
Total Current Assets,,,,,,,1096.0,1218.0,1145.0,1193.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1615.0,1596.0,1565.0,1508.0,Balance Sheet
"Goodwill, Net",,,,,,,424.0,423.0,423.0,422.0,Balance Sheet
Intangibles - Net,,,,,,,143.0,141.0,139.0,137.0,Balance Sheet
Long Term Investments,,,,,,,9.0,16.0,17.0,18.0,Balance Sheet
Other Long Term Assets,,,,,,,58.0,56.0,52.0,70.0,Balance Sheet
Total Assets,,,,,,,3398.0,3502.0,3396.0,3396.0,Balance Sheet
Payable/Accrued,,,,,,,580.0,622.0,607.0,582.0,Balance Sheet
Accrued Expenses,,,,,,,37.0,37.0,38.0,38.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Income Taxes Payable,,,,,,,11.0,16.0,17.0,13.0,Balance Sheet
Other Current Liabilities,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,11.0,16.0,17.0,13.0,Balance Sheet
Total Current Liabilities,,,,,,,629.0,676.0,663.0,635.0,Balance Sheet
Long Term Debt,,,,,,,519.0,562.0,471.0,494.0,Balance Sheet
Capital Lease Obligations,,,,,,,9.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,528.0,562.0,471.0,494.0,Balance Sheet
Total Debt,,,,,,,529.0,564.0,472.0,495.0,Balance Sheet
Deferred Income Tax,,,,,,,40.0,61.0,69.0,70.0,Balance Sheet
Minority Interest,,,,,,,71.0,70.0,71.0,69.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,90.0,91.0,89.0,90.0,Balance Sheet
Other LT Liabilities,,,,,,,238.0,188.0,172.0,150.0,Balance Sheet
"Other Liabilities, Total",,,,,,,328.0,279.0,261.0,240.0,Balance Sheet
Total Liabilities,,,,,,,1596.0,1649.0,1534.0,1508.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,541.0,543.0,544.0,546.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1328.0,1346.0,1360.0,1386.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-17.0,-25.0,-39.0,-53.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-9.0,-9.0,-8.0,-7.0,Balance Sheet
Other Comprehensive Income,,,,,,,-41.0,-3.0,4.0,15.0,Balance Sheet
