,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,18.43,19.63,17.2,10.99,13.06,11.96,,,,,
low,16.27,10.13,5.87,2.5,7.86,6.36,,,,,
change,-0.0438,-0.3528,-0.0083,-0.2384,0.1068,0.09380000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,530.0,530.0,501.0,472.0,Balance Sheet
"Total Receivables, Net",,,,,,,763.0,928.0,929.0,975.0,Balance Sheet
Invent. - Finished Goods,,,,,,,89.0,76.0,84.0,77.0,Balance Sheet
Invent. - Raw Materials,,,,,,,340.0,359.0,416.0,398.0,Balance Sheet
Inventories - Other,,,,,,,-19.0,-22.0,-29.0,-28.0,Balance Sheet
Total Inventory,,,,,,,410.0,413.0,471.0,447.0,Balance Sheet
Prepaid Expenses,,,,,,,153.0,170.0,154.0,162.0,Balance Sheet
Total Current Assets,,,,,,,1856.0,2041.0,2056.0,2056.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2120.0,2068.0,2097.0,2017.0,Balance Sheet
"Goodwill, Net",,,,,,,184.0,183.0,181.0,179.0,Balance Sheet
Intangibles - Gross,,,,,,,1113.0,1113.0,1114.0,1114.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-415.0,-437.0,-457.0,-478.0,Balance Sheet
Intangibles - Net,,,,,,,697.0,676.0,657.0,636.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,201.0,199.0,202.0,200.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,121.0,129.0,141.0,136.0,Balance Sheet
Other Long Term Assets,,,,,,,457.0,429.0,435.0,456.0,Balance Sheet
Total Assets,,,,,,,5636.0,5725.0,5769.0,5680.0,Balance Sheet
Accounts Payable,,,,,,,613.0,755.0,804.0,780.0,Balance Sheet
Accrued Expenses,,,,,,,380.0,348.0,366.0,386.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,19.0,21.0,14.0,19.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,28.0,30.0,30.0,29.0,Balance Sheet
Total Current Liabilities,,,,,,,1040.0,1154.0,1214.0,1214.0,Balance Sheet
Total Long Term Debt,,,,,,,3086.0,3062.0,3035.0,2974.0,Balance Sheet
Total Debt,,,,,,,3105.0,3083.0,3049.0,2993.0,Balance Sheet
Deferred Income Tax,,,,,,,14.0,13.0,17.0,15.0,Balance Sheet
Minority Interest,,,,,,,0.0,,,,Balance Sheet
