,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,12.19,14.46,23.7,35.23,38.32,35.66,,,,,
low,11.08,8.01,10.6,13.55,24.3,16.18,,,,,
change,-0.0368,-0.07540000000000001,1.1062,0.316,0.1081,-0.45630000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,190.0,171.0,141.0,147.0,Balance Sheet
Short Term Investments,,,,,,,20.0,35.0,35.0,20.0,Balance Sheet
Cash and Short Term Invs,,,,,,,210.0,206.0,176.0,167.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,76.0,82.0,81.0,90.0,Balance Sheet
Other Receivables,,,,,,,14.0,14.0,12.0,12.0,Balance Sheet
"Total Receivables, Net",,,,,,,90.0,97.0,94.0,102.0,Balance Sheet
Total Current Assets,,,,,,,300.0,303.0,270.0,269.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,58.0,55.0,50.0,47.0,Balance Sheet
"Goodwill, Net",,,,,,,261.0,,,,Balance Sheet
Intangibles - Net,,,,,,,82.0,337.0,323.0,315.0,Balance Sheet
Other Long Term Assets,,,,,,,13.0,13.0,13.0,11.0,Balance Sheet
Total Assets,,,,,,,715.0,708.0,655.0,642.0,Balance Sheet
Accounts Payable,,,,,,,5.0,5.0,12.0,12.0,Balance Sheet
Accrued Expenses,,,,,,,87.0,88.0,82.0,80.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,20.0,20.0,20.0,20.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,40.0,45.0,36.0,32.0,Balance Sheet
Total Current Liabilities,,,,,,,152.0,158.0,149.0,143.0,Balance Sheet
Total Long Term Debt,,,,,,,79.0,59.0,59.0,59.0,Balance Sheet
Total Debt,,,,,,,99.0,79.0,79.0,79.0,Balance Sheet
Deferred Income Tax,,,,,,,15.0,15.0,14.0,14.0,Balance Sheet
Minority Interest,,,,,,,2.0,0.0,0.0,0.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,9.0,9.0,7.0,7.0,Balance Sheet
Other LT Liabilities,,,,,,,51.0,49.0,43.0,41.0,Balance Sheet
"Other Liabilities, Total",,,,,,,60.0,58.0,50.0,48.0,Balance Sheet
Total Liabilities,,,,,,,308.0,290.0,273.0,265.0,Balance Sheet
Common Stock,,,,,,,1.0,,,,Balance Sheet
Additional Paid-In Capital,,,,,,,341.0,,,,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,72.0,,,,Balance Sheet
Treasury Stock - Common,,,,,,,-9.0,,,,Balance Sheet
Other Equity,,,,,,,,418.0,383.0,377.0,Balance Sheet
Other Comprehensive Income,,,,,,,3.0,,,,Balance Sheet
"Other Equity, Total",,,,,,,3.0,418.0,383.0,377.0,Balance Sheet
Total Equity,,,,,,,407.0,418.0,383.0,377.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,715.0,708.0,655.0,642.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,55.0,55.0,55.0,55.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,119225.0,117695.0,118582.0,118996.0,Income Statement
"Cost of Revenue, Total",,,,,,,70561.0,68278.0,68416.0,68721.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,19041.0,18719.0,18805.0,18919.0,Income Statement
Research & Development,,,,,,,13891.0,14150.0,14451.0,14804.0,Income Statement
Total Operating Expense,,,,,,,103493.0,101147.0,101672.0,102444.0,Income Statement
