,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,59.9,59.15,61.71,46.67,64.72,75.97,,,,,
low,54.14,48.31,42.98,31.58,39.8,58.12,,,,,
change,-0.050300000000000004,-0.1076,-0.0855,-0.1174,0.5471,0.030699999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,79.0,53.0,433.0,46.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,300.0,381.0,441.0,402.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-36.0,-41.0,-42.0,-40.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,264.0,339.0,399.0,362.0,Balance Sheet
Other Receivables,,,,,,,4.0,4.0,3.0,6.0,Balance Sheet
"Total Receivables, Net",,,,,,,268.0,343.0,402.0,368.0,Balance Sheet
Invent. - Raw Materials,,,,,,,47.0,49.0,40.0,41.0,Balance Sheet
Gas in Storage - Inventory,,,,,,,23.0,6.0,12.0,32.0,Balance Sheet
Total Inventory,,,,,,,70.0,55.0,52.0,73.0,Balance Sheet
Prepaid Expenses,,,,,,,28.0,34.0,28.0,32.0,Balance Sheet
Restricted Cash - Current,,,,,,,0.0,102.0,154.0,92.0,Balance Sheet
Unbilled Utility Revenues,,,,,,,57.0,50.0,19.0,30.0,Balance Sheet
Other Current Assets,,,,,,,65.0,34.0,63.0,121.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,122.0,186.0,236.0,242.0,Balance Sheet
Total Current Assets,,,,,,,567.0,671.0,1150.0,761.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,13293.0,13457.0,12300.0,12552.0,Balance Sheet
Accumulated Depreciation,,,,,,,-6802.0,-6883.0,-5914.0,-5985.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,6491.0,6574.0,6385.0,6566.0,Balance Sheet
"Goodwill, Net",,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Long Term Investments,,,,,,,106.0,103.0,97.0,95.0,Balance Sheet
Deferred Charges,,,,,,,80.0,91.0,87.0,86.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,158.0,178.0,188.0,197.0,Balance Sheet
Other Long Term Assets,,,,,,,182.0,181.0,200.0,185.0,Balance Sheet
Total Assets,,,,,,,7590.0,7805.0,8112.0,7896.0,Balance Sheet
Accounts Payable,,,,,,,130.0,136.0,145.0,179.0,Balance Sheet
Accrued Expenses,,,,,,,167.0,165.0,246.0,157.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,166.0,218.0,400.0,60.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,549.0,549.0,549.0,Balance Sheet
Dividends Payable,,,,,,,42.0,42.0,43.0,43.0,Balance Sheet
Customer Advances,,,,,,,15.0,0.0,0.0,26.0,Balance Sheet
Security Deposits,,,,,,,20.0,21.0,25.0,24.0,Balance Sheet
Other Payables,,,,,,,0.0,3.0,0.0,0.0,Balance Sheet
Other Current Liabilities,,,,,,,357.0,872.0,758.0,903.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,433.0,938.0,826.0,997.0,Balance Sheet
Total Current Liabilities,,,,,,,896.0,2006.0,2166.0,1943.0,Balance Sheet
Total Long Term Debt,,,,,,,2630.0,2082.0,2082.0,2083.0,Balance Sheet
Total Debt,,,,,,,2796.0,2849.0,3031.0,2692.0,Balance Sheet
Deferred Income Tax,,,,,,,800.0,710.0,767.0,698.0,Balance Sheet
Reserves,,,,,,,208.0,207.0,152.0,162.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,5.0,5.0,5.0,3.0,Balance Sheet
Other LT Liabilities,,,,,,,941.0,932.0,935.0,928.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1154.0,1144.0,1092.0,1092.0,Balance Sheet
Total Liabilities,,,,,,,5479.0,5941.0,6108.0,5816.0,Balance Sheet
Common Stock,,,,,,,91.0,91.0,91.0,91.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1014.0,1019.0,1023.0,1027.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1282.0,1408.0,1472.0,1587.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-64.0,-69.0,-69.0,-54.0,Balance Sheet
Other Comprehensive Income,,,,,,,-213.0,-585.0,-513.0,-572.0,Balance Sheet
"Other Equity, Total",,,,,,,-277.0,-654.0,-583.0,-626.0,Balance Sheet
Total Equity,,,,,,,2110.0,1864.0,2004.0,2080.0,Balance Sheet
