,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,21.61,28.32,35.75,34.87,48.88,50.56,,,,,
low,19.19,18.37,19.38,23.32,31.83,31.86,,,,,
change,-0.0383,-0.0129,0.6547,0.0181,0.3031,0.1354,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,41.0,39.0,31.0,36.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,138.0,159.0,172.0,172.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-3.0,-2.0,-2.0,Balance Sheet
"Total Receivables, Net",,,,,,,136.0,156.0,170.0,170.0,Balance Sheet
Invent. - Finished Goods,,,,,,,88.0,95.0,92.0,97.0,Balance Sheet
Invent. - Work In Progress,,,,,,,25.0,28.0,31.0,37.0,Balance Sheet
Invent. - Raw Materials,,,,,,,116.0,127.0,136.0,153.0,Balance Sheet
Total Inventory,,,,,,,229.0,250.0,260.0,288.0,Balance Sheet
Prepaid Expenses,,,,,,,25.0,19.0,19.0,18.0,Balance Sheet
Total Current Assets,,,,,,,431.0,464.0,480.0,511.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,476.0,508.0,513.0,508.0,Balance Sheet
Accumulated Depreciation,,,,,,,-195.0,-201.0,-203.0,-204.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,280.0,307.0,311.0,305.0,Balance Sheet
"Goodwill, Net",,,,,,,432.0,431.0,431.0,431.0,Balance Sheet
Intangibles - Gross,,,,,,,248.0,250.0,253.0,250.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-43.0,-46.0,-49.0,-52.0,Balance Sheet
Intangibles - Net,,,,,,,206.0,204.0,203.0,198.0,Balance Sheet
Deferred Charges,,,,,,,9.0,11.0,12.0,13.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,8.0,8.0,8.0,8.0,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,0.0,,,,Balance Sheet
Total Assets,,,,,,,1366.0,1425.0,1444.0,1465.0,Balance Sheet
Accounts Payable,,,,,,,65.0,81.0,78.0,81.0,Balance Sheet
Accrued Expenses,,,,,,,83.0,72.0,78.0,77.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Customer Advances,,,,,,,22.0,29.0,24.0,23.0,Balance Sheet
Discontinued Operations,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,22.0,29.0,24.0,23.0,Balance Sheet
Total Current Liabilities,,,,,,,170.0,182.0,180.0,181.0,Balance Sheet
Long Term Debt,,,,,,,281.0,328.0,325.0,330.0,Balance Sheet
Capital Lease Obligations,,,,,,,2.0,1.0,2.0,1.0,Balance Sheet
Total Long Term Debt,,,,,,,282.0,329.0,326.0,331.0,Balance Sheet
Total Debt,,,,,,,283.0,330.0,327.0,332.0,Balance Sheet
Deferred Income Tax,,,,,,,53.0,55.0,58.0,57.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,40.0,39.0,37.0,36.0,Balance Sheet
Other LT Liabilities,,,,,,,36.0,33.0,35.0,33.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,76.0,72.0,71.0,68.0,Balance Sheet
Total Liabilities,,,,,,,582.0,637.0,635.0,637.0,Balance Sheet
Common Stock,,,,,,,69.0,69.0,69.0,69.0,Balance Sheet
Additional Paid-In Capital,,,,,,,257.0,259.0,262.0,265.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,684.0,699.0,727.0,753.0,Balance Sheet
Treasury Stock - Common,,,,,,,-151.0,-167.0,-170.0,-171.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-3.0,-5.0,-14.0,-26.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-70.0,-69.0,-67.0,-65.0,Balance Sheet
Other Comprehensive Income,,,,,,,-1.0,2.0,2.0,3.0,Balance Sheet
"Other Equity, Total",,,,,,,-74.0,-73.0,-79.0,-88.0,Balance Sheet
Total Equity,,,,,,,784.0,788.0,809.0,828.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1366.0,1425.0,1444.0,1465.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,61.0,61.0,61.0,61.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,8.0,9.0,9.0,9.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,301400.0,330200.0,366700.0,346400.0,Income Statement
"Cost of Revenue, Total",,,,,,,234000.0,254500.0,276900.0,263600.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,37600.0,43600.0,42100.0,39800.0,Income Statement
Depreciation/Amortization,,,,,,,2700.0,3300.0,3200.0,3100.0,Income Statement
Restructuring Charge,,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,7300.0,300.0,-1700.0,400.0,Income Statement
Unusual Expense (Income),,,,,,,7300.0,300.0,-1700.0,400.0,Income Statement
Total Operating Expense,,,,,,,281600.0,301700.0,320500.0,306900.0,Income Statement
Total Operating Income,,,,,,,19800.0,28500.0,46200.0,39500.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1200.0,-1300.0,-1900.0,-2700.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,600.0,400.0,300.0,-100.0,Income Statement
"Other, Net",,,,,,,600.0,400.0,300.0,-100.0,Income Statement
Income Before Tax,,,,,,,19200.0,27600.0,44600.0,36700.0,Income Statement
Income Tax - Total,,,,,,,-300.0,7100.0,11100.0,4900.0,Income Statement
Income After Tax,,,,,,,19500.0,20500.0,33500.0,31800.0,Income Statement
Net Inc Before Extra Items,,,,,,,19500.0,20500.0,33500.0,31800.0,Income Statement
Total Net Income,,,,,,,19500.0,20500.0,33500.0,31800.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,19500.0,20500.0,33500.0,31800.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,19500.0,20500.0,33500.0,31800.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,60800.0,60700.0,60400.0,60400.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.32,0.34,0.55,0.53,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.32,0.34,0.55,0.53,Income Statement
Diluted Weighted Average Shares,,,,,,,62200.0,61400.0,60900.0,61000.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.31,0.33,0.55,0.52,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.31,0.33,0.55,0.52,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.09,0.09,0.09,0.09,Income Statement
Gross Divid - Common Stock,,,,,,,5500.0,5500.0,5400.0,5500.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1200.0,1300.0,1900.0,2700.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,10200.0,10100.0,10500.0,10500.0,Income Statement
Total Special Items,,,,,,,9600.0,300.0,-1700.0,400.0,Income Statement
Normalzd Income Before Tax,,,,,,,28800.0,27900.0,42900.0,37100.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,3360.0,77.0,-423.0,53.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,3060.0,7177.0,10677.0,4953.0,Income Statement
Normalized Income After Tax,,,,,,,25740.0,20723.0,32223.0,32147.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,25740.0,20723.0,32223.0,32147.0,Income Statement
Basic Normalized EPS,,,,,,,0.42,0.34,0.53,0.53,Income Statement
Diluted Normalized EPS,,,,,,,0.41,0.34,0.53,0.53,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,100600.0,20500.0,54000.0,85800.0,Cash Flow
Depreciation/Depletion,,,,,,,50400.0,13400.0,27100.0,40700.0,Cash Flow
Deferred Taxes,,,,,,,-6500.0,300.0,3200.0,300.0,Cash Flow
Discontinued Operations,,,,,,,0.0,,,,Cash Flow
Unusual Items,,,,,,,10300.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,600.0,2400.0,5400.0,7500.0,Cash Flow
Non-Cash Items,,,,,,,10900.0,2400.0,5400.0,7500.0,Cash Flow
Changes in Working Capital,,,,,,,-53600.0,-29600.0,-67300.0,-101900.0,Cash Flow
Total Cash from Operations,,,,,,,101800.0,7000.0,22400.0,32400.0,Cash Flow
Capital Expenditures,,,,,,,-37400.0,-33700.0,-41500.0,-45600.0,Cash Flow
Acquisition of Business,,,,,,,-131800.0,-1000.0,-5900.0,-6600.0,Cash Flow
Sale of Fixed Assets,,,,,,,,,1400.0,2100.0,Cash Flow
Other Investing Cash Flow,,,,,,,500.0,400.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-131300.0,-600.0,-4500.0,-4500.0,Cash Flow
Total Cash from Investing,,,,,,,-168700.0,-34300.0,-46000.0,-50100.0,Cash Flow
Financing Cash Flow Items,,,,,,,-6700.0,-1600.0,-2200.0,-3000.0,Cash Flow
