,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,35.6,47.87,51.33,57.75,66.55,60.11,,,,,
low,31.05,22.5,33.14,27.27,32.1,29.74,,,,,
change,-0.06,0.1288,0.1697,-0.1358,0.5963,-0.3861,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,127764.0,105624.0,86456.0,70114.0,Balance Sheet
"Total Receivables, Net",,,,,,,104.0,238.0,294.0,300.0,Balance Sheet
Prepaid Expenses,,,,,,,7165.0,9909.0,11586.0,11415.0,Balance Sheet
Total Current Assets,,,,,,,135033.0,115771.0,98336.0,81829.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,6896.0,6996.0,6396.0,6850.0,Balance Sheet
Intangibles - Net,,,,,,,144449.0,151169.0,154880.0,159469.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,403.0,400.0,397.0,393.0,Balance Sheet
Other Long Term Assets,,,,,,,1272.0,3708.0,4389.0,7394.0,Balance Sheet
Total Assets,,,,,,,288053.0,278044.0,264398.0,255935.0,Balance Sheet
Payable/Accrued,,,,,,,6784.0,6526.0,5066.0,5394.0,Balance Sheet
Accrued Expenses,,,,,,,1450.0,1512.0,1571.0,1626.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,1478.0,1478.0,2192.0,2514.0,Balance Sheet
Other Payables,,,,,,,160.0,120.0,144.0,120.0,Balance Sheet
Other Current Liabilities,,,,,,,,,,20249.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1638.0,1598.0,2336.0,22883.0,Balance Sheet
Total Current Liabilities,,,,,,,9872.0,9636.0,8973.0,29903.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,3919.0,4192.0,4392.0,4595.0,Balance Sheet
"Other Liabilities, Total",,,,,,,78638.0,77918.0,76483.0,55348.0,Balance Sheet
Total Liabilities,,,,,,,92429.0,91746.0,89848.0,89846.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,495465.0,500125.0,504298.0,508480.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-299843.0,-313829.0,-329750.0,-342393.0,Balance Sheet
Total Equity,,,,,,,195624.0,186298.0,174550.0,166089.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,288053.0,278044.0,264398.0,255935.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,18365.0,18377.0,18944.0,18960.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,385.0,335.0,335.0,398.0,Income Statement
"Cost of Revenue, Total",,,,,,,5.0,0.0,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,11482.0,10901.0,12595.0,12591.0,Income Statement
Research & Development,,,,,,,893.0,767.0,1096.0,980.0,Income Statement
Depreciation/Amortization,,,,,,,323.0,454.0,362.0,372.0,Income Statement
Unusual Expense (Income),,,,,,,57.0,-983.0,-646.0,-2885.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,57.0,-983.0,-646.0,-2885.0,Income Statement
Total Operating Expense,,,,,,,12760.0,11139.0,13407.0,11058.0,Income Statement
Total Operating Income,,,,,,,-12375.0,-10804.0,-13072.0,-10660.0,Income Statement
