,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,9.54,19.9,29.68,52.43,54.21,19.66,,,,,
low,7.9,7.26,8.26,18.7,15.88,5.42,,,,,
change,-0.11109999999999999,0.0926,2.1562,0.6595000000000001,-0.5917,-0.6805,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,78.0,92.0,108.0,118.0,Balance Sheet
Short Term Investments,,,,,,,426.0,390.0,316.0,242.0,Balance Sheet
Cash and Short Term Invs,,,,,,,504.0,482.0,424.0,360.0,Balance Sheet
Prepaid Expenses,,,,,,,4.0,8.0,7.0,10.0,Balance Sheet
Total Current Assets,,,,,,,508.0,490.0,432.0,370.0,Balance Sheet
Buildings,,,,,,,58.0,66.0,68.0,73.0,Balance Sheet
Machinery/Equipment,,,,,,,11.0,16.0,22.0,29.0,Balance Sheet
Construction in Progress,,,,,,,36.0,24.0,16.0,6.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,74.0,80.0,78.0,75.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,179.0,185.0,183.0,183.0,Balance Sheet
Accumulated Depreciation,,,,,,,-9.0,-9.0,-11.0,-14.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,170.0,176.0,172.0,169.0,Balance Sheet
Long Term Investments,,,,,,,92.0,28.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,1.0,1.0,1.0,Balance Sheet
Total Assets,,,,,,,777.0,701.0,611.0,546.0,Balance Sheet
Accounts Payable,,,,,,,27.0,20.0,20.0,24.0,Balance Sheet
Accrued Expenses,,,,,,,62.0,57.0,44.0,55.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,89.0,77.0,64.0,79.0,Balance Sheet
Total Long Term Debt,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Debt,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Liabilities, Total",,,,,,,65.0,71.0,73.0,72.0,Balance Sheet
Total Liabilities,,,,,,,156.0,149.0,138.0,152.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1795.0,1818.0,1839.0,1859.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1172.0,-1264.0,-1363.0,-1463.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-2.0,-3.0,-2.0,Balance Sheet
Total Equity,,,,,,,622.0,552.0,473.0,394.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,777.0,701.0,611.0,546.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,157.0,157.0,158.0,158.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Stk Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Stk Iss. 3,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Trsry Shrs-Pref. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 3,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,16287.0,14799.0,17800.0,19385.0,Income Statement
Labor & Related Expense,,,,,,,7562.0,8614.0,8528.0,8508.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,23849.0,23413.0,26328.0,27893.0,Income Statement
Research & Development,,,,,,,75616.0,68300.0,73406.0,72502.0,Income Statement
Total Operating Expense,,,,,,,99465.0,91713.0,99734.0,100395.0,Income Statement
Total Operating Income,,,,,,,-99465.0,-91713.0,-99734.0,-100395.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,135.0,106.0,385.0,777.0,Income Statement
Income Before Tax,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Income After Tax,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Net Inc Before Extra Items,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Total Net Income,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,156961.0,157113.0,157274.0,157817.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.63,-0.58,-0.63,-0.63,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.63,-0.58,-0.63,-0.63,Income Statement
Diluted Weighted Average Shares,,,,,,,156961.0,157113.0,157274.0,157817.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.63,-0.58,-0.63,-0.63,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.63,-0.58,-0.63,-0.63,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,1345.0,1800.0,2245.0,2454.0,Income Statement
Normalzd Income Before Tax,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Normalized Income After Tax,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-99330.0,-91607.0,-99349.0,-99618.0,Income Statement
Basic Normalized EPS,,,,,,,-0.63,-0.58,-0.63,-0.63,Income Statement
Diluted Normalized EPS,,,,,,,-0.63,-0.58,-0.63,-0.63,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-342252.0,-91607.0,-190956.0,-290574.0,Cash Flow
Depreciation/Depletion,,,,,,,3111.0,1797.0,4042.0,6496.0,Cash Flow
Non-Cash Items,,,,,,,86647.0,26301.0,52226.0,74887.0,Cash Flow
Prepaid Expenses,,,,,,,2775.0,-3715.0,-2661.0,-4976.0,Cash Flow
Accounts Payable,,,,,,,6976.0,-2104.0,65.0,4327.0,Cash Flow
Accrued Expenses,,,,,,,14802.0,-4474.0,-14153.0,-5246.0,Cash Flow
Changes in Working Capital,,,,,,,24553.0,-10293.0,-16749.0,-5895.0,Cash Flow
Total Cash from Operations,,,,,,,-227941.0,-73802.0,-151437.0,-215086.0,Cash Flow
Capital Expenditures,,,,,,,-37574.0,-11440.0,-16016.0,-17403.0,Cash Flow
Sale/Maturity of Investment,,,,,,,762914.0,143508.0,284136.0,423586.0,Cash Flow
Purchase of Investments,,,,,,,-725208.0,-45552.0,-85841.0,-150189.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,37706.0,97956.0,198295.0,273397.0,Cash Flow
Total Cash from Investing,,,,,,,132.0,86516.0,182279.0,255994.0,Cash Flow
Financing Cash Flow Items,,,,,,,,,-2649.0,-2649.0,Cash Flow
"Common Stock, Net",,,,,,,203156.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,,,,35112.0,1417.0,1999.0,2224.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,238268.0,1417.0,1999.0,2224.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,1000.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,,239268.0,1417.0,-650.0,-425.0,Cash Flow
Net Change in Cash,,,,,,,11459.0,14131.0,30192.0,40483.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,72854.0,84313.0,84313.0,84313.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,84313.0,98444.0,114505.0,124796.0,Cash Flow
"Depreciation, Supplemental",,,,,,,3111.0,1797.0,4042.0,6496.0,Cash Flow
Free Cash Flow,,,,,,,-265515.0,-85242.0,-167453.0,-232489.0,
FCF Growth,,,,,,,,-0.6789559911869386,0.9644424110180427,0.38838360614620226,
