,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,52.38,51.46,30.52,,,,,
low,15.21,21.53,7.52,,,,,
change,0.8206,-0.1345,-0.5905,,,,,
Date,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Balance Sheet
Cash & Equivalents,,,,80220.0,77879.0,40632.0,46655.0,Balance Sheet
Short Term Investments,,,,215214.0,183198.0,255746.0,296922.0,Balance Sheet
Cash and Short Term Invs,,,,295434.0,261077.0,296378.0,343577.0,Balance Sheet
"Trade Accts Recvble, Net",,,,6000.0,8000.0,0.0,0.0,Balance Sheet
Other Receivables,,,,204.0,204.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,6204.0,8204.0,0.0,0.0,Balance Sheet
Prepaid Expenses,,,,9194.0,10302.0,9510.0,10393.0,Balance Sheet
"Other Curr. Assets, Total",,,,286.0,901.0,901.0,901.0,Balance Sheet
Total Current Assets,,,,311118.0,280484.0,306789.0,354871.0,Balance Sheet
Buildings,,,,3083.0,3299.0,3082.0,3332.0,Balance Sheet
Machinery/Equipment,,,,22699.0,25493.0,28681.0,30866.0,Balance Sheet
Other Prop./Plant/Equip.,,,,14442.0,16309.0,15855.0,14301.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,40224.0,45101.0,47618.0,48499.0,Balance Sheet
Accumulated Depreciation,,,,-14879.0,-15707.0,-16693.0,-18150.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,25345.0,29394.0,30925.0,30349.0,Balance Sheet
Long Term Investments,,,,137189.0,123685.0,51538.0,69125.0,Balance Sheet
Other Long Term Assets,,,,2833.0,3256.0,4157.0,4092.0,Balance Sheet
Total Assets,,,,476771.0,437720.0,394310.0,459338.0,Balance Sheet
Accounts Payable,,,,6650.0,6014.0,6142.0,6053.0,Balance Sheet
Accrued Expenses,,,,18396.0,16849.0,25204.0,25105.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,41212.0,43186.0,41319.0,36342.0,Balance Sheet
Total Current Liabilities,,,,66258.0,66049.0,72665.0,67500.0,Balance Sheet
Total Long Term Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,68211.0,65754.0,54906.0,49293.0,Balance Sheet
Total Liabilities,,,,134469.0,131803.0,127571.0,116793.0,Balance Sheet
Redeemable Preferred Stock,,,,,,0.0,0.0,Balance Sheet
Common Stock,,,,45.0,45.0,45.0,47.0,Balance Sheet
Additional Paid-In Capital,,,,563757.0,571363.0,578605.0,700775.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-220892.0,-263425.0,-308826.0,-354535.0,Balance Sheet
"Other Equity, Total",,,,-608.0,-2066.0,-3085.0,-3742.0,Balance Sheet
Total Equity,,,,342302.0,305917.0,266739.0,342545.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,476771.0,437720.0,394310.0,459338.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,44664.0,44853.0,45040.0,47148.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
