,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,60.9,75.29,60.72,69.08,95.0,101.62,,,,,
low,53.58,35.59,20.61,14.97,50.22,58.7,,,,,
change,0.0693,-0.28,-0.3321,0.9569,0.7112999999999999,0.061900000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,911.0,730.0,607.0,465.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,310.0,301.0,283.0,262.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-4.0,-4.0,-4.0,-2.0,Balance Sheet
"Total Receivables, Net",,,,,,,306.0,297.0,279.0,260.0,Balance Sheet
Prepaid Expenses,,,,,,,99.0,94.0,97.0,96.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,10.0,11.0,10.0,10.0,Balance Sheet
Total Current Assets,,,,,,,1326.0,1132.0,993.0,832.0,Balance Sheet
Machinery/Equipment,,,,,,,5551.0,5611.0,5860.0,5914.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,491.0,569.0,489.0,598.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,6042.0,6180.0,6349.0,6512.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1320.0,-1361.0,-1415.0,-1467.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4722.0,4819.0,4933.0,5045.0,Balance Sheet
Intangibles - Net,,,,,,,65.0,63.0,62.0,60.0,Balance Sheet
Other Long Term Assets,,,,,,,330.0,318.0,311.0,306.0,Balance Sheet
Total Assets,,,,,,,6443.0,6333.0,6299.0,6243.0,Balance Sheet
Accounts Payable,,,,,,,83.0,123.0,84.0,94.0,Balance Sheet
Accrued Expenses,,,,,,,639.0,623.0,643.0,604.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,640.0,608.0,356.0,398.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,59.0,48.0,67.0,62.0,Balance Sheet
Total Current Liabilities,,,,,,,1420.0,1401.0,1149.0,1157.0,Balance Sheet
Total Long Term Debt,,,,,,,1655.0,1615.0,1720.0,1579.0,Balance Sheet
Total Debt,,,,,,,2295.0,2223.0,2076.0,1977.0,Balance Sheet
Deferred Income Tax,,,,,,,355.0,372.0,398.0,416.0,Balance Sheet
"Other Liabilities, Total",,,,,,,204.0,183.0,167.0,158.0,Balance Sheet
Total Liabilities,,,,,,,3634.0,3571.0,3434.0,3310.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,935.0,828.0,863.0,871.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2100.0,2251.0,2339.0,2399.0,Balance Sheet
Treasury Stock - Common,,,,,,,-225.0,-317.0,-338.0,-338.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,,,-1.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,,,,,2809.0,2761.0,2865.0,2933.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,6443.0,6333.0,6299.0,6243.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,29.0,28.0,28.0,28.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,5.0,7.0,7.0,7.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1163.0,1037.0,1180.0,1125.0,Income Statement
"Cost of Revenue, Total",,,,,,,441.0,451.0,580.0,557.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,42.0,43.0,53.0,57.0,Income Statement
Labor & Related Expense,,,,,,,282.0,298.0,286.0,265.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,324.0,341.0,339.0,322.0,Income Statement
Depreciation/Amortization,,,,,,,73.0,72.0,74.0,78.0,Income Statement
Unusual Expense (Income),,,,,,,7.0,-4.0,1.0,13.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,0.0,-6.0,0.0,0.0,Income Statement
Other Operating Expense,,,,,,,61.0,56.0,54.0,62.0,Income Statement
"Other Operat Expse, Total",,,,,,,61.0,56.0,54.0,62.0,Income Statement
Total Operating Expense,,,,,,,906.0,916.0,1049.0,1033.0,Income Statement
Total Operating Income,,,,,,,257.0,121.0,131.0,92.0,Income Statement
"Inter Expse, Non-Operating",,,,,,,-26.0,-20.0,-20.0,-19.0,Income Statement
"Inter Capital, Non-Operat",,,,,,,3.0,4.0,3.0,3.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-23.0,-17.0,-17.0,-16.0,Income Statement
"Inter Income, Non-Operating",,,,,,,0.0,0.0,1.0,2.0,Income Statement
"Invest Income, Non-Operat",,,,,,,0.0,0.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,0.0,0.0,1.0,2.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,0.0,1.0,-1.0,0.0,Income Statement
"Other, Net",,,,,,,0.0,1.0,-1.0,0.0,Income Statement
Income Before Tax,,,,,,,233.0,106.0,115.0,78.0,Income Statement
Income Tax - Total,,,,,,,57.0,24.0,27.0,18.0,Income Statement
Income After Tax,,,,,,,177.0,82.0,88.0,60.0,Income Statement
Net Inc Before Extra Items,,,,,,,177.0,82.0,88.0,60.0,Income Statement
