,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.05,41.1,75.4,68.81,50.95,36.29,,,,,
low,23.67,26.23,29.36,19.73,23.08,18.09,,,,,
change,-0.0131,0.18710000000000002,0.9392,-0.161,-0.32030000000000003,-0.3557,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,227553.0,217393.0,215178.0,206824.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,41787.0,53842.0,35459.0,46447.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1206.0,-1039.0,-1044.0,-529.0,Balance Sheet
"Total Receivables, Net",,,,,,,40581.0,52803.0,34415.0,45918.0,Balance Sheet
Prepaid Expenses,,,,,,,9623.0,10719.0,11935.0,11706.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,5772.0,5883.0,5961.0,5946.0,Balance Sheet
Total Current Assets,,,,,,,283529.0,286798.0,267489.0,270394.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,56690.0,49675.0,47536.0,44224.0,Balance Sheet
"Goodwill, Net",,,,,,,108133.0,107929.0,107334.0,106751.0,Balance Sheet
Intangibles - Net,,,,,,,27618.0,24643.0,22046.0,19825.0,Balance Sheet
Other Long Term Assets,,,,,,,9003.0,8119.0,8156.0,11092.0,Balance Sheet
Total Assets,,,,,,,494483.0,486611.0,461750.0,460892.0,Balance Sheet
Accounts Payable,,,,,,,4034.0,7957.0,5978.0,6926.0,Balance Sheet
Accrued Expenses,,,,,,,53082.0,38652.0,42952.0,45154.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,97713.0,117642.0,108207.0,109262.0,Balance Sheet
Total Current Liabilities,,,,,,,154829.0,164251.0,157137.0,161342.0,Balance Sheet
Total Long Term Debt,,,,,,,288287.0,288660.0,289033.0,289406.0,Balance Sheet
Total Debt,,,,,,,288287.0,288660.0,289033.0,289406.0,Balance Sheet
"Other Liabilities, Total",,,,,,,47783.0,46522.0,40670.0,37826.0,Balance Sheet
Total Liabilities,,,,,,,490899.0,499433.0,486840.0,488574.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,49.0,50.0,50.0,50.0,Balance Sheet
Additional Paid-In Capital,,,,,,,546693.0,559148.0,569914.0,581819.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-513311.0,-542173.0,-565207.0,-579704.0,Balance Sheet
Treasury Stock - Common,,,,,,,-29847.0,-29847.0,-29847.0,-29847.0,Balance Sheet
Total Equity,,,,,,,3584.0,-12822.0,-25090.0,-27682.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,494483.0,486611.0,461750.0,460892.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,44521.0,45179.0,45247.0,45322.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,4681.0,4681.0,4681.0,4681.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,64973.0,66492.0,68362.0,70348.0,Income Statement
"Cost of Revenue, Total",,,,,,,25977.0,27361.0,27641.0,27610.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,29238.0,32929.0,30996.0,29035.0,Income Statement
Labor & Related Expense,,,,,,,6318.0,6687.0,6861.0,6581.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,35556.0,39616.0,37857.0,35616.0,Income Statement
Research & Development,,,,,,,22693.0,24467.0,23401.0,23303.0,Income Statement
Impair-Assets Held for Use,,,,,,,,1551.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,2386.0,,,,Income Statement
Unusual Expense (Income),,,,,,,2386.0,1551.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,86612.0,92995.0,88899.0,86529.0,Income Statement
Total Operating Income,,,,,,,-21639.0,-26503.0,-20537.0,-16181.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1576.0,-1576.0,-1576.0,-1576.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,89.0,-418.0,-2.0,4158.0,Income Statement
"Other, Net",,,,,,,89.0,-418.0,-2.0,4158.0,Income Statement
Income Before Tax,,,,,,,-23126.0,-28497.0,-22115.0,-13599.0,Income Statement
Income Tax - Total,,,,,,,483.0,143.0,291.0,254.0,Income Statement
Income After Tax,,,,,,,-23609.0,-28640.0,-22406.0,-13853.0,Income Statement
Net Inc Before Extra Items,,,,,,,-23609.0,-28640.0,-22406.0,-13853.0,Income Statement
Total Net Income,,,,,,,-23609.0,-28640.0,-22406.0,-13853.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-23609.0,-28640.0,-22406.0,-13853.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-23609.0,-28640.0,-22406.0,-13853.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,44438.0,45085.0,45222.0,45314.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.53,-0.64,-0.5,-0.31,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.53,-0.64,-0.5,-0.31,Income Statement
Diluted Weighted Average Shares,,,,,,,44438.0,45085.0,45222.0,45314.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.53,-0.64,-0.5,-0.31,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.53,-0.64,-0.5,-0.31,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1576.0,1576.0,1576.0,1576.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,3232.0,4647.0,3801.0,3395.0,Income Statement
Total Special Items,,,,,,,2386.0,1551.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,-20740.0,-26946.0,-22115.0,-13599.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,835.0,543.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,1318.0,686.0,291.0,254.0,Income Statement
Normalized Income After Tax,,,,,,,-22058.0,-27632.0,-22406.0,-13853.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-22058.0,-27632.0,-22406.0,-13853.0,Income Statement
Basic Normalized EPS,,,,,,,-0.5,-0.61,-0.5,-0.31,Income Statement
Diluted Normalized EPS,,,,,,,-0.5,-0.61,-0.5,-0.31,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-81209.0,-28640.0,-51046.0,-64899.0,Cash Flow
Depreciation/Depletion,,,,,,,12060.0,4647.0,8448.0,11843.0,Cash Flow
Deferred Taxes,,,,,,,0.0,,,,Cash Flow
Unusual Items,,,,,,,0.0,1551.0,1551.0,1551.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,,,,-3308.0,Cash Flow
Other Non-Cash Items,,,,,,,34656.0,11507.0,22437.0,33365.0,Cash Flow
Non-Cash Items,,,,,,,34656.0,13058.0,23988.0,31608.0,Cash Flow
Accounts Receivable,,,,,,,12560.0,-12130.0,6441.0,-4900.0,Cash Flow
Prepaid Expenses,,,,,,,1828.0,-262.0,-1395.0,-571.0,Cash Flow
Other Assets,,,,,,,3202.0,-48.0,132.0,730.0,Cash Flow
Accounts Payable,,,,,,,-515.0,3903.0,1629.0,2911.0,Cash Flow
Accrued Expenses,,,,,,,4267.0,-13355.0,-9212.0,-6571.0,Cash Flow
Changes in Working Capital,,,,,,,15938.0,-79.0,5665.0,-488.0,Cash Flow
Total Cash from Operations,,,,,,,-18555.0,-11014.0,-12945.0,-21936.0,Cash Flow
