,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,34.25,39.15,37.48,42.69,46.74,38.16,,,,,
low,29.1,25.3,26.87,15.61,31.92,21.92,,,,,
change,0.06480000000000001,-0.1133,0.1531,0.2588,-0.0893,-0.27530000000000004,,,,,
Date,,,,,,,2021-10-23 00:00:00,2022-01-22 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,293.0,237.0,246.0,238.0,Balance Sheet
Short Term Investments,,,,,,,18.0,16.0,17.0,16.0,Balance Sheet
Cash and Short Term Invs,,,,,,,311.0,253.0,263.0,254.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,177.0,166.0,187.0,160.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-3.0,-4.0,Balance Sheet
"Total Receivables, Net",,,,,,,174.0,315.0,184.0,156.0,Balance Sheet
Invent. - Finished Goods,,,,,,,133.0,150.0,186.0,210.0,Balance Sheet
Invent. - Work In Progress,,,,,,,35.0,40.0,37.0,33.0,Balance Sheet
Invent. - Raw Materials,,,,,,,159.0,175.0,147.0,153.0,Balance Sheet
LIFO Reserve,,,,,,,-41.0,-50.0,-66.0,-64.0,Balance Sheet
Total Inventory,,,,,,,286.0,316.0,303.0,332.0,Balance Sheet
Restricted Cash - Current,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Other Current Assets,,,,,,,191.0,76.0,199.0,174.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,194.0,79.0,202.0,178.0,Balance Sheet
Total Current Assets,,,,,,,965.0,962.0,952.0,920.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,579.0,640.0,659.0,672.0,Balance Sheet
"Goodwill, Net",,,,,,,180.0,195.0,195.0,202.0,Balance Sheet
Intangibles - Net,,,,,,,31.0,34.0,34.0,38.0,Balance Sheet
Long Term Investments,,,,,,,18.0,36.0,34.0,33.0,Balance Sheet
Other Long Term Assets,,,,,,,68.0,50.0,48.0,45.0,Balance Sheet
Total Assets,,,,,,,1852.0,1930.0,1932.0,1919.0,Balance Sheet
Accounts Payable,,,,,,,120.0,117.0,104.0,124.0,Balance Sheet
