,2017,2018,2019,2020,2021,2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Report
high,34.34,41.09,32.28,23.98,29.36,31.13,,,,,
low,29.92,26.63,14.3,3.12,14.12,17.82,,,,,
change,0.1101,-0.17440000000000003,-0.1338,-0.34659999999999996,0.4446,0.0698,,,,,
Date,,,,,,,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,2022-10-29 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,30.0,34.0,46.0,33.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,122.0,182.0,128.0,161.0,Balance Sheet
Other Receivables,,,,,,,33.0,12.0,12.0,,Balance Sheet
"Total Receivables, Net",,,,,,,155.0,193.0,140.0,161.0,Balance Sheet
Invent. - Finished Goods,,,,,,,579.0,627.0,752.0,,Balance Sheet
Invent. - Work In Progress,,,,,,,1.0,1.0,1.0,,Balance Sheet
Invent. - Raw Materials,,,,,,,17.0,16.0,18.0,,Balance Sheet
Total Inventory,,,,,,,597.0,644.0,771.0,649.0,Balance Sheet
Prepaid Expenses,,,,,,,49.0,46.0,46.0,61.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,5.0,17.0,17.0,17.0,Balance Sheet
Total Current Assets,,,,,,,836.0,934.0,1019.0,921.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,524.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-373.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,654.0,641.0,653.0,675.0,Balance Sheet
"Goodwill, Net",,,,,,,5.0,5.0,5.0,,Balance Sheet
Intangibles - Gross,,,,,,,461.0,451.0,451.0,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-239.0,-232.0,-235.0,,Balance Sheet
Intangibles - Net,,,,,,,223.0,220.0,216.0,218.0,Balance Sheet
Other Long Term Assets,,,,,,,27.0,28.0,27.0,134.0,Balance Sheet
Total Assets,,,,,,,1844.0,1928.0,2025.0,1948.0,Balance Sheet
Accounts Payable,,,,,,,331.0,387.0,399.0,280.0,Balance Sheet
Accrued Expenses,,,,,,,382.0,339.0,372.0,395.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,290.0,305.0,349.0,365.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,0.0,0.0,Balance Sheet
Income Taxes Payable,,,,,,,23.0,39.0,20.0,,Balance Sheet
Other Current Liabilities,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,23.0,39.0,20.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,1026.0,1070.0,1140.0,1039.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,,Balance Sheet
Total Debt,,,,,,,290.0,305.0,349.0,365.0,Balance Sheet
Deferred Income Tax,,,,,,,15.0,15.0,15.0,,Balance Sheet
Minority Interest,,,,,,,5.0,6.0,6.0,7.0,Balance Sheet
"Other Liabilities, Total",,,,,,,480.0,486.0,486.0,504.0,Balance Sheet
Total Liabilities,,,,,,,1525.0,1576.0,1646.0,1550.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,,,,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,,,,,,,169.0,169.0,173.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,158.0,191.0,213.0,,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1.0,-1.0,0.0,,Balance Sheet
Other Equity,,,,,,,,,,398.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-8.0,-7.0,-7.0,,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,,,,Balance Sheet
"Other Equity, Total",,,,,,,-9.0,-8.0,-7.0,398.0,Balance Sheet
Total Equity,,,,,,,319.0,352.0,379.0,398.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1844.0,1928.0,2025.0,1948.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,38.0,37.0,36.0,36.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,8.0,8.0,8.0,8.0,Balance Sheet
Date,,,,,,,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,2022-10-29 00:00:00,Income Statement
Total Revenue,,,,,,,679.0,735.0,738.0,798.0,Income Statement
"Cost of Revenue, Total",,,,,,,384.0,408.0,402.0,458.0,Income Statement
