,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,79.83,104.87,138.17,212.6,262.2,249.33,,,,,
low,72.48,74.42,77.37,52.9,175.01,172.75,,,,,
change,0.06570000000000001,0.047599999999999996,0.7111,0.4129,0.21739999999999998,-0.0669,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,291.0,295.0,310.0,111.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,42.0,46.0,65.0,69.0,Balance Sheet
Other Receivables,,,,,,,66.0,60.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,108.0,106.0,65.0,69.0,Balance Sheet
Restricted Cash - Current,,,,,,,64.0,66.0,1589.0,1583.0,Balance Sheet
Other Current Assets,,,,,,,38.0,55.0,40.0,44.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,102.0,120.0,1629.0,1626.0,Balance Sheet
Total Current Assets,,,,,,,502.0,520.0,2005.0,1806.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,995.0,1036.0,1130.0,1241.0,Balance Sheet
"Goodwill, Net",,,,,,,367.0,367.0,367.0,376.0,Balance Sheet
Intangibles - Gross,,,,,,,367.0,372.0,372.0,505.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-19.0,-20.0,-19.0,-20.0,Balance Sheet
Intangibles - Net,,,,,,,348.0,352.0,353.0,485.0,Balance Sheet
Long Term Investments,,,,,,,664.0,656.0,659.0,661.0,Balance Sheet
Other Long Term Assets,,,,,,,19.0,19.0,23.0,23.0,Balance Sheet
Total Assets,,,,,,,2982.0,3037.0,4620.0,4674.0,Balance Sheet
Accounts Payable,,,,,,,82.0,97.0,139.0,109.0,Balance Sheet
Accrued Expenses,,,,,,,111.0,43.0,64.0,124.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,7.0,7.0,7.0,7.0,Balance Sheet
Dividends Payable,,,,,,,26.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,48.0,104.0,12.0,15.0,Balance Sheet
Income Taxes Payable,,,,,,,,,88.0,61.0,Balance Sheet
Other Payables,,,,,,,29.0,26.0,39.0,42.0,Balance Sheet
Discontinued Operations,,,,,,,0.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,93.0,155.0,180.0,135.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,195.0,285.0,318.0,252.0,Balance Sheet
Total Current Liabilities,,,,,,,395.0,432.0,528.0,492.0,Balance Sheet
Total Long Term Debt,,,,,,,1961.0,1960.0,3154.0,3174.0,Balance Sheet
Total Debt,,,,,,,1968.0,1967.0,3161.0,3181.0,Balance Sheet
Deferred Income Tax,,,,,,,253.0,263.0,273.0,280.0,Balance Sheet
"Other Liabilities, Total",,,,,,,66.0,64.0,61.0,116.0,Balance Sheet
Total Liabilities,,,,,,,2675.0,2719.0,4017.0,4061.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,308.0,319.0,604.0,614.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Total Equity,,,,,,,307.0,318.0,603.0,613.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2982.0,3037.0,4620.0,4674.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,38.0,38.0,38.0,37.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,365.0,364.0,583.0,383.0,Income Statement
"Cost of Revenue, Total",,,,,,,271.0,268.0,340.0,278.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,39.0,36.0,38.0,38.0,Income Statement
Impair-Assets Held for Use,,,,,,,4.0,5.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,6.0,5.0,1.0,1.0,Income Statement
Unusual Expense (Income),,,,,,,10.0,10.0,1.0,1.0,Income Statement
"Other Operat Expse, Total",,,,,,,10.0,3.0,3.0,3.0,Income Statement
Total Operating Expense,,,,,,,330.0,317.0,383.0,320.0,Income Statement
Total Operating Income,,,,,,,35.0,47.0,200.0,63.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-22.0,-21.0,-35.0,-36.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,40.0,33.0,41.0,42.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,,,,275.0,0.0,Income Statement
"Other, Net",,,,,,,0.0,0.0,0.0,4.0,Income Statement
Income Before Tax,,,,,,,54.0,59.0,480.0,73.0,Income Statement
Income Tax - Total,,,,,,,12.0,17.0,141.0,16.0,Income Statement
Income After Tax,,,,,,,42.0,42.0,339.0,57.0,Income Statement
Minority Interest,,,,,,,0.0,,,,Income Statement
Net Inc Before Extra Items,,,,,,,42.0,42.0,339.0,57.0,Income Statement
Discontinued Operations,,,,,,,0.0,,,,Income Statement
Extraordinary Item,,,,,,,2.0,,,,Income Statement
Tax on Extraordinary Items,,,,,,,0.0,,,,Income Statement
Total Extraordinary Items,,,,,,,2.0,,,,Income Statement
Total Net Income,,,,,,,43.0,42.0,339.0,57.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,42.0,42.0,339.0,57.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,43.0,42.0,339.0,57.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,38.0,38.0,38.0,38.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.09,1.1,8.91,1.51,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.13,1.1,8.91,1.51,Income Statement
Diluted Weighted Average Shares,,,,,,,39.0,39.0,39.0,38.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.07,1.09,8.79,1.48,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.11,1.09,8.79,1.48,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.67,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,26.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,22.0,21.0,35.0,36.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,25.0,25.0,26.0,28.0,Income Statement
Total Special Items,,,,,,,10.0,10.0,-273.0,1.0,Income Statement
Normalzd Income Before Tax,,,,,,,64.0,69.0,207.0,75.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,2.0,3.0,-80.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,14.0,19.0,60.0,17.0,Income Statement
Normalized Income After Tax,,,,,,,50.0,49.0,146.0,58.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,50.0,49.0,146.0,58.0,Income Statement
Basic Normalized EPS,,,,,,,1.29,1.28,3.83,1.53,Income Statement
Diluted Normalized EPS,,,,,,,1.27,1.27,3.78,1.51,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,249.0,42.0,381.0,438.0,Cash Flow
Depreciation/Depletion,,,,,,,103.0,25.0,51.0,79.0,Cash Flow
Deferred Taxes,,,,,,,10.0,10.0,20.0,27.0,Cash Flow
Discontinued Operations,,,,,,,-124.0,,,,Cash Flow
Unusual Items,,,,,,,15.0,5.0,-270.0,-270.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-143.0,-33.0,-73.0,-115.0,Cash Flow
Other Non-Cash Items,,,,,,,38.0,10.0,20.0,33.0,Cash Flow
Non-Cash Items,,,,,,,-214.0,-18.0,-323.0,-352.0,Cash Flow
