,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,180.24,186.99,147.44,143.55,224.59,220.97,,,,,
low,159.85,103.48,105.95,67.46,114.54,142.71,,,,,
change,0.0951,-0.3494,0.22010000000000002,-0.1282,0.7373000000000001,-0.11599999999999999,,,,,
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,504.0,476.0,318.0,223.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,530.0,548.0,598.0,667.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,,,,,529.0,547.0,597.0,666.0,Balance Sheet
Invent. - Finished Goods,,,,,,,252.0,297.0,350.0,264.0,Balance Sheet
Invent. - Raw Materials,,,,,,,229.0,270.0,267.0,253.0,Balance Sheet
Inventories - Other,,,,,,,-41.0,-43.0,-36.0,-31.0,Balance Sheet
Total Inventory,,,,,,,440.0,524.0,581.0,486.0,Balance Sheet
Prepaid Expenses,,,,,,,127.0,125.0,113.0,91.0,Balance Sheet
Total Current Assets,,,,,,,1600.0,1672.0,1609.0,1466.0,Balance Sheet
Buildings,,,,,,,198.0,201.0,202.0,202.0,Balance Sheet
Land/Improvements,,,,,,,22.0,22.0,22.0,22.0,Balance Sheet
Machinery/Equipment,,,,,,,626.0,642.0,654.0,668.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,55.0,60.0,63.0,75.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,901.0,924.0,941.0,967.0,Balance Sheet
Accumulated Depreciation,,,,,,,-585.0,-601.0,-609.0,-615.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,316.0,324.0,333.0,351.0,Balance Sheet
"Goodwill, Net",,,,,,,1091.0,1092.0,1091.0,1084.0,Balance Sheet
Intangibles - Net,,,,,,,562.0,552.0,542.0,529.0,Balance Sheet
Other Long Term Assets,,,,,,,35.0,37.0,40.0,48.0,Balance Sheet
Total Assets,,,,,,,3606.0,3679.0,3616.0,3480.0,Balance Sheet
Accounts Payable,,,,,,,409.0,455.0,452.0,398.0,Balance Sheet
Accrued Expenses,,,,,,,286.0,289.0,293.0,318.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,122.0,18.0,Balance Sheet
Total Current Liabilities,,,,,,,695.0,744.0,867.0,734.0,Balance Sheet
Total Long Term Debt,,,,,,,495.0,495.0,495.0,495.0,Balance Sheet
Total Debt,,,,,,,495.0,495.0,617.0,513.0,Balance Sheet
Deferred Income Tax,,,,,,,101.0,101.0,100.0,102.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,53.0,52.0,51.0,41.0,Balance Sheet
Other LT Liabilities,,,,,,,190.0,184.0,184.0,196.0,Balance Sheet
"Other Liabilities, Total",,,,,,,242.0,236.0,235.0,238.0,Balance Sheet
Total Liabilities,,,,,,,1533.0,1575.0,1697.0,1568.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1005.0,1016.0,1025.0,1036.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2893.0,2964.0,3065.0,3176.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1717.0,-1773.0,-2069.0,-2175.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-52.0,-47.0,-49.0,-74.0,Balance Sheet
Other Equity,,,,,,,0.0,0.0,0.0,,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-57.0,-56.0,-54.0,-52.0,Balance Sheet
"Other Equity, Total",,,,,,,-109.0,-103.0,-104.0,-126.0,Balance Sheet
Total Equity,,,,,,,2073.0,2104.0,1919.0,1912.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3606.0,3679.0,3616.0,3480.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,35.0,35.0,33.0,32.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,19.0,19.0,21.0,22.0,Balance Sheet
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
Total Revenue,,,,,,,926.0,909.0,1061.0,1110.0,Income Statement
"Cost of Revenue, Total",,,,,,,540.0,530.0,616.0,648.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,271.0,279.0,302.0,313.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,-2.0,0.0,0.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,,-2.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,811.0,807.0,918.0,961.0,Income Statement
Total Operating Income,,,,,,,115.0,102.0,143.0,150.0,Income Statement
