,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,12.96,12.83,12.26,12.71,17.37,14.6,,,,,
low,12.02,8.47,8.85,6.64,11.77,9.9,,,,,
change,0.0121,-0.2806,0.34149999999999997,0.03,0.15480000000000002,-0.1932,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,207.0,164.0,155.0,147.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,185.0,227.0,227.0,234.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-4.0,-5.0,-5.0,-6.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,180.0,222.0,222.0,228.0,Balance Sheet
Other Receivables,,,,,,,10.0,11.0,12.0,2.0,Balance Sheet
"Total Receivables, Net",,,,,,,191.0,233.0,233.0,230.0,Balance Sheet
Invent. - Finished Goods,,,,,,,42.0,45.0,39.0,40.0,Balance Sheet
Invent. - Work In Progress,,,,,,,42.0,46.0,57.0,57.0,Balance Sheet
Invent. - Raw Materials,,,,,,,126.0,137.0,155.0,182.0,Balance Sheet
Total Inventory,,,,,,,210.0,229.0,251.0,279.0,Balance Sheet
Prepaid Expenses,,,,,,,14.0,13.0,15.0,15.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,7.0,8.0,5.0,10.0,Balance Sheet
Total Current Assets,,,,,,,628.0,647.0,659.0,680.0,Balance Sheet
Buildings,,,,,,,84.0,87.0,86.0,88.0,Balance Sheet
Land/Improvements,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Machinery/Equipment,,,,,,,436.0,446.0,448.0,456.0,Balance Sheet
Construction in Progress,,,,,,,92.0,93.0,99.0,105.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,26.0,26.0,27.0,26.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,644.0,657.0,665.0,680.0,Balance Sheet
Accumulated Depreciation,,,,,,,-331.0,-339.0,-346.0,-352.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,313.0,318.0,320.0,328.0,Balance Sheet
"Goodwill, Net",,,,,,,118.0,116.0,109.0,99.0,Balance Sheet
Intangibles - Net,,,,,,,387.0,379.0,369.0,361.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Other Long Term Assets,,,,,,,45.0,49.0,51.0,29.0,Balance Sheet
Total Assets,,,,,,,1494.0,1512.0,1510.0,1498.0,Balance Sheet
Accounts Payable,,,,,,,84.0,108.0,98.0,123.0,Balance Sheet
Accrued Expenses,,,,,,,40.0,50.0,53.0,59.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Customer Advances,,,,,,,7.0,8.0,8.0,8.0,Balance Sheet
Income Taxes Payable,,,,,,,11.0,2.0,5.0,8.0,Balance Sheet
