,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,28.96,16.57,,,,,
low,11.12,8.02,,,,,
change,-0.4112,-0.1613,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,113079.0,93938.0,46881.0,51836.0,Balance Sheet
Short Term Investments,,,,,40725.0,29868.0,Balance Sheet
Cash and Short Term Invs,,,113079.0,93938.0,87606.0,81704.0,Balance Sheet
"Trade Accts Recvble, Gross",,,9489.0,11358.0,10517.0,8725.0,Balance Sheet
Prov. for Doubtful Accts,,,-45.0,-44.0,-45.0,-45.0,Balance Sheet
"Total Receivables, Net",,,9444.0,11314.0,10472.0,8680.0,Balance Sheet
Total Inventory,,,9014.0,11373.0,13218.0,13063.0,Balance Sheet
Prepaid Expenses,,,9277.0,9841.0,8598.0,8297.0,Balance Sheet
Total Current Assets,,,140814.0,126466.0,119894.0,111744.0,Balance Sheet
Buildings,,,1571.0,2149.0,2041.0,3937.0,Balance Sheet
Machinery/Equipment,,,9496.0,9335.0,10435.0,11630.0,Balance Sheet
Other Prop./Plant/Equip.,,,4221.0,15077.0,18824.0,17484.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,15288.0,26561.0,31300.0,33051.0,Balance Sheet
Accumulated Depreciation,,,-5253.0,-5764.0,-6642.0,-7684.0,Balance Sheet
Prop./Plant/Equip. - Net,,,10035.0,20797.0,24658.0,25367.0,Balance Sheet
"Goodwill, Net",,,18262.0,18262.0,18262.0,18262.0,Balance Sheet
Intangibles - Gross,,,28022.0,28450.0,28938.0,29262.0,Balance Sheet
Accum. Intangible Amort.,,,-6872.0,-7490.0,-8139.0,-8820.0,Balance Sheet
Intangibles - Net,,,21150.0,20960.0,20799.0,20442.0,Balance Sheet
Other Long Term Assets,,,344.0,341.0,348.0,340.0,Balance Sheet
Total Assets,,,190907.0,187128.0,184263.0,176457.0,Balance Sheet
Accounts Payable,,,9435.0,11518.0,13372.0,8172.0,Balance Sheet
Accrued Expenses,,,12284.0,12441.0,13223.0,15746.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,272.0,383.0,578.0,593.0,Balance Sheet
Customer Advances,,,4484.0,4892.0,5315.0,5876.0,Balance Sheet
Other Current Liabilities,,,1207.0,2502.0,1295.0,1295.0,Balance Sheet
"Other Curr. Lblts, Total",,,5691.0,7394.0,6610.0,7171.0,Balance Sheet
Total Current Liabilities,,,27682.0,31736.0,33783.0,31682.0,Balance Sheet
Long Term Debt,,,32471.0,32576.0,42565.0,52714.0,Balance Sheet
Capital Lease Obligations,,,197.0,448.0,721.0,692.0,Balance Sheet
Total Long Term Debt,,,32668.0,33024.0,43286.0,53406.0,Balance Sheet
Total Debt,,,32940.0,33407.0,43864.0,53999.0,Balance Sheet
Deferred Income Tax,,,26.0,36.0,125.0,125.0,Balance Sheet
"Other Liabilities, Total",,,9180.0,15780.0,16219.0,16156.0,Balance Sheet
Total Liabilities,,,69556.0,80576.0,93413.0,101369.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,,,,Balance Sheet
Common Stock,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,217456.0,219056.0,220941.0,223025.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-96107.0,-112506.0,-130001.0,-147873.0,Balance Sheet
"Other Equity, Total",,,,,-92.0,-66.0,Balance Sheet
Total Equity,,,121351.0,106552.0,90850.0,75088.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,190907.0,187128.0,184263.0,176457.0,Balance Sheet
Ttl Comm. Shares Outs.,,,37424.0,37502.0,37767.0,37948.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,16158.0,16894.0,17894.0,18852.0,Income Statement
"Cost of Revenue, Total",,,5932.0,6798.0,7553.0,7945.0,Income Statement
Selling/Gen/Admin Expense,,,17940.0,16968.0,19212.0,15676.0,Income Statement
Labor & Related Expense,,,1106.0,1225.0,1378.0,4246.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,19046.0,18193.0,20590.0,19922.0,Income Statement
Research & Development,,,5563.0,5714.0,5598.0,5466.0,Income Statement
Depreciation,,,838.0,925.0,968.0,1400.0,Income Statement
Amortiz of Intangibles,,,536.0,618.0,649.0,681.0,Income Statement
Depreciation/Amortization,,,1374.0,1543.0,1617.0,2081.0,Income Statement
Unusual Expense (Income),,,0.0,,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,1023.0,200.0,-1156.0,91.0,Income Statement
Total Operating Expense,,,32938.0,32448.0,34202.0,35505.0,Income Statement
Total Operating Income,,,-16780.0,-15554.0,-16308.0,-16653.0,Income Statement
"Inter Expse,Net Non-Operat",,,-844.0,-749.0,-849.0,-1109.0,Income Statement
OtherNon-OperatInc (Expnse),,,-166.0,-74.0,-232.0,-89.0,Income Statement
"Other, Net",,,-166.0,-74.0,-232.0,-89.0,Income Statement
Income Before Tax,,,-17790.0,-16377.0,-17389.0,-17851.0,Income Statement
