,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.19,12.9,4.88,,,,,
low,9.43,4.28,1.57,,,,,
change,0.0111,-0.5571,-0.1317,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,307492.0,270872.0,242691.0,218499.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,8639.0,12263.0,21349.0,Balance Sheet
Prov. for Doubtful Accts,,,,,-50.0,-80.0,-150.0,Balance Sheet
"Total Receivables, Net",,,,7936.0,10037.0,15253.0,26490.0,Balance Sheet
Invent. - Finished Goods,,,,1840.0,6009.0,3884.0,4115.0,Balance Sheet
Invent. - Raw Materials,,,,1050.0,1172.0,2126.0,2617.0,Balance Sheet
Total Inventory,,,,2890.0,7181.0,6010.0,6732.0,Balance Sheet
Prepaid Expenses,,,,10757.0,17252.0,20920.0,20223.0,Balance Sheet
Restricted Cash - Current,,,,400.0,400.0,400.0,400.0,Balance Sheet
Other Current Assets,,,,1645.0,1477.0,2079.0,2413.0,Balance Sheet
"Other Curr. Assets, Total",,,,2045.0,1877.0,2479.0,2813.0,Balance Sheet
Total Current Assets,,,,331120.0,307219.0,287353.0,274757.0,Balance Sheet
Buildings,,,,491.0,538.0,538.0,542.0,Balance Sheet
Machinery/Equipment,,,,1754.0,2776.0,3852.0,4411.0,Balance Sheet
Construction in Progress,,,,0.0,,143.0,180.0,Balance Sheet
Other Prop./Plant/Equip.,,,,25022.0,28690.0,37516.0,43789.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,27267.0,32004.0,42049.0,48922.0,Balance Sheet
Accumulated Depreciation,,,,-3484.0,-4435.0,-5578.0,-6508.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,23783.0,27569.0,36471.0,42414.0,Balance Sheet
Note Rcvble - Long Term,,,,3418.0,3321.0,3159.0,1524.0,Balance Sheet
Other Long Term Assets,,,,4261.0,5514.0,5796.0,6652.0,Balance Sheet
Total Assets,,,,362857.0,343898.0,333054.0,325622.0,Balance Sheet
Accounts Payable,,,,6045.0,4645.0,9427.0,11139.0,Balance Sheet
Accrued Expenses,,,,9551.0,8207.0,8856.0,8632.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,2000.0,3000.0,4000.0,4000.0,Balance Sheet
"Other Curr. Lblts, Total",,,,6734.0,7433.0,10782.0,17210.0,Balance Sheet
Total Current Liabilities,,,,24330.0,23285.0,33065.0,40981.0,Balance Sheet
Total Long Term Debt,,,,7945.0,6950.0,5955.0,4959.0,Balance Sheet
Total Debt,,,,9945.0,9950.0,9955.0,8959.0,Balance Sheet
"Other Liabilities, Total",,,,40308.0,33515.0,33828.0,31301.0,Balance Sheet
Total Liabilities,,,,72583.0,63750.0,72848.0,77241.0,Balance Sheet
