,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,155.29,197.08,224.91,225.36,232.64,256.94,,,,,
low,141.71,143.68,161.05,131.8,177.51,166.58,,,,,
change,0.0253,0.2874,0.0765,-0.09480000000000001,0.2477,-0.23620000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,2835.0,2046.0,1880.0,2130.0,Balance Sheet
Short Term Investments,,,,,,,115.0,110.0,95.0,91.0,Balance Sheet
Cash and Short Term Invs,,,,,,,2950.0,2155.0,1975.0,2221.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,440.0,614.0,588.0,588.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-6.0,-5.0,-6.0,-7.0,Balance Sheet
"Total Receivables, Net",,,,,,,435.0,609.0,582.0,580.0,Balance Sheet
Restricted Cash - Current,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Other Current Assets,,,,,,,158373.0,168235.0,138889.0,140447.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,158377.0,168240.0,138894.0,140451.0,Balance Sheet
Total Current Assets,,,,,,,161762.0,171004.0,141451.0,143253.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1545.0,1564.0,1579.0,1577.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1040.0,-1071.0,-1097.0,-1111.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,931.0,911.0,887.0,861.0,Balance Sheet
"Goodwill, Net",,,,,,,10528.0,10516.0,10484.0,10447.0,Balance Sheet
Intangibles - Gross,,,,,,,23725.0,22475.0,22443.0,22410.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3017.0,-1836.0,-1886.0,-1932.0,Balance Sheet
Intangibles - Net,,,,,,,20707.0,20639.0,20557.0,20478.0,Balance Sheet
Other Long Term Assets,,,,,,,2852.0,2848.0,3291.0,3392.0,Balance Sheet
Total Assets,,,,,,,196780.0,205918.0,176671.0,178432.0,Balance Sheet
Accounts Payable,,,,,,,49.0,81.0,81.0,95.0,Balance Sheet
Accrued Expenses,,,,,,,47.0,47.0,49.0,49.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,757.0,8.0,8.0,23.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,159545.0,168322.0,138863.0,140406.0,Balance Sheet
Total Current Liabilities,,,,,,,160398.0,168459.0,139000.0,140573.0,Balance Sheet
Long Term Debt,,,,,,,2696.0,3437.0,3437.0,3422.0,Balance Sheet
Capital Lease Obligations,,,,,,,76.0,74.0,72.0,70.0,Balance Sheet
Total Long Term Debt,,,,,,,2772.0,3511.0,3509.0,3492.0,Balance Sheet
Total Debt,,,,,,,3529.0,3519.0,3517.0,3514.0,Balance Sheet
Deferred Income Tax,,,,,,,5390.0,5382.0,5363.0,5352.0,Balance Sheet
Minority Interest,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,821.0,830.0,798.0,765.0,Balance Sheet
Total Liabilities,,,,,,,169381.0,178181.0,148670.0,150181.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,,,Balance Sheet
Common Stock,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Additional Paid-In Capital,,,,,,,22190.0,22206.0,22232.0,22235.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,5152.0,5499.0,5798.0,6112.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,1.0,0.0,-1.0,-1.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,21.0,-2.0,-60.0,-127.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-35.0,-37.0,-37.0,-37.0,Balance Sheet
Other Comprehensive Income,,,,,,,66.0,67.0,66.0,65.0,Balance Sheet
"Other Equity, Total",,,,,,,52.0,28.0,-31.0,-99.0,Balance Sheet
Total Equity,,,,,,,27399.0,27737.0,28002.0,28251.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,196780.0,205918.0,176671.0,178432.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,359.0,359.0,359.0,359.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 4,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,359.0,359.0,359.0,359.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 4,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1147.0,1347.0,1237.0,1228.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,154.0,173.0,175.0,180.0,Income Statement
Labor & Related Expense,,,,,,,202.0,185.0,185.0,190.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,355.0,359.0,361.0,369.0,Income Statement
Depreciation,,,,,,,36.0,34.0,33.0,35.0,Income Statement
Amortiz of Intangibles,,,,,,,59.0,58.0,57.0,56.0,Income Statement
Depreciation/Amortization,,,,,,,95.0,92.0,90.0,90.0,Income Statement
Unusual Expense (Income),,,,,,,-57.0,,,,Income Statement
"Other Operat Expse, Total",,,,,,,66.0,37.0,37.0,30.0,Income Statement
Total Operating Expense,,,,,,,458.0,488.0,488.0,489.0,Income Statement
Total Operating Income,,,,,,,689.0,859.0,750.0,739.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-42.0,-43.0,-40.0,-40.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,135.0,146.0,374.0,763.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,,30.0,,,,Income Statement
"Other, Net",,,,,,,-13.0,-47.0,-217.0,-581.0,Income Statement
Income Before Tax,,,,,,,799.0,916.0,867.0,880.0,Income Statement
Income Tax - Total,,,,,,,174.0,205.0,204.0,200.0,Income Statement
Income After Tax,,,,,,,625.0,711.0,663.0,680.0,Income Statement
Minority Interest,,,,,,,1.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,,626.0,711.0,663.0,680.0,Income Statement
Total Net Income,,,,,,,626.0,711.0,663.0,680.0,Income Statement
Preferred Dividends,,,,,,,-19.0,-5.0,-5.0,-5.0,Income Statement
