,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,27.44,16.01,,,,,
low,14.58,5.86,,,,,
change,-0.3761,-0.4305,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,563.0,295.0,363.0,411.0,Balance Sheet
Short Term Investments,,,,229.0,148.0,97.0,Balance Sheet
Cash and Short Term Invs,,,563.0,524.0,511.0,508.0,Balance Sheet
"Trade Accts Recvble, Gross",,,33.0,37.0,38.0,42.0,Balance Sheet
Prov. for Doubtful Accts,,,-2.0,-2.0,-2.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,31.0,34.0,36.0,40.0,Balance Sheet
Other Receivables,,,12.0,13.0,14.0,13.0,Balance Sheet
"Total Receivables, Net",,,42.0,47.0,51.0,53.0,Balance Sheet
Prepaid Expenses,,,10.0,14.0,13.0,13.0,Balance Sheet
"Other Curr. Assets, Total",,,1242.0,932.0,1024.0,928.0,Balance Sheet
Total Current Assets,,,1858.0,1516.0,1599.0,1502.0,Balance Sheet
Buildings,,,8.0,,,,Balance Sheet
Land/Improvements,,,37.0,,,,Balance Sheet
Machinery/Equipment,,,18.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,80.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,144.0,,,,Balance Sheet
Accumulated Depreciation,,,-34.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,110.0,111.0,112.0,110.0,Balance Sheet
"Goodwill, Net",,,166.0,166.0,166.0,166.0,Balance Sheet
Intangibles - Gross,,,193.0,205.0,210.0,214.0,Balance Sheet
Accum. Intangible Amort.,,,-93.0,-99.0,-105.0,-112.0,Balance Sheet
Intangibles - Net,,,100.0,106.0,104.0,102.0,Balance Sheet
Other Long Term Assets,,,4.0,4.0,5.0,5.0,Balance Sheet
Total Assets,,,2266.0,1932.0,2012.0,1913.0,Balance Sheet
Accounts Payable,,,17.0,16.0,14.0,17.0,Balance Sheet
Accrued Expenses,,,57.0,53.0,58.0,68.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,5.0,5.0,5.0,5.0,Balance Sheet
Customer Advances,,,10.0,10.0,11.0,11.0,Balance Sheet
Other Current Liabilities,,,1243.0,933.0,1024.0,928.0,Balance Sheet
"Other Curr. Lblts, Total",,,1253.0,943.0,1034.0,939.0,Balance Sheet
Total Current Liabilities,,,1332.0,1016.0,1112.0,1029.0,Balance Sheet
Long Term Debt,,,120.0,121.0,123.0,123.0,Balance Sheet
Capital Lease Obligations,,,61.0,61.0,62.0,62.0,Balance Sheet
Total Long Term Debt,,,181.0,183.0,185.0,185.0,Balance Sheet
Total Debt,,,187.0,188.0,190.0,190.0,Balance Sheet
"Other Liabilities, Total",,,30.0,28.0,27.0,26.0,Balance Sheet
Total Liabilities,,,1543.0,1227.0,1324.0,1240.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,1595.0,1602.0,1612.0,1621.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-872.0,-898.0,-923.0,-949.0,Balance Sheet
Total Equity,,,723.0,705.0,689.0,672.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2266.0,1932.0,2012.0,1913.0,Balance Sheet
Ttl Comm. Shares Outs.,,,197.0,198.0,198.0,198.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,69265.0,71203.0,76561.0,82411.0,Income Statement
"Cost of Revenue, Total",,,28747.0,27807.0,28979.0,29890.0,Income Statement
Selling/Gen/Admin Expense,,,58523.0,32021.0,35563.0,39366.0,Income Statement
Labor & Related Expense,,,11559.0,3906.0,4859.0,4917.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,70082.0,35927.0,40422.0,44283.0,Income Statement
Research & Development,,,21922.0,20072.0,20107.0,21997.0,Income Statement
Depreciation,,,1596.0,7718.0,8301.0,8365.0,Income Statement
Amortiz of Intangibles,,,6808.0,,,,Income Statement
