,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,60.11,81.0,66.0,14.32,69.29,186.98,,,,,
low,57.49,60.76,5.7,1.93,10.52,55.98,,,,,
change,0.0329,0.062000000000000006,-0.8606999999999999,0.2619,4.3789,1.7572999999999999,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,81.0,159.0,162.0,404.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,490.0,637.0,722.0,488.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,-1.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,489.0,636.0,722.0,487.0,Balance Sheet
Invent. - Finished Goods,,,,,,,81.0,99.0,96.0,101.0,Balance Sheet
Invent. - Raw Materials,,,,,,,48.0,63.0,71.0,78.0,Balance Sheet
Total Inventory,,,,,,,129.0,162.0,167.0,179.0,Balance Sheet
Prepaid Expenses,,,,,,,48.0,57.0,48.0,58.0,Balance Sheet
Restricted Cash - Current,,,,,,,,,10.0,19.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,0.0,10.0,19.0,Balance Sheet
Total Current Assets,,,,,,,748.0,1015.0,1109.0,1147.0,Balance Sheet
Machinery/Equipment,,,,,,,497.0,497.0,497.0,497.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,806.0,832.0,870.0,901.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1303.0,1329.0,1367.0,1399.0,Balance Sheet
Accumulated Depreciation,,,,,,,-496.0,-523.0,-545.0,-571.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,807.0,806.0,822.0,828.0,Balance Sheet
Intangibles - Gross,,,,,,,108.0,108.0,108.0,109.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-34.0,-40.0,-46.0,-50.0,Balance Sheet
Intangibles - Net,,,,,,,74.0,68.0,63.0,59.0,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,9.0,9.0,9.0,9.0,Balance Sheet
Restricted Cash - LT,,,,,,,89.0,118.0,120.0,124.0,Balance Sheet
Other Long Term Assets,,,,,,,131.0,97.0,95.0,93.0,Balance Sheet
Total Assets,,,,,,,1858.0,2113.0,2216.0,2260.0,Balance Sheet
Accounts Payable,,,,,,,90.0,109.0,101.0,102.0,Balance Sheet
Accrued Expenses,,,,,,,175.0,223.0,137.0,139.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,3.0,2.0,2.0,2.0,Balance Sheet
Dividends Payable,,,,,,,,,7.0,7.0,Balance Sheet
Discontinued Operations,,,,,,,6.0,5.0,6.0,4.0,Balance Sheet
Other Current Liabilities,,,,,,,22.0,21.0,92.0,89.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,28.0,26.0,105.0,99.0,Balance Sheet
Total Current Liabilities,,,,,,,296.0,361.0,345.0,341.0,Balance Sheet
Total Long Term Debt,,,,,,,446.0,249.0,3.0,3.0,Balance Sheet
Total Debt,,,,,,,449.0,251.0,5.0,5.0,Balance Sheet
Deferred Income Tax,,,,,,,0.0,5.0,13.0,12.0,Balance Sheet
Reserves,,,,,,,132.0,134.0,134.0,135.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,368.0,360.0,358.0,353.0,Balance Sheet
Other LT Liabilities,,,,,,,45.0,51.0,20.0,21.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,24.0,23.0,23.0,23.0,Balance Sheet
"Other Liabilities, Total",,,,,,,569.0,568.0,535.0,532.0,Balance Sheet
Total Liabilities,,,,,,,1311.0,1183.0,897.0,888.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
