,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,173.36,195.97,193.56,90.58,98.39,45.74,,,,,
low,88.03,79.88,56.5,25.01,36.13,27.36,,,,,
change,0.7197,-0.41880000000000006,-0.22690000000000002,0.1895,-0.5091,-0.1027,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,294.0,179.0,207.0,200.0,Balance Sheet
Short Term Investments,,,,,,,1448.0,1447.0,1307.0,1194.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1742.0,1625.0,1514.0,1394.0,Balance Sheet
"Total Receivables, Net",,,,,,,19.0,20.0,24.0,18.0,Balance Sheet
Prepaid Expenses,,,,,,,40.0,37.0,41.0,53.0,Balance Sheet
Total Current Assets,,,,,,,1801.0,1682.0,1579.0,1465.0,Balance Sheet
Buildings,,,,,,,5.0,5.0,,,Balance Sheet
Machinery/Equipment,,,,,,,1.0,1.0,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,17.0,16.0,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,24.0,23.0,,,Balance Sheet
Accumulated Depreciation,,,,,,,-5.0,-5.0,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,19.0,18.0,16.0,15.0,Balance Sheet
Other Long Term Assets,,,,,,,4.0,5.0,5.0,5.0,Balance Sheet
Total Assets,,,,,,,1825.0,1706.0,1601.0,1486.0,Balance Sheet
Accounts Payable,,,,,,,10.0,7.0,5.0,7.0,Balance Sheet
Accrued Expenses,,,,,,,27.0,15.0,23.0,28.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,48.0,55.0,61.0,64.0,Balance Sheet
Total Current Liabilities,,,,,,,85.0,78.0,89.0,100.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,11.0,9.0,8.0,6.0,Balance Sheet
Total Liabilities,,,,,,,96.0,87.0,97.0,106.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,,0.0,,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3227.0,3248.0,3262.0,3276.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1495.0,-1617.0,-1744.0,-1881.0,Balance Sheet
Treasury Stock - Common,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-3.0,-11.0,-14.0,-15.0,Balance Sheet
Total Equity,,,,,,,1729.0,1619.0,1504.0,1380.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1825.0,1706.0,1601.0,1486.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,59.0,59.0,59.0,59.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1642.0,1582.0,1501.0,1739.0,Income Statement
"Cost of Revenue, Total",,,,,,,87.0,286.0,200.0,184.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,40099.0,18272.0,23895.0,30950.0,Income Statement
Labor & Related Expense,,,,,,,11500.0,28205.0,28516.0,30532.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,51599.0,46477.0,52411.0,61482.0,Income Statement
Research & Development,,,,,,,75443.0,78018.0,77297.0,81553.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,127129.0,124781.0,129908.0,143219.0,Income Statement
Total Operating Income,,,,,,,-125487.0,-123199.0,-128407.0,-141480.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,751.0,1168.0,2102.0,4127.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,24.0,-24.0,45.0,30.0,Income Statement
"Other, Net",,,,,,,24.0,-24.0,45.0,30.0,Income Statement
Income Before Tax,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Income After Tax,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Net Inc Before Extra Items,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Total Net Income,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,58900.0,59029.0,59266.0,59428.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-2.12,-2.07,-2.13,-2.31,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-2.12,-2.07,-2.13,-2.31,Income Statement
Diluted Weighted Average Shares,,,,,,,58900.0,59029.0,59266.0,59428.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-2.12,-2.07,-2.13,-2.31,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-2.12,-2.07,-2.13,-2.31,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,333.0,275.0,279.0,278.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,0.0,,,,Income Statement
Normalized Income After Tax,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-124712.0,-122055.0,-126260.0,-137323.0,Income Statement
Basic Normalized EPS,,,,,,,-2.12,-2.07,-2.13,-2.31,Income Statement
Diluted Normalized EPS,,,,,,,-2.12,-2.07,-2.13,-2.31,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-458.0,-122.0,-248.0,-386.0,Cash Flow
Depreciation/Depletion,,,,,,,4.0,0.0,1.0,1.0,Cash Flow
Non-Cash Items,,,,,,,94.0,21.0,38.0,52.0,Cash Flow
Accounts Receivable,,,,,,,-19.0,-1.0,-5.0,0.0,Cash Flow
Prepaid Expenses,,,,,,,-17.0,3.0,-2.0,-13.0,Cash Flow
Other Assets,,,,,,,4.0,1.0,2.0,3.0,Cash Flow
