,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,17.93,4.06,,,,,
low,3.07,0.8,,,,,
change,-0.7976000000000001,-0.7201000000000001,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,1061.0,1506.0,1428.0,1606.0,Balance Sheet
"Total Receivables, Net",,,,639.0,396.0,235.0,Balance Sheet
Prepaid Expenses,,,292.0,315.0,358.0,377.0,Balance Sheet
Prop./Plant/Equip. - Net,,,38.0,41.0,48.0,48.0,Balance Sheet
"Goodwill, Net",,,835.0,835.0,835.0,761.0,Balance Sheet
Intangibles - Gross,,,380.0,373.0,373.0,314.0,Balance Sheet
Accum. Intangible Amort.,,,-37.0,-46.0,-57.0,-51.0,Balance Sheet
Intangibles - Net,,,344.0,327.0,316.0,263.0,Balance Sheet
Long Term Investments,,,675.0,733.0,862.0,866.0,Balance Sheet
Insurance Receivables,,,113.0,143.0,145.0,120.0,Balance Sheet
Restricted Cash - LT,,,194.0,692.0,834.0,300.0,Balance Sheet
Other Assets,,,46.0,43.0,39.0,36.0,Balance Sheet
"Other Assets, Total",,,46.0,43.0,39.0,36.0,Balance Sheet
Total Assets,,,3598.0,5275.0,5261.0,4612.0,Balance Sheet
Accounts Payable,,,118.0,128.0,121.0,111.0,Balance Sheet
Policy Liabilities,,,871.0,1190.0,1107.0,1171.0,Balance Sheet
Unearned Prem. Or Rev.,,,53.0,35.0,57.0,196.0,Balance Sheet
Notes Payable/ST Debt,,,155.0,0.0,0.0,304.0,Balance Sheet
"Other Curr. Lblts, Total",,,931.0,1285.0,1848.0,1309.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,155.0,0.0,0.0,304.0,Balance Sheet
Minority Interest,,,128.0,143.0,164.0,211.0,Balance Sheet
"Other Liabilities, Total",,,249.0,824.0,592.0,389.0,Balance Sheet
Total Liabilities,,,2453.0,3571.0,3832.0,3496.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,747.0,747.0,747.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,2861.0,2894.0,2915.0,2940.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-1701.0,-1896.0,-2171.0,-2477.0,Balance Sheet
Treasury Stock - Common,,,-12.0,-12.0,-12.0,-12.0,Balance Sheet
Unrealized Gain (Loss),,,-3.0,-30.0,-50.0,-82.0,Balance Sheet
Total Equity,,,1145.0,1704.0,1429.0,1117.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,3598.0,5275.0,5261.0,4612.0,Balance Sheet
Ttl Comm. Shares Outs.,,,626.0,626.0,627.0,627.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Net Premiums Earned,,,980.0,1680.0,1437.0,1463.0,Income Statement
Other Insurance Revenue,,,11.0,195.0,150.0,158.0,Income Statement
Total Premiums Earned,,,991.0,1876.0,1587.0,1621.0,Income Statement
Net Investment Income,,,-29.0,-40.0,-11.0,12.0,Income Statement
Total Revenue,,,962.0,1836.0,1577.0,1632.0,Income Statement
"Losses,Benies& Adjmts,Total",,,1314.0,1581.0,1398.0,1457.0,Income Statement
Selling/Gen/Admin Expense,,,161.0,199.0,189.0,190.0,Income Statement
Labor & Related Expense,,,114.0,132.0,105.0,110.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,275.0,331.0,294.0,300.0,Income Statement
Depreciation,,,2.0,3.0,3.0,4.0,Income Statement
Amortiz of Intangibles,,,8.0,11.0,10.0,10.0,Income Statement
Depreciation/Amortization,,,10.0,13.0,13.0,14.0,Income Statement
Impair-Assets Held for Use,,,,,,117.0,Income Statement
Other Unusual Expnse (In),,,1.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,1.0,0.0,0.0,117.0,Income Statement
"Other Operat Expse, Total",,,184.0,87.0,119.0,-2.0,Income Statement
Total Operating Expense,,,1782.0,2013.0,1825.0,1885.0,Income Statement
Total Operating Income,,,-820.0,-177.0,-248.0,-253.0,Income Statement
"Inter Expse,Net Non-Operat",,,-2.0,-1.0,0.0,-5.0,Income Statement
OtherNon-OperatInc (Expnse),,,0.0,1.0,0.0,0.0,Income Statement
"Other, Net",,,0.0,1.0,0.0,0.0,Income Statement
Income Before Tax,,,-822.0,-177.0,-248.0,-258.0,Income Statement
Income Tax - Total,,,-8.0,3.0,3.0,2.0,Income Statement
Income After Tax,,,-813.0,-181.0,-251.0,-259.0,Income Statement
Minority Interest,,,-1.0,-15.0,-23.0,-47.0,Income Statement
Net Inc Before Extra Items,,,-815.0,-195.0,-275.0,-306.0,Income Statement
Total Net Income,,,-815.0,-195.0,-275.0,-306.0,Income Statement
Total Adjust to Net Income,,,,-9.0,-9.0,-10.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-815.0,-204.0,-284.0,-316.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-815.0,-204.0,-284.0,-316.0,Income Statement
Basic/Primary Weighted Average Shares,,,632.0,629.0,629.0,630.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-1.29,-0.32,-0.45,-0.5,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-1.29,-0.32,-0.45,-0.5,Income Statement
Diluted Weighted Average Shares,,,632.0,629.0,629.0,630.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-1.29,-0.32,-0.45,-0.5,Income Statement
Diluted EPS Incl. Extra. Items,,,-1.29,-0.32,-0.45,-0.5,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,2.0,1.0,0.0,5.0,Income Statement
"Depreciat/Amort, Suppl",,,2.0,3.0,3.0,4.0,Income Statement
Total Special Items,,,1.0,14.0,4.0,120.0,Income Statement
Normalzd Income Before Tax,,,-821.0,-163.0,-245.0,-138.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,5.0,1.0,42.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-8.0,8.0,4.0,44.0,Income Statement
Normalized Income After Tax,,,-813.0,-171.0,-249.0,-182.0,Income Statement
Normalzd Inc Avail to Common,,,-814.0,-195.0,-282.0,-238.0,Income Statement
Basic Normalized EPS,,,-1.29,-0.31,-0.45,-0.38,Income Statement
Diluted Normalized EPS,,,-1.29,-0.31,-0.45,-0.38,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-1185.0,-181.0,-432.0,-691.0,Cash Flow
Depreciation/Depletion,,,35.0,13.0,26.0,40.0,Cash Flow
Deferred Taxes,,,-26.0,1.0,1.0,2.0,Cash Flow
Unusual Items,,,-80.0,7.0,7.0,123.0,Cash Flow
Equity in Net Earnings/Loss,,,,41.0,57.0,59.0,Cash Flow
Other Non-Cash Items,,,89.0,35.0,58.0,87.0,Cash Flow
Non-Cash Items,,,8.0,83.0,122.0,269.0,Cash Flow
"Cash Interest Pd, Suppl",,,5.0,1.0,1.0,3.0,Cash Flow
Accounts Receivable,,,-33.0,-29.0,-31.0,-7.0,Cash Flow
Other Assets,,,-143.0,-661.0,-457.0,-312.0,Cash Flow
Accounts Payable,,,742.0,354.0,917.0,378.0,Cash Flow
Payable/Accrued,,,193.0,52.0,35.0,-21.0,Cash Flow
Changes in Working Capital,,,1249.0,569.0,1010.0,492.0,Cash Flow
Total Cash from Operations,,,82.0,485.0,727.0,112.0,Cash Flow
Capital Expenditures,,,-30.0,-5.0,-15.0,-22.0,Cash Flow
Acquisition of Business,,,-432.0,0.0,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,927.0,155.0,205.0,981.0,Cash Flow
Purchase of Investments,,,-1018.0,-782.0,-1141.0,-1422.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-522.0,-628.0,-936.0,-442.0,Cash Flow
Total Cash from Investing,,,-553.0,-633.0,-952.0,-463.0,Cash Flow
Financing Cash Flow Items,,,-10.0,0.0,-2.0,-2.0,Cash Flow
"Common Stock, Net",,,899.0,0.0,1.0,1.0,Cash Flow
"Preferred Stock, Net",,,0.0,747.0,747.0,747.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,899.0,748.0,748.0,749.0,Cash Flow
Short Term Debt Issued,,,355.0,0.0,0.0,304.0,Cash Flow
Short Term Debt Reduction,,,-200.0,-155.0,-155.0,-155.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,155.0,-155.0,-155.0,149.0,Cash Flow
Total Cash From Financing,,,1044.0,593.0,591.0,896.0,Cash Flow
Net Change in Cash,,,573.0,444.0,366.0,544.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,488.0,1061.0,1061.0,1061.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1061.0,1506.0,1428.0,1606.0,Cash Flow
"Depreciation, Supplemental",,,35.0,13.0,26.0,40.0,Cash Flow
Free Cash Flow,,,52.0,480.0,712.0,90.0,
FCF Growth,,,,8.23076923076923,0.4833333333333334,-0.8735955056179775,
