,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,24.0,35.99,19.0,70.0,202.73,119.65,,,,,
low,16.33,11.03,10.26,9.18,43.86,37.08,,,,,
change,-0.11019999999999999,-0.29460000000000003,0.0989,2.6782,1.1243,-0.58,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,123.0,133.0,148.0,141.0,Balance Sheet
Short Term Investments,,,,,,,625.0,722.0,726.0,687.0,Balance Sheet
Cash and Short Term Invs,,,,,,,749.0,855.0,874.0,828.0,Balance Sheet
"Total Receivables, Net",,,,,,,2.0,2.0,3.0,4.0,Balance Sheet
Prepaid Expenses,,,,,,,19.0,18.0,18.0,27.0,Balance Sheet
Total Current Assets,,,,,,,769.0,875.0,895.0,859.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,100.0,100.0,100.0,128.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,58.0,52.0,46.0,40.0,Balance Sheet
LT Investments - Other,,,,,,,337.0,139.0,33.0,21.0,Balance Sheet
Long Term Investments,,,,,,,395.0,192.0,78.0,61.0,Balance Sheet
Other Long Term Assets,,,,,,,30.0,35.0,37.0,37.0,Balance Sheet
Total Assets,,,,,,,1294.0,1203.0,1110.0,1084.0,Balance Sheet
Accounts Payable,,,,,,,10.0,10.0,8.0,4.0,Balance Sheet
Accrued Expenses,,,,,,,52.0,52.0,54.0,72.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,64.0,64.0,62.0,55.0,Balance Sheet
Total Current Liabilities,,,,,,,126.0,126.0,124.0,131.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,128.0,123.0,106.0,128.0,Balance Sheet
Total Liabilities,,,,,,,254.0,249.0,230.0,260.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1746.0,1812.0,1841.0,1898.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-703.0,-850.0,-951.0,-1064.0,Balance Sheet
"Other Equity, Total",,,,,,,-3.0,-8.0,-10.0,-9.0,Balance Sheet
Total Equity,,,,,,,1040.0,954.0,881.0,825.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1294.0,1203.0,1110.0,1084.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,74.0,76.0,76.0,77.0,Balance Sheet
