,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,30.85,32.36,29.47,31.25,30.8,31.16,,,,,
low,28.14,21.19,22.13,13.56,23.14,21.21,,,,,
change,0.0348,-0.2359,0.2995,-0.1858,0.1469,-0.0322,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,247.0,274.0,280.0,291.0,Balance Sheet
Interest-Earning Deposits,,,,,,,1012.0,1352.0,1254.0,658.0,Balance Sheet
Other Short Trm Invest.,,,,,,,44.0,54.0,0.0,0.0,Balance Sheet
Securities Held,,,,,,,2080.0,2010.0,1045.0,739.0,Balance Sheet
Securities for Sale,,,,,,,6304.0,5998.0,7016.0,6957.0,Balance Sheet
Total Invest. Securities,,,,,,,8384.0,8008.0,8061.0,7695.0,Balance Sheet
Loans Held for Sale,,,,,,,1.0,0.0,0.0,0.0,Balance Sheet
Other Earning Assets,,,,,,,472.0,471.0,471.0,470.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,9912.0,9886.0,9786.0,8823.0,Balance Sheet
Total Gross Loans,,,,,,,12962.0,12892.0,13263.0,13700.0,Balance Sheet
Loan Loss Allowances,,,,,,,-157.0,-150.0,-149.0,-148.0,Balance Sheet
Net Loans,,,,,,,12805.0,12741.0,13114.0,13552.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,318.0,316.0,310.0,299.0,Balance Sheet
"Goodwill, Net",,,,,,,995.0,995.0,995.0,995.0,Balance Sheet
Intangibles - Gross,,,,,,,69.0,69.0,69.0,69.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-61.0,-62.0,-62.0,-62.0,Balance Sheet
Intangibles - Net,,,,,,,8.0,8.0,7.0,7.0,Balance Sheet
Interest Receivable,,,,,,,63.0,62.0,63.0,69.0,Balance Sheet
Other Real Estate Owned,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Assets,,,,,,,643.0,761.0,822.0,833.0,Balance Sheet
"Other Assets, Total",,,,,,,707.0,822.0,886.0,902.0,Balance Sheet
Total Assets,,,,,,,24992.0,25043.0,25378.0,24870.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,9394.0,9766.0,9611.0,9317.0,Balance Sheet
Interest Bearing Deposits,,,,,,,12422.0,12505.0,12991.0,12775.0,Balance Sheet
