,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.68,46.7,37.82,124.72,158.25,135.11,,,,,
low,28.16,22.38,20.84,22.48,69.74,40.77,,,,,
change,-0.050300000000000004,-0.1319,0.49060000000000004,2.1453,0.09140000000000001,-0.6189,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,87.0,122.0,102.0,86.0,Balance Sheet
Short Term Investments,,,,,,,126.0,137.0,141.0,97.0,Balance Sheet
Cash and Short Term Invs,,,,,,,213.0,259.0,243.0,183.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,,189.0,205.0,224.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,165.0,189.0,204.0,224.0,Balance Sheet
Prepaid Expenses,,,,,,,12.0,14.0,15.0,15.0,Balance Sheet
Total Current Assets,,,,,,,391.0,463.0,463.0,422.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,78.0,80.0,83.0,87.0,Balance Sheet
"Goodwill, Net",,,,,,,33.0,32.0,29.0,30.0,Balance Sheet
Intangibles - Net,,,,,,,23.0,21.0,20.0,19.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,1.0,,,,Balance Sheet
LT Investments - Other,,,,,,,7.0,7.0,8.0,55.0,Balance Sheet
Long Term Investments,,,,,,,8.0,7.0,8.0,55.0,Balance Sheet
Other Long Term Assets,,,,,,,17.0,18.0,19.0,22.0,Balance Sheet
Total Assets,,,,,,,563.0,635.0,635.0,648.0,Balance Sheet
Accounts Payable,,,,,,,9.0,6.0,6.0,8.0,Balance Sheet
Accrued Expenses,,,,,,,28.0,30.0,31.0,31.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,1.0,1.0,1.0,Balance Sheet
Customer Advances,,,,,,,147.0,171.0,185.0,203.0,Balance Sheet
Other Current Liabilities,,,,,,,40.0,39.0,37.0,40.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,187.0,210.0,222.0,242.0,Balance Sheet
Total Current Liabilities,,,,,,,224.0,246.0,260.0,281.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,54.0,54.0,54.0,Balance Sheet
Total Debt,,,,,,,0.0,54.0,54.0,54.0,Balance Sheet
Deferred Income Tax,,,,,,,3.0,3.0,2.0,3.0,Balance Sheet
"Other Liabilities, Total",,,,,,,4.0,4.0,4.0,5.0,Balance Sheet
Total Liabilities,,,,,,,230.0,306.0,320.0,342.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,467.0,473.0,482.0,491.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-127.0,-136.0,-149.0,-162.0,Balance Sheet
Treasury Stock - Common,,,,,,,-11.0,-11.0,-17.0,-17.0,Balance Sheet
