,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,263.63,363.2,454.31,487.95,710.86,855.19,,,,,
low,226.25,217.64,329.86,251.52,424.03,562.9,,,,,
change,0.05740000000000001,0.4267,0.305,0.032100000000000004,0.5548,0.2163,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,362.0,192.0,254.0,67.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,273.0,305.0,331.0,338.0,Balance Sheet
Other Receivables,,,,,,,113.0,99.0,123.0,136.0,Balance Sheet
"Total Receivables, Net",,,,,,,386.0,404.0,454.0,474.0,Balance Sheet
Total Inventory,,,,,,,3686.0,3846.0,4005.0,4138.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,70.0,82.0,87.0,82.0,Balance Sheet
Total Current Assets,,,,,,,4504.0,4523.0,4800.0,4761.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,6948.0,7047.0,7161.0,7292.0,Balance Sheet
Accumulated Depreciation,,,,,,,-2735.0,-2810.0,-2878.0,-2948.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,6196.0,6213.0,6248.0,6453.0,Balance Sheet
"Goodwill, Net",,,,,,,879.0,882.0,881.0,881.0,Balance Sheet
Long Term Investments,,,,,,,52.0,53.0,47.0,46.0,Balance Sheet
Other Long Term Assets,,,,,,,87.0,89.0,91.0,97.0,Balance Sheet
Total Assets,,,,,,,11719.0,11760.0,12068.0,12238.0,Balance Sheet
Accounts Payable,,,,,,,4695.0,4943.0,5259.0,5574.0,Balance Sheet
Accrued Expenses,,,,,,,680.0,568.0,597.0,637.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,128.0,2.0,64.0,Balance Sheet
Other Current Liabilities,,,,,,,499.0,531.0,555.0,566.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,499.0,660.0,557.0,630.0,Balance Sheet
Total Current Liabilities,,,,,,,5875.0,6171.0,6413.0,6841.0,Balance Sheet
Total Long Term Debt,,,,,,,3827.0,3828.0,4670.0,4371.0,Balance Sheet
Total Debt,,,,,,,3827.0,3828.0,4670.0,4371.0,Balance Sheet
Deferred Income Tax,,,,,,,175.0,181.0,204.0,218.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1908.0,1909.0,1888.0,2013.0,Balance Sheet
Total Liabilities,,,,,,,11785.0,12089.0,13175.0,13443.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,,,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1306.0,1309.0,1287.0,1293.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1366.0,-1636.0,-2391.0,-2495.0,Balance Sheet
"Other Equity, Total",,,,,,,-7.0,-2.0,-4.0,-4.0,Balance Sheet
Total Equity,,,,,,,-66.0,-328.0,-1107.0,-1205.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,11719.0,11760.0,12068.0,12238.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,67.0,66.0,64.0,63.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,3291.0,3296.0,3671.0,3799.0,Income Statement
"Cost of Revenue, Total",,,,,,,1557.0,1588.0,1786.0,1864.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,1059.0,1039.0,1086.0,1131.0,Income Statement
Total Operating Expense,,,,,,,2616.0,2626.0,2872.0,2994.0,Income Statement
Total Operating Income,,,,,,,676.0,670.0,799.0,804.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-35.0,-35.0,-37.0,-43.0,Income Statement
"Inter Income, Non-Operating",,,,,,,0.0,1.0,1.0,1.0,Income Statement
"Invest Income, Non-Operat",,,,,,,2.0,2.0,3.0,2.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,2.0,2.0,3.0,3.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,1.0,-3.0,-7.0,-3.0,Income Statement
"Other, Net",,,,,,,1.0,-3.0,-7.0,-3.0,Income Statement
Income Before Tax,,,,,,,644.0,633.0,757.0,762.0,Income Statement
Income Tax - Total,,,,,,,125.0,151.0,181.0,176.0,Income Statement
Income After Tax,,,,,,,519.0,482.0,577.0,585.0,Income Statement
Net Inc Before Extra Items,,,,,,,519.0,482.0,577.0,585.0,Income Statement
Total Net Income,,,,,,,519.0,482.0,577.0,585.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,519.0,482.0,577.0,585.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,519.0,482.0,577.0,585.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,67.0,67.0,65.0,63.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,7.71,7.24,8.86,9.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,7.71,7.24,8.86,9.25,Income Statement
Diluted Weighted Average Shares,,,,,,,68.0,67.0,66.0,64.0,Income Statement
