,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,59.22,64.8,43.92,63.95,80.0,72.96,,,,,
low,52.65,27.86,26.2,25.17,50.29,31.04,,,,,
change,0.08720000000000001,-0.5,0.4242,0.3699,0.1841,-0.3654,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,134.0,112.0,51.0,21.0,Balance Sheet
Short Term Investments,,,,,,,9.0,6.0,6.0,4.0,Balance Sheet
Cash and Short Term Invs,,,,,,,143.0,118.0,56.0,25.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,144.0,140.0,162.0,163.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-3.0,-2.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,142.0,138.0,160.0,161.0,Balance Sheet
Other Receivables,,,,,,,24.0,21.0,26.0,25.0,Balance Sheet
"Total Receivables, Net",,,,,,,166.0,159.0,186.0,185.0,Balance Sheet
Invent. - Finished Goods,,,,,,,29.0,32.0,26.0,35.0,Balance Sheet
Invent. - Work In Progress,,,,,,,50.0,72.0,73.0,74.0,Balance Sheet
Invent. - Raw Materials,,,,,,,216.0,247.0,269.0,285.0,Balance Sheet
Inventories - Other,,,,,,,3.0,2.0,3.0,3.0,Balance Sheet
Total Inventory,,,,,,,299.0,353.0,371.0,396.0,Balance Sheet
Prepaid Expenses,,,,,,,24.0,25.0,28.0,23.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,5.0,21.0,21.0,20.0,Balance Sheet
Total Current Assets,,,,,,,636.0,676.0,662.0,650.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,420.0,411.0,401.0,403.0,Balance Sheet
Accumulated Depreciation,,,,,,,-248.0,-247.0,-238.0,-239.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,172.0,164.0,162.0,164.0,Balance Sheet
"Goodwill, Net",,,,,,,39.0,38.0,46.0,44.0,Balance Sheet
Intangibles - Gross,,,,,,,61.0,61.0,68.0,66.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-38.0,-40.0,-41.0,-42.0,Balance Sheet
Intangibles - Net,,,,,,,23.0,21.0,27.0,24.0,Balance Sheet
Long Term Investments,,,,,,,12.0,14.0,15.0,16.0,Balance Sheet
Other Long Term Assets,,,,,,,8.0,10.0,15.0,20.0,Balance Sheet
Total Assets,,,,,,,906.0,943.0,950.0,945.0,Balance Sheet
Accounts Payable,,,,,,,82.0,100.0,104.0,105.0,Balance Sheet
Accrued Expenses,,,,,,,36.0,41.0,45.0,48.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,3.0,5.0,6.0,9.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,60.0,70.0,73.0,79.0,Balance Sheet
Other Current Liabilities,,,,,,,42.0,41.0,45.0,42.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,102.0,111.0,119.0,122.0,Balance Sheet
Total Current Liabilities,,,,,,,223.0,257.0,273.0,284.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,1.0,Balance Sheet
Total Debt,,,,,,,3.0,5.0,6.0,10.0,Balance Sheet
Deferred Income Tax,,,,,,,1.0,1.0,3.0,3.0,Balance Sheet
Minority Interest,,,,,,,1.0,1.0,1.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,30.0,28.0,29.0,28.0,Balance Sheet
Total Liabilities,,,,,,,255.0,287.0,307.0,317.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Additional Paid-In Capital,,,,,,,131.0,131.0,133.0,134.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,549.0,551.0,544.0,536.0,Balance Sheet
Other Equity,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
