,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,24.6,23.6,20.42,22.93,29.02,25.94,,,,,
low,20.65,10.7,13.31,7.9,20.32,18.0,,,,,
change,0.0884,-0.4242,0.2813,0.295,0.1107,-0.0404,,,,,
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,40.0,32.0,39.0,50.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,109.0,100.0,119.0,110.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,,,,,108.0,99.0,118.0,109.0,Balance Sheet
Invent. - Finished Goods,,,,,,,43.0,52.0,54.0,59.0,Balance Sheet
Invent. - Raw Materials,,,,,,,50.0,65.0,76.0,82.0,Balance Sheet
Inventories - Other,,,,,,,-1.0,0.0,0.0,-2.0,Balance Sheet
Total Inventory,,,,,,,93.0,117.0,130.0,138.0,Balance Sheet
Prepaid Expenses,,,,,,,8.0,12.0,11.0,9.0,Balance Sheet
Total Current Assets,,,,,,,249.0,260.0,299.0,306.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,515.0,515.0,510.0,521.0,Balance Sheet
Accumulated Depreciation,,,,,,,-336.0,-340.0,-339.0,-345.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,231.0,226.0,219.0,221.0,Balance Sheet
"Goodwill, Net",,,,,,,149.0,148.0,143.0,141.0,Balance Sheet
Intangibles - Gross,,,,,,,225.0,224.0,221.0,219.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-143.0,-145.0,-147.0,-150.0,Balance Sheet
Intangibles - Net,,,,,,,82.0,79.0,74.0,70.0,Balance Sheet
Other Long Term Assets,,,,,,,5.0,6.0,6.0,5.0,Balance Sheet
Total Assets,,,,,,,717.0,718.0,740.0,744.0,Balance Sheet
Accounts Payable,,,,,,,87.0,75.0,89.0,85.0,Balance Sheet
Accrued Expenses,,,,,,,64.0,48.0,49.0,59.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,6.0,7.0,8.0,14.0,Balance Sheet
Total Current Liabilities,,,,,,,158.0,132.0,147.0,159.0,Balance Sheet
Long Term Debt,,,,,,,38.0,77.0,76.0,55.0,Balance Sheet
Capital Lease Obligations,,,,,,,14.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,52.0,77.0,76.0,55.0,Balance Sheet
Total Debt,,,,,,,53.0,78.0,77.0,57.0,Balance Sheet
Deferred Income Tax,,,,,,,22.0,23.0,22.0,21.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,5.0,5.0,5.0,4.0,Balance Sheet
Other LT Liabilities,,,,,,,61.0,58.0,56.0,54.0,Balance Sheet
"Other Liabilities, Total",,,,,,,65.0,63.0,60.0,58.0,Balance Sheet
Total Liabilities,,,,,,,298.0,294.0,304.0,293.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,254.0,250.0,251.0,251.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,260.0,268.0,292.0,315.0,Balance Sheet
Treasury Stock - Common,,,,,,,-73.0,-70.0,-71.0,-76.0,Balance Sheet
"Other Equity, Total",,,,,,,-22.0,-25.0,-36.0,-41.0,Balance Sheet
Total Equity,,,,,,,420.0,424.0,436.0,450.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,717.0,718.0,740.0,744.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,33.0,33.0,33.0,33.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,,,,,291768.0,267040.0,322893.0,324037.0,Income Statement
"Cost of Revenue, Total",,,,,,,226818.0,211834.0,249651.0,251446.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,27668.0,30823.0,28129.0,28822.0,Income Statement
Depreciation/Amortization,,,,,,,10189.0,10257.0,10563.0,9734.0,Income Statement
Restructuring Charge,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,0.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,264675.0,252914.0,288343.0,290002.0,Income Statement
Total Operating Income,,,,,,,27093.0,14126.0,34550.0,34035.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-542.0,-523.0,-602.0,-724.0,Income Statement
"Inter Income, Non-Operating",,,,,,,1.0,15.0,0.0,2.0,Income Statement
"Invest Income, Non-Operat",,,,,,,63.0,-41.0,128.0,84.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,64.0,-26.0,128.0,86.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,45.0,80.0,325.0,312.0,Income Statement
"Other, Net",,,,,,,45.0,80.0,325.0,312.0,Income Statement
Income Before Tax,,,,,,,26660.0,13657.0,34401.0,33709.0,Income Statement
Income Tax - Total,,,,,,,15562.0,2218.0,10779.0,21901.0,Income Statement
Income After Tax,,,,,,,11098.0,11439.0,23622.0,11808.0,Income Statement
Net Inc Before Extra Items,,,,,,,11098.0,11439.0,23622.0,11808.0,Income Statement
Total Extraordinary Items,,,,,,,9800.0,-200.0,2900.0,14100.0,Income Statement
Total Net Income,,,,,,,20898.0,11239.0,26522.0,25908.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,11098.0,11439.0,23622.0,11808.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,20898.0,11239.0,26522.0,25908.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,33190.0,33124.0,33157.0,32999.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.33,0.35,0.71,0.36,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.63,0.34,0.8,0.79,Income Statement
Diluted Weighted Average Shares,,,,,,,33426.0,33298.0,33291.0,33173.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.33,0.34,0.71,0.36,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.63,0.34,0.8,0.78,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.08,0.08,0.08,0.08,Income Statement
Gross Divid - Common Stock,,,,,,,2762.0,2587.0,2671.0,2658.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,542.0,523.0,602.0,724.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,7089.0,7257.0,7563.0,6734.0,Income Statement
Total Special Items,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,26660.0,13657.0,34401.0,33709.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,15562.0,2218.0,10779.0,21901.0,Income Statement
Normalized Income After Tax,,,,,,,11098.0,11439.0,23622.0,11808.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,11098.0,11439.0,23622.0,11808.0,Income Statement
Basic Normalized EPS,,,,,,,0.33,0.35,0.71,0.36,Income Statement
Diluted Normalized EPS,,,,,,,0.33,0.34,0.71,0.36,Income Statement
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,,,,56980.0,11239.0,37761.0,63669.0,Cash Flow
Depreciation/Depletion,,,,,,,42732.0,10257.0,20820.0,30554.0,Cash Flow
Deferred Taxes,,,,,,,1785.0,854.0,583.0,505.0,Cash Flow
Unusual Items,,,,,,,3039.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,4096.0,1770.0,2658.0,4354.0,Cash Flow
Non-Cash Items,,,,,,,7135.0,1770.0,2658.0,4354.0,Cash Flow
Accounts Receivable,,,,,,,-19017.0,8340.0,-13008.0,-5306.0,Cash Flow
Inventories,,,,,,,-31382.0,-25318.0,-39771.0,-48280.0,Cash Flow
Other Assets,,,,,,,-1817.0,-3534.0,-3541.0,-824.0,Cash Flow
Accounts Payable,,,,,,,7097.0,-8391.0,7381.0,2765.0,Cash Flow
Accrued Expenses,,,,,,,16212.0,-18248.0,-15984.0,-4721.0,Cash Flow
Changes in Working Capital,,,,,,,-30044.0,-45771.0,-63703.0,-49228.0,Cash Flow
Total Cash from Operations,,,,,,,78588.0,-21651.0,-1881.0,49854.0,Cash Flow
