,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,16.8,19.5,17.93,17.82,19.44,23.18,,,,,
low,15.15,12.72,13.36,8.66,11.49,15.69,,,,,
change,-0.0636,-0.0779,0.17739999999999997,-0.2509,0.4103,0.07740000000000001,,,,,
Date,,,,,,,2021-11-28 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,71.0,82.0,104.0,73.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,145.0,153.0,155.0,159.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-2.0,-2.0,-2.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,143.0,151.0,153.0,157.0,Balance Sheet
Other Receivables,,,,,,,39.0,37.0,35.0,27.0,Balance Sheet
"Total Receivables, Net",,,,,,,183.0,188.0,188.0,184.0,Balance Sheet
Prepaid Expenses,,,,,,,7.0,8.0,6.0,6.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,,10.0,0.0,Balance Sheet
Total Current Assets,,,,,,,260.0,278.0,309.0,262.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,41.0,38.0,35.0,36.0,Balance Sheet
"Goodwill, Net",,,,,,,215.0,215.0,210.0,208.0,Balance Sheet
Intangibles - Gross,,,,,,,39.0,39.0,33.0,33.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-19.0,-21.0,-17.0,-19.0,Balance Sheet
Intangibles - Net,,,,,,,19.0,18.0,16.0,15.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,2.0,4.0,5.0,Balance Sheet
Total Assets,,,,,,,538.0,560.0,581.0,534.0,Balance Sheet
Payable/Accrued,,,,,,,16.0,18.0,14.0,13.0,Balance Sheet
Accrued Expenses,,,,,,,73.0,87.0,92.0,68.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,,5.0,4.0,4.0,Balance Sheet
Discontinued Operations,,,,,,,,,4.0,0.0,Balance Sheet
Other Current Liabilities,,,,,,,10.0,6.0,10.0,7.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,10.0,11.0,19.0,11.0,Balance Sheet
Total Current Liabilities,,,,,,,99.0,116.0,124.0,92.0,Balance Sheet
Total Long Term Debt,,,,,,,44.0,54.0,54.0,20.0,Balance Sheet
Total Debt,,,,,,,44.0,54.0,54.0,20.0,Balance Sheet
Deferred Income Tax,,,,,,,18.0,15.0,14.0,12.0,Balance Sheet
"Other Liabilities, Total",,,,,,,24.0,18.0,16.0,18.0,Balance Sheet
Total Liabilities,,,,,,,185.0,203.0,209.0,142.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,343.0,352.0,356.0,367.0,Balance Sheet
