,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.55,32.86,33.78,33.38,28.59,28.5,,,,,
low,25.92,21.43,22.87,13.25,20.2,23.05,,,,,
change,-0.0479,-0.1424,0.4289,-0.3511,0.2565,-0.006,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,42.0,47.0,62.0,51.0,Balance Sheet
Interest-Earning Deposits,,,,,,,690.0,358.0,223.0,159.0,Balance Sheet
Trading Account Assets,,,,,,,10.0,10.0,10.0,9.0,Balance Sheet
FHLB Stock,,,,,,,23.0,24.0,24.0,24.0,Balance Sheet
Total Invest. Securities,,,,,,,697.0,847.0,818.0,786.0,Balance Sheet
Loans Held for Sale,,,,,,,1.0,2.0,1.0,1.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,1421.0,1241.0,1075.0,979.0,Balance Sheet
Total Gross Loans,,,,,,,3635.0,3756.0,3910.0,4025.0,Balance Sheet
Loan Loss Allowances,,,,,,,-38.0,-38.0,-41.0,-41.0,Balance Sheet
Net Loans,,,,,,,3597.0,3718.0,3869.0,3983.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,,27.0,27.0,29.0,Balance Sheet
Accumulated Depreciation,,,,,,,,-1.0,-1.0,-1.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,82.0,88.0,88.0,94.0,Balance Sheet
"Goodwill, Net",,,,,,,44.0,44.0,44.0,44.0,Balance Sheet
Intangibles - Net,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Interest Receivable,,,,,,,41.0,44.0,55.0,62.0,Balance Sheet
Other Assets,,,,,,,100.0,100.0,104.0,102.0,Balance Sheet
"Other Assets, Total",,,,,,,140.0,144.0,159.0,164.0,Balance Sheet
Total Assets,,,,,,,5329.0,5284.0,5299.0,5317.0,Balance Sheet
Accounts Payable,,,,,,,44.0,35.0,42.0,43.0,Balance Sheet
Accrued Expenses,,,,,,,21.0,27.0,27.0,29.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,792.0,818.0,851.0,868.0,Balance Sheet
Interest Bearing Deposits,,,,,,,3924.0,3873.0,3851.0,3756.0,Balance Sheet
Total Deposits,,,,,,,4716.0,4691.0,4702.0,4624.0,Balance Sheet
Long Term Debt,,,,,,,104.0,104.0,104.0,105.0,Balance Sheet
Capital Lease Obligations,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Long Term Debt,,,,,,,105.0,105.0,105.0,105.0,Balance Sheet
Total Debt,,,,,,,105.0,105.0,105.0,105.0,Balance Sheet
"Other Liabilities, Total",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Liabilities,,,,,,,4886.0,4858.0,4876.0,4801.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,58.0,58.0,58.0,58.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,127.0,127.0,127.0,221.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,261.0,272.0,283.0,296.0,Balance Sheet
Treasury Stock - Common,,,,,,,-2.0,-3.0,-3.0,-3.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,-27.0,-41.0,-56.0,Balance Sheet
Total Equity,,,,,,,443.0,426.0,424.0,516.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,5329.0,5284.0,5299.0,5317.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,17.0,17.0,17.0,21.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
