,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,60.59,60.69,56.4,66.14,69.68,82.97,,,,,
low,53.88,36.42,38.12,46.59,53.96,61.67,,,,,
change,0.09390000000000001,-0.3448,0.3797,0.09640000000000001,0.1502,0.2347,,,,,
Date,,,,,,,2021-11-28 00:00:00,2022-02-27 00:00:00,2022-05-29 00:00:00,2022-08-28 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1021.0,844.0,569.0,594.0,Balance Sheet
"Total Receivables, Net",,,,,,,1766.0,1750.0,1692.0,1730.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1457.0,1409.0,1635.0,1887.0,Balance Sheet
Invent. - Raw Materials,,,,,,,629.0,627.0,696.0,702.0,Balance Sheet
LIFO Reserve,,,,,,,-289.0,-325.0,-463.0,-499.0,Balance Sheet
Total Inventory,,,,,,,1797.0,1710.0,1867.0,2090.0,Balance Sheet
Prepaid Expenses,,,,,,,765.0,724.0,802.0,719.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1263.0,,159.0,0.0,Balance Sheet
Total Current Assets,,,,,,,6612.0,5029.0,5090.0,5134.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3292.0,3288.0,3394.0,3359.0,Balance Sheet
"Goodwill, Net",,,,,,,14523.0,14547.0,14379.0,14455.0,Balance Sheet
Intangibles - Gross,,,,,,,6932.0,7135.0,7126.0,7109.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-118.0,-124.0,-126.0,-129.0,Balance Sheet
Intangibles - Net,,,,,,,6814.0,7011.0,7000.0,6979.0,Balance Sheet
Other Long Term Assets,,,,,,,1241.0,1270.0,1228.0,1181.0,Balance Sheet
Total Assets,,,,,,,32482.0,31144.0,31090.0,31107.0,Balance Sheet
Accounts Payable,,,,,,,3450.0,3475.0,3982.0,3786.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,1098.0,724.0,811.0,992.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,601.0,601.0,1674.0,2095.0,Balance Sheet
Discontinued Operations,,,,,,,604.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,2060.0,2039.0,1552.0,1722.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2665.0,2039.0,1552.0,1722.0,Balance Sheet
Total Current Liabilities,,,,,,,7813.0,6839.0,8020.0,8596.0,Balance Sheet
Total Long Term Debt,,,,,,,10974.0,10945.0,9135.0,8475.0,Balance Sheet
Total Debt,,,,,,,12672.0,12270.0,11620.0,11562.0,Balance Sheet
Deferred Income Tax,,,,,,,2147.0,2166.0,2218.0,2262.0,Balance Sheet
Minority Interest,,,,,,,842.0,263.0,246.0,251.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1182.0,1118.0,929.0,949.0,Balance Sheet
Total Liabilities,,,,,,,22957.0,21331.0,20548.0,20532.0,Balance Sheet
Common Stock,,,,,,,76.0,76.0,76.0,76.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1365.0,1162.0,1183.0,1146.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,17363.0,17713.0,18533.0,19028.0,Balance Sheet
Treasury Stock - Common,,,,,,,-6915.0,-7015.0,-7278.0,-7676.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-821.0,-601.0,-591.0,-593.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-1549.0,-1527.0,-1403.0,-1389.0,Balance Sheet
Other Comprehensive Income,,,,,,,6.0,5.0,23.0,-16.0,Balance Sheet
"Other Equity, Total",,,,,,,-2364.0,-2123.0,-1971.0,-1998.0,Balance Sheet
Total Equity,,,,,,,9525.0,9813.0,10542.0,10575.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,32482.0,31144.0,31090.0,31107.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,603.0,602.0,599.0,594.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,151.0,152.0,156.0,160.0,Balance Sheet
Date,,,,,,,2021-11-28 00:00:00,2022-02-27 00:00:00,2022-05-29 00:00:00,2022-08-28 00:00:00,Income Statement
Total Revenue,,,,,,,5024.0,4538.0,4891.0,4718.0,Income Statement
"Cost of Revenue, Total",,,,,,,3392.0,3132.0,3121.0,3270.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,788.0,739.0,791.0,791.0,Income Statement
Restructuring Charge,,,,,,,3.0,9.0,-31.0,2.0,Income Statement
Other Unusual Expnse (In),,,,,,,13.0,-184.0,-35.0,-453.0,Income Statement
Unusual Expense (Income),,,,,,,16.0,-175.0,-66.0,-451.0,Income Statement
Total Operating Expense,,,,,,,4196.0,3695.0,3846.0,3610.0,Income Statement
Total Operating Income,,,,,,,828.0,842.0,1045.0,1107.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-93.0,-87.0,-105.0,-88.0,Income Statement
Income Before Tax,,,,,,,735.0,756.0,941.0,1020.0,Income Statement
Income Tax - Total,,,,,,,160.0,123.0,135.0,216.0,Income Statement
Income After Tax,,,,,,,575.0,633.0,806.0,804.0,Income Statement
Minority Interest,,,,,,,-11.0,-2.0,-3.0,-3.0,Income Statement
Equity In Affiliates,,,,,,,33.0,30.0,20.0,20.0,Income Statement
Net Inc Before Extra Items,,,,,,,597.0,660.0,823.0,820.0,Income Statement
Total Net Income,,,,,,,597.0,660.0,823.0,820.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,597.0,660.0,823.0,820.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,597.0,660.0,823.0,820.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,609.0,607.0,604.0,600.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.98,1.09,1.36,1.37,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.98,1.09,1.36,1.37,Income Statement
Diluted Weighted Average Shares,,,,,,,613.0,612.0,610.0,606.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.97,1.08,1.35,1.35,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.97,1.08,1.35,1.35,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.51,0.51,0.51,0.54,Income Statement
Gross Divid - Common Stock,,,,,,,619.0,310.0,3.0,325.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,141.0,144.0,140.0,134.0,Income Statement
Total Special Items,,,,,,,16.0,-175.0,-66.0,-427.0,Income Statement
Normalzd Income Before Tax,,,,,,,751.0,581.0,875.0,593.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,3.0,-29.0,-9.0,-91.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,163.0,95.0,125.0,126.0,Income Statement
Normalized Income After Tax,,,,,,,588.0,486.0,750.0,467.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,610.0,514.0,766.0,483.0,Income Statement
Basic Normalized EPS,,,,,,,1.0,0.85,1.27,0.81,Income Statement
Diluted Normalized EPS,,,,,,,0.99,0.84,1.26,0.8,Income Statement
Date,,,,,,,2021-11-28 00:00:00,2022-02-27 00:00:00,2022-05-29 00:00:00,2022-08-28 00:00:00,Cash Flow
Net Income,,,,,,,1247.0,1909.0,2735.0,823.0,Cash Flow
Depreciation/Depletion,,,,,,,287.0,431.0,570.0,134.0,Cash Flow
Deferred Taxes,,,,,,,56.0,81.0,62.0,9.0,Cash Flow
Unusual Items,,,,,,,-44.0,-233.0,-311.0,-447.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-62.0,-92.0,-112.0,-20.0,Cash Flow
Other Non-Cash Items,,,,,,,21.0,49.0,37.0,22.0,Cash Flow
Non-Cash Items,,,,,,,-85.0,-276.0,-386.0,-445.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,271.0,397.0,545.0,9.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,186.0,234.0,358.0,55.0,Cash Flow
Accounts Receivable,,,,,,,-237.0,-215.0,-166.0,-91.0,Cash Flow
Inventories,,,,,,,9.0,103.0,-86.0,-243.0,Cash Flow
Prepaid Expenses,,,,,,,-1.0,42.0,-35.0,80.0,Cash Flow
Accounts Payable,,,,,,,-28.0,-14.0,457.0,-130.0,Cash Flow
Changes in Working Capital,,,,,,,-7.0,83.0,334.0,-133.0,Cash Flow
Total Cash from Operations,,,,,,,1498.0,2228.0,3316.0,389.0,Cash Flow
Capital Expenditures,,,,,,,-224.0,-351.0,-569.0,-91.0,Cash Flow
Acquisition of Business,,,,,,,-1199.0,-1201.0,-1201.0,-252.0,Cash Flow
