,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,13.92,20.07,11.82,10.79,22.0,27.15,,,,,
low,11.16,7.28,6.83,4.27,7.35,11.92,,,,,
change,0.16030000000000003,-0.4081,0.3739,-0.3179,1.1534,-0.0934,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,115.0,43.0,45.0,66.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,22.0,22.0,26.0,28.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-2.0,-1.0,-2.0,Balance Sheet
"Total Receivables, Net",,,,,,,20.0,20.0,25.0,26.0,Balance Sheet
Total Inventory,,,,,,,25.0,23.0,32.0,32.0,Balance Sheet
Prepaid Expenses,,,,,,,10.0,11.0,9.0,11.0,Balance Sheet
Restricted Cash - Current,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,0.0,,,,Balance Sheet
Other Current Assets,,,,,,,,2.0,4.0,6.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,6.0,7.0,10.0,11.0,Balance Sheet
Total Current Assets,,,,,,,175.0,105.0,120.0,146.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1245.0,1310.0,1316.0,1318.0,Balance Sheet
Accumulated Depreciation,,,,,,,-257.0,-270.0,-283.0,-296.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,994.0,1045.0,1038.0,1027.0,Balance Sheet
Deferred Charges,,,,,,,14.0,15.0,26.0,31.0,Balance Sheet
Restricted Cash - LT,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,20.0,3.0,2.0,2.0,Balance Sheet
Total Assets,,,,,,,1203.0,1168.0,1186.0,1206.0,Balance Sheet
Accounts Payable,,,,,,,9.0,13.0,14.0,22.0,Balance Sheet
Accrued Expenses,,,,,,,22.0,15.0,29.0,19.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,10.0,10.0,6.0,14.0,Balance Sheet
Total Current Liabilities,,,,,,,42.0,38.0,49.0,55.0,Balance Sheet
Total Long Term Debt,,,,,,,238.0,190.0,182.0,173.0,Balance Sheet
Total Debt,,,,,,,238.0,190.0,182.0,173.0,Balance Sheet
Minority Interest,,,,,,,0.0,0.0,1.0,1.0,Balance Sheet
"Other Liabilities, Total",,,,,,,6.0,6.0,5.0,5.0,Balance Sheet
Total Liabilities,,,,,,,286.0,234.0,236.0,234.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1702.0,1674.0,1642.0,1621.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-787.0,-745.0,-698.0,-657.0,Balance Sheet
"Other Equity, Total",,,,,,,1.0,4.0,6.0,7.0,Balance Sheet
Total Equity,,,,,,,917.0,934.0,950.0,972.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1203.0,1168.0,1186.0,1206.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,42.0,42.0,42.0,42.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,183278.0,136227.0,137764.0,135970.0,Income Statement
"Cost of Revenue, Total",,,,,,,73042.0,73115.0,66967.0,68538.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,7453.0,6270.0,6255.0,5832.0,Income Statement
Labor & Related Expense,,,,,,,597.0,690.0,826.0,840.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,8050.0,6960.0,7081.0,6672.0,Income Statement
Depreciation/Amortization,,,,,,,14822.0,14059.0,14521.0,15582.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,-5818.0,0.0,0.0,0.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,-5818.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,90096.0,94134.0,88569.0,90792.0,Income Statement
Total Operating Income,,,,,,,93182.0,42093.0,49195.0,45178.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-2402.0,-2242.0,-2405.0,-2276.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,10.0,17.0,68.0,292.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,101.0,1997.0,767.0,-2146.0,Income Statement
"Other, Net",,,,,,,101.0,1997.0,767.0,-2146.0,Income Statement
Income Before Tax,,,,,,,90891.0,41865.0,47625.0,41048.0,Income Statement
Income Tax - Total,,,,,,,0.0,,,,Income Statement
Income After Tax,,,,,,,90891.0,41865.0,47625.0,41048.0,Income Statement
Minority Interest,,,,,,,-38.0,-176.0,-243.0,-220.0,Income Statement
Net Inc Before Extra Items,,,,,,,90853.0,41689.0,47382.0,40828.0,Income Statement
Total Net Income,,,,,,,90853.0,41689.0,47382.0,40828.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,90853.0,41689.0,47382.0,40828.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,90853.0,41689.0,47382.0,40828.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,42103.0,42166.0,42385.0,42530.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,2.16,0.99,1.12,0.96,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,2.16,0.99,1.12,0.96,Income Statement
Diluted Weighted Average Shares,,,,,,,42711.0,42867.0,42997.0,42882.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,2.13,0.97,1.1,0.95,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,2.13,0.97,1.1,0.95,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.15,0.67,0.79,0.5,Income Statement
Gross Divid - Common Stock,,,,,,,6288.0,28454.0,33560.0,21319.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,2402.0,2242.0,2405.0,2276.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,14822.0,14059.0,14521.0,15583.0,Income Statement
Total Special Items,,,,,,,-5818.0,0.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,85073.0,41865.0,47625.0,41048.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,,,,85073.0,41865.0,47625.0,41048.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,85035.0,41689.0,47382.0,40828.0,Income Statement
Basic Normalized EPS,,,,,,,2.02,0.99,1.12,0.96,Income Statement
Diluted Normalized EPS,,,,,,,1.99,0.97,1.1,0.95,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,182045.0,41865.0,89490.0,130538.0,Cash Flow
Depreciation/Depletion,,,,,,,56231.0,14059.0,28579.0,44162.0,Cash Flow
Unusual Items,,,,,,,-516.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,3872.0,1601.0,3341.0,5456.0,Cash Flow
Non-Cash Items,,,,,,,3356.0,1601.0,3341.0,5456.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,0.0,,,,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,11749.0,1793.0,3739.0,6264.0,Cash Flow
Accounts Receivable,,,,,,,-7125.0,77.0,-4847.0,-5750.0,Cash Flow
Inventories,,,,,,,-2980.0,1226.0,-7177.0,-7618.0,Cash Flow
Prepaid Expenses,,,,,,,-783.0,-1350.0,584.0,-1421.0,Cash Flow
Other Assets,,,,,,,-4925.0,-1685.0,-14204.0,-22262.0,Cash Flow
Accrued Expenses,,,,,,,-1765.0,-456.0,-917.0,-1384.0,Cash Flow
Payable/Accrued,,,,,,,5405.0,-2834.0,8602.0,7344.0,Cash Flow
Changes in Working Capital,,,,,,,-10513.0,-4970.0,-22251.0,-26708.0,Cash Flow
Total Cash from Operations,,,,,,,231119.0,52555.0,99159.0,153448.0,Cash Flow
Capital Expenditures,,,,,,,-117464.0,-46965.0,-50273.0,-53808.0,Cash Flow
Sale of Fixed Assets,,,,,,,49473.0,0.0,0.0,,Cash Flow
Other Investing Cash Flow,,,,,,,418.0,0.0,293.0,293.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,49891.0,0.0,293.0,293.0,Cash Flow
Total Cash from Investing,,,,,,,-67573.0,-46965.0,-49980.0,-53515.0,Cash Flow
Financing Cash Flow Items,,,,,,,-6003.0,-11.0,-11.0,-11.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-13463.0,-28289.0,-61572.0,-82713.0,Cash Flow
Long Term Debt Issued,,,,,,,350000.0,,,,Cash Flow
Long Term Debt Reduction,,,,,,,-438288.0,-48750.0,-57500.0,-66250.0,Cash Flow
"Long Term Debt, Net",,,,,,,-88288.0,-48750.0,-57500.0,-66250.0,Cash Flow
Total Debt Reduction,,,,,,,-114940.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-203228.0,-48750.0,-57500.0,-66250.0,Cash Flow
Total Cash From Financing,,,,,,,-222694.0,-77050.0,-119083.0,-148974.0,Cash Flow
Net Change in Cash,,,,,,,-59148.0,-71460.0,-69904.0,-49041.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,179679.0,120531.0,120531.0,120531.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,120531.0,49071.0,50627.0,71490.0,Cash Flow
"Depreciation, Supplemental",,,,,,,56231.0,14059.0,28579.0,44162.0,Cash Flow
Free Cash Flow,,,,,,,113655.0,5590.0,48886.0,99640.0,
FCF Growth,,,,,,,,-0.9508160661651489,7.74525939177102,1.0382113488524323,
