,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,51.3,59.05,44.9,43.79,59.85,55.62,,,,,
low,46.2,29.97,31.27,17.12,36.6,38.22,,,,,
change,-0.008199999999999999,-0.34700000000000003,0.3604,-0.11320000000000001,0.2864,0.0643,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,308.0,257.0,346.0,269.0,Balance Sheet
Interest-Earning Deposits,,,,,,,3737.0,,,,Balance Sheet
Fed. Fund/Resale,,,,,,,20.0,3541.0,1961.0,1062.0,Balance Sheet
Other Short Trm Invest.,,,,,,,48.0,49.0,50.0,61.0,Balance Sheet
Total Invest. Securities,,,,,,,672.0,671.0,1164.0,1385.0,Balance Sheet
Loans Held for Sale,,,,,,,1255.0,902.0,556.0,298.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,5731.0,5163.0,3730.0,2806.0,Balance Sheet
Total Gross Loans,,,,,,,15874.0,16144.0,17561.0,18807.0,Balance Sheet
Loan Loss Allowances,,,,,,,-168.0,-161.0,-173.0,-185.0,Balance Sheet
Net Loans,,,,,,,15707.0,15983.0,17388.0,18622.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,281.0,224.0,224.0,223.0,Balance Sheet
"Goodwill, Net",,,,,,,1013.0,1022.0,1023.0,1023.0,Balance Sheet
Intangibles - Net,,,,,,,126.0,121.0,116.0,111.0,Balance Sheet
Other Real Estate Owned,,,,,,,4.0,2.0,1.0,1.0,Balance Sheet
Other Assets,,,,,,,688.0,788.0,859.0,759.0,Balance Sheet
"Other Assets, Total",,,,,,,692.0,790.0,860.0,760.0,Balance Sheet
Total Assets,,,,,,,23858.0,23560.0,23687.0,23814.0,Balance Sheet
Accrued Expenses,,,,,,,65.0,,,,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,7775.0,7870.0,8263.0,8343.0,Balance Sheet
Interest Bearing Deposits,,,,,,,11891.0,11718.0,11422.0,11124.0,Balance Sheet
Total Deposits,,,,,,,19666.0,19588.0,19685.0,19467.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,49.0,49.0,49.0,349.0,Balance Sheet
Total ST Borrowings,,,,,,,6.0,2.0,1.0,0.0,Balance Sheet
Total Long Term Debt,,,,,,,817.0,504.0,504.0,505.0,Balance Sheet
Total Debt,,,,,,,823.0,506.0,505.0,505.0,Balance Sheet
"Other Liabilities, Total",,,,,,,289.0,410.0,375.0,374.0,Balance Sheet
Total Liabilities,,,,,,,20892.0,20553.0,20614.0,20695.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,72.0,72.0,72.0,72.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1925.0,1929.0,1931.0,1933.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1006.0,1078.0,1157.0,1239.0,Balance Sheet
Treasury Stock - Common,,,,,,,-52.0,-70.0,-75.0,-75.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,16.0,-2.0,-13.0,-51.0,Balance Sheet
Total Equity,,,,,,,2966.0,3007.0,3073.0,3119.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,23858.0,23560.0,23687.0,23814.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,70.0,69.0,69.0,69.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2.0,3.0,3.0,3.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,170813.0,177566.0,190740.0,216400.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,6022.0,4425.0,7333.0,10687.0,Income Statement
Fed. Fund/Resale,,,,,,,42.0,,,,Income Statement
Interest on Deposits,,,,,,,1488.0,1383.0,4495.0,7215.0,Income Statement
"Interest Income, Bank",,,,,,,178365.0,183374.0,202568.0,234302.0,Income Statement
Interest on Deposit,,,,,,,4678.0,4092.0,4908.0,14034.0,Income Statement
Inter on Other Borrowings,,,,,,,6850.0,6738.0,6296.0,7287.0,Income Statement
Total Interest Expense,,,,,,,11528.0,10830.0,11204.0,21321.0,Income Statement
Net Interest Income,,,,,,,166837.0,172544.0,191364.0,212981.0,Income Statement
Loan Loss Provision,,,,,,,-13629.0,-2778.0,13145.0,17460.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,180466.0,175322.0,178219.0,195521.0,Income Statement
Fees & Commish from Operat,,,,,,,72507.0,73996.0,69909.0,51518.0,Income Statement
Fees for Other Cust Serv,,,,,,,962.0,939.0,998.0,970.0,Income Statement
Invest Securities Gains,,,,,,,-4.0,-27.0,248.0,-21.0,Income Statement
Other Revenue,,,,,,,8304.0,12003.0,12686.0,12857.0,Income Statement
"Non-Interest Income, Bank",,,,,,,81769.0,86911.0,83841.0,65324.0,Income Statement
Labor & Related Expenses,,,,,,,-76615.0,-84281.0,-81545.0,-78697.0,Income Statement
Amortization of Intangibles,,,,,,,-3387.0,-5181.0,-5144.0,-4710.0,Income Statement
Other Unusual Expense,,,,,,,-20411.0,-9986.0,-1779.0,-192.0,Income Statement
Other Expense,,,,,,,-54344.0,-53381.0,-55507.0,-56171.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-154757.0,-152829.0,-143975.0,-139770.0,Income Statement
Income Before Tax,,,,,,,107478.0,109404.0,118085.0,121075.0,Income Statement
Income Tax - Total,,,,,,,25534.0,27706.0,28019.0,28520.0,Income Statement
Income After Tax,,,,,,,81944.0,81698.0,90066.0,92555.0,Income Statement
Net Inc Before Extra Items,,,,,,,81944.0,81698.0,90066.0,92555.0,Income Statement
Total Net Income,,,,,,,81944.0,81698.0,90066.0,92555.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,81944.0,81698.0,90066.0,92555.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,81944.0,81698.0,90066.0,92555.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,69393.0,69346.0,69136.0,69125.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.18,1.18,1.3,1.34,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.18,1.18,1.3,1.34,Income Statement
Diluted Weighted Average Shares,,,,,,,69728.0,69661.0,69316.0,69327.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.18,1.17,1.3,1.34,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.18,1.17,1.3,1.34,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.15,0.15,0.15,0.15,Income Statement
Gross Divid - Common Stock,,,,,,,10487.0,10409.0,10432.0,10437.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,4361.0,4553.0,4638.0,4617.0,Income Statement
Total Special Items,,,,,,,15745.0,326.0,-9098.0,-1140.0,Income Statement
Normalzd Income Before Tax,,,,,,,123223.0,109730.0,108987.0,119935.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,243.0,2024.0,2284.0,182.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,25777.0,29730.0,30303.0,28702.0,Income Statement
Normalized Income After Tax,,,,,,,97446.0,80000.0,78684.0,91233.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,97446.0,80000.0,78684.0,91233.0,Income Statement
Basic Normalized EPS,,,,,,,1.4,1.15,1.14,1.32,Income Statement
Diluted Normalized EPS,,,,,,,1.4,1.15,1.14,1.32,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,377.0,82.0,172.0,264.0,Cash Flow
Depreciation/Depletion,,,,,,,17.0,5.0,9.0,14.0,Cash Flow
Amortization,,,,,,,15.0,5.0,10.0,15.0,Cash Flow
Deferred Taxes,,,,,,,38.0,6.0,11.0,-22.0,Cash Flow
Unusual Items,,,,,,,3.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,-8.0,-24.0,-39.0,-11.0,Cash Flow
Non-Cash Items,,,,,,,-5.0,-24.0,-39.0,-11.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,72.0,0.0,52.0,83.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,49.0,9.0,23.0,42.0,Cash Flow
Loan Loss Provision,,,,,,,-35.0,6.0,21.0,39.0,Cash Flow
Other Assets,,,,,,,19.0,,,,Cash Flow
Changes in Working Capital,,,,,,,-433.0,287.0,551.0,802.0,Cash Flow
Total Cash from Operations,,,,,,,9.0,360.0,714.0,1063.0,Cash Flow
Capital Expenditures,,,,,,,-25.0,-4.0,-8.0,-11.0,Cash Flow
Acquisition of Business,,,,,,,-127.0,-13.0,-14.0,-14.0,Cash Flow
Sale of Fixed Assets,,,,,,,14.0,4.0,5.0,5.0,Cash Flow
Sale/Maturity of Investment,,,,,,,366.0,43.0,119.0,269.0,Cash Flow
Purchase of Investments,,,,,,,-80.0,-28.0,-647.0,-946.0,Cash Flow
Loans,,,,,,,-400.0,-205.0,-1534.0,-2765.0,Cash Flow
Other Investing Cash Flow,,,,,,,-168.0,-2.0,-52.0,-63.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-396.0,-201.0,-2123.0,-3515.0,Cash Flow
Total Cash from Investing,,,,,,,-421.0,-205.0,-2131.0,-3526.0,Cash Flow
Deposits,,,,,,,2708.0,-77.0,19.0,-199.0,Cash Flow
FHLB,,,,,,,-296.0,-314.0,-315.0,-15.0,Cash Flow
Fed. Funds/REPOs,,,,,,,-6.0,-4.0,-5.0,-6.0,Cash Flow
Financing Cash Flow Items,,,,,,,2406.0,-395.0,-300.0,-219.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-42.0,-10.0,-21.0,-31.0,Cash Flow
"Common Stock, Net",,,,,,,-9.0,-17.0,-22.0,-22.0,Cash Flow
Options Exercised,,,,,,,5.0,1.0,2.0,2.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-5.0,-16.0,-20.0,-20.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,,,,2359.0,-422.0,-341.0,-270.0,Cash Flow
Net Change in Cash,,,,,,,1947.0,-266.0,-1758.0,-2733.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,2117.0,4065.0,4065.0,4065.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,4065.0,3798.0,2307.0,1331.0,Cash Flow
"Depreciation, Supplemental",,,,,,,17.0,5.0,9.0,14.0,Cash Flow
Free Cash Flow,,,,,,,-16.0,356.0,706.0,1052.0,
FCF Growth,,,,,,,,-23.25,0.9831460674157304,0.49008498583569415,
