,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,9.9,31.12,27.89,17.76,27.2,27.79,,,,,
low,5.81,6.11,12.89,3.12,9.89,7.6,,,,,
change,-0.23829999999999998,0.9773999999999999,0.3271,-0.3986,0.8112,-0.5132,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,84.0,33.0,56.0,25.0,Balance Sheet
"Total Receivables, Net",,,,,,,188.0,188.0,196.0,190.0,Balance Sheet
Total Inventory,,,,,,,166.0,162.0,234.0,266.0,Balance Sheet
Prepaid Expenses,,,,,,,15.0,20.0,38.0,38.0,Balance Sheet
Total Current Assets,,,,,,,453.0,403.0,524.0,519.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,112.0,159.0,166.0,167.0,Balance Sheet
"Goodwill, Net",,,,,,,127.0,127.0,132.0,131.0,Balance Sheet
Intangibles - Net,,,,,,,190.0,186.0,184.0,180.0,Balance Sheet
Other Long Term Assets,,,,,,,12.0,13.0,16.0,22.0,Balance Sheet
Total Assets,,,,,,,968.0,965.0,1139.0,1137.0,Balance Sheet
Accounts Payable,,,,,,,57.0,55.0,114.0,88.0,Balance Sheet
Accrued Expenses,,,,,,,194.0,148.0,181.0,179.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,70.0,90.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,17.0,17.0,17.0,17.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,16.0,18.0,0.0,3.0,Balance Sheet
Total Current Liabilities,,,,,,,285.0,239.0,383.0,377.0,Balance Sheet
Total Long Term Debt,,,,,,,156.0,151.0,147.0,143.0,Balance Sheet
Total Debt,,,,,,,173.0,169.0,235.0,250.0,Balance Sheet
Deferred Income Tax,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Minority Interest,,,,,,,75.0,72.0,26.0,26.0,Balance Sheet
"Other Liabilities, Total",,,,,,,129.0,165.0,188.0,184.0,Balance Sheet
Total Liabilities,,,,,,,646.0,627.0,744.0,731.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,253.0,260.0,304.0,310.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,68.0,78.0,93.0,102.0,Balance Sheet
"Other Equity, Total",,,,,,,1.0,0.0,-3.0,-6.0,Balance Sheet
Total Equity,,,,,,,322.0,338.0,394.0,406.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,968.0,965.0,1139.0,1137.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,40.0,41.0,47.0,47.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,11.0,10.0,3.0,3.0,Balance Sheet
