,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,46.0,25.98,,,,,
low,14.15,15.0,,,,,
change,0.1359,-0.3444,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,2258.0,1521.0,1041.0,1006.0,Balance Sheet
"Trade Accts Recvble, Gross",,,1454.0,1507.0,1814.0,1884.0,Balance Sheet
Prov. for Doubtful Accts,,,-696.0,-707.0,-839.0,-831.0,Balance Sheet
"Total Receivables, Net",,,758.0,800.0,975.0,1053.0,Balance Sheet
Prepaid Expenses,,,1017.0,1331.0,1094.0,934.0,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Other Prop./Plant/Equip.,,,10836.0,12118.0,13962.0,13757.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,10836.0,12118.0,13962.0,13757.0,Balance Sheet
Accumulated Depreciation,,,-1610.0,-1554.0,-1632.0,-1734.0,Balance Sheet
Prop./Plant/Equip. - Net,,,11400.0,12741.0,14497.0,14273.0,Balance Sheet
"Goodwill, Net",,,1045.0,1044.0,1044.0,1043.0,Balance Sheet
Intangibles - Net,,,2912.0,2903.0,2893.0,2883.0,Balance Sheet
Disct. Ops. - LT Asset,,,0.0,,,,Balance Sheet
Restricted Cash - LT,,,393.0,601.0,522.0,502.0,Balance Sheet
Total Assets,,,19783.0,20941.0,22066.0,21694.0,Balance Sheet
Accounts Payable,,,572.0,675.0,659.0,614.0,Balance Sheet
Accrued Expenses,,,2373.0,2441.0,2541.0,2511.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,157.0,188.0,206.0,205.0,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,,,12231.0,13354.0,14203.0,13813.0,Balance Sheet
Total Debt,,,12231.0,13354.0,14203.0,13813.0,Balance Sheet
Deferred Income Tax,,,1010.0,1113.0,1258.0,1306.0,Balance Sheet
Minority Interest,,,0.0,,,,Balance Sheet
Discont. Ops. - Lblts,,,0.0,,,,Balance Sheet
Other Liabilities,,,463.0,468.0,470.0,484.0,Balance Sheet
"Other Liabilities, Total",,,463.0,468.0,470.0,484.0,Balance Sheet
Total Liabilities,,,16806.0,18239.0,19337.0,18933.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,5.0,5.0,5.0,5.0,Balance Sheet
Additional Paid-In Capital,,,6209.0,6237.0,6274.0,6308.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-2315.0,-1889.0,-949.0,-372.0,Balance Sheet
Treasury Stock - Common,,,-708.0,-1430.0,-2321.0,-2821.0,Balance Sheet
"Other Equity, Total",,,-214.0,-221.0,-280.0,-359.0,Balance Sheet
Total Equity,,,2977.0,2702.0,2729.0,2761.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,19783.0,20941.0,22066.0,21694.0,Balance Sheet
Ttl Comm. Shares Outs.,,,450.0,415.0,368.0,341.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,27.0,62.0,109.0,137.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,1949.0,1810.0,2344.0,2496.0,Income Statement
"Cost of Revenue, Total",,,1065.0,1053.0,1199.0,1282.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,190.0,235.0,257.0,246.0,Income Statement
Depreciation/Amortization,,,120.0,33.0,142.0,330.0,Income Statement
Restructuring Charge,,,0.0,0.0,0.0,0.0,Income Statement
Impair-Assets Held for Use,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,0.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,0.0,0.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,642.0,-111.0,-459.0,-79.0,Income Statement
Total Operating Expense,,,2017.0,1210.0,1139.0,1779.0,Income Statement
Total Operating Income,,,-68.0,600.0,1205.0,717.0,Income Statement
"Inter Expse,Net Non-Operat",,,-69.0,-44.0,-86.0,-70.0,Income Statement
Income Before Tax,,,-137.0,556.0,1119.0,647.0,Income Statement
Income Tax - Total,,,125.0,130.0,179.0,70.0,Income Statement
Income After Tax,,,-262.0,426.0,940.0,577.0,Income Statement
Minority Interest,,,2.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,-260.0,426.0,940.0,577.0,Income Statement
