,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,31.68,75.49,141.85,287.35,294.0,226.49,,,,,
low,24.93,25.13,59.28,88.66,196.78,44.12,,,,,
change,-0.1815,1.4971,0.8882,1.1778,-0.12890000000000001,-0.7754000000000001,,,,,
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,372.0,260.0,194.0,216.0,Balance Sheet
Short Term Investments,,,,,,,2110.0,2242.0,2293.0,2261.0,Balance Sheet
Cash and Short Term Invs,,,,,,,2482.0,2502.0,2487.0,2477.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,257.0,402.0,263.0,328.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-4.0,-4.0,-4.0,Balance Sheet
"Total Receivables, Net",,,,,,,254.0,398.0,259.0,323.0,Balance Sheet
Prepaid Expenses,,,,,,,52.0,62.0,73.0,62.0,Balance Sheet
Restricted Cash - Current,,,,,,,5.0,5.0,3.0,2.0,Balance Sheet
Other Current Assets,,,,,,,60.0,75.0,77.0,81.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,66.0,80.0,80.0,83.0,Balance Sheet
Total Current Assets,,,,,,,2853.0,3041.0,2899.0,2946.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,215.0,213.0,211.0,209.0,Balance Sheet
"Goodwill, Net",,,,,,,5401.0,5401.0,5401.0,5400.0,Balance Sheet
Intangibles - Gross,,,,,,,415.0,418.0,422.0,428.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-79.0,-101.0,-124.0,-147.0,Balance Sheet
Intangibles - Net,,,,,,,336.0,317.0,299.0,281.0,Balance Sheet
Deferred Charges,,,,,,,146.0,191.0,188.0,191.0,Balance Sheet
Restricted Cash - LT,,,,,,,10.0,8.0,8.0,7.0,Balance Sheet
Other Long Term Assets,,,,,,,36.0,35.0,40.0,39.0,Balance Sheet
Total Assets,,,,,,,8997.0,9206.0,9046.0,9074.0,Balance Sheet
Accounts Payable,,,,,,,12.0,20.0,34.0,44.0,Balance Sheet
Accrued Expenses,,,,,,,201.0,233.0,194.0,194.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,16.0,16.0,5.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,760.0,973.0,952.0,994.0,Balance Sheet
Total Current Liabilities,,,,,,,988.0,1243.0,1185.0,1237.0,Balance Sheet
Total Long Term Debt,,,,,,,1794.0,1816.0,2189.0,2190.0,Balance Sheet
Total Debt,,,,,,,1810.0,1832.0,2194.0,2195.0,Balance Sheet
"Other Liabilities, Total",,,,,,,230.0,225.0,199.0,194.0,Balance Sheet
Total Liabilities,,,,,,,3012.0,3284.0,3573.0,3621.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,7559.0,7750.0,7412.0,7607.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1575.0,-1816.0,-1903.0,-2113.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,-12.0,-36.0,-41.0,Balance Sheet
Total Equity,,,,,,,5985.0,5922.0,5473.0,5453.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,8997.0,9206.0,9046.0,9074.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,148.0,150.0,151.0,152.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,7.0,7.0,7.0,7.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,155.0,157.0,158.0,159.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,,,,,350680.0,383015.0,414943.0,451807.0,Income Statement
"Cost of Revenue, Total",,,,,,,109674.0,119502.0,131165.0,137694.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,226646.0,254023.0,281599.0,286832.0,Income Statement
Labor & Related Expense,,,,,,,82381.0,76462.0,80217.0,79507.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,309027.0,330485.0,361816.0,366339.0,Income Statement
Research & Development,,,,,,,130535.0,147454.0,161651.0,155836.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,549236.0,597441.0,654632.0,659869.0,Income Statement
Total Operating Income,,,,,,,-198556.0,-214426.0,-239689.0,-208062.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-23144.0,-23406.0,-2868.0,-2915.0,Income Statement
"Inter Income, Non-Operating",,,,,,,1056.0,2146.0,304.0,4121.0,Income Statement
"Invest Income, Non-Operat",,,,,,,,,1400.0,600.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,1056.0,2146.0,1704.0,4721.0,Income Statement
Income Before Tax,,,,,,,-220644.0,-235686.0,-240853.0,-206256.0,Income Statement
Income Tax - Total,,,,,,,667.0,5500.0,1860.0,4216.0,Income Statement
Income After Tax,,,,,,,-221311.0,-241186.0,-242713.0,-210472.0,Income Statement
Net Inc Before Extra Items,,,,,,,-221311.0,-241186.0,-242713.0,-210472.0,Income Statement
Total Net Income,,,,,,,-221311.0,-241186.0,-242713.0,-210472.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-221311.0,-241186.0,-242713.0,-210472.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-221311.0,-241186.0,-242713.0,-210472.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,153756.0,154798.0,155875.0,157400.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-1.44,-1.56,-1.56,-1.34,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-1.44,-1.56,-1.56,-1.34,Income Statement
Diluted Weighted Average Shares,,,,,,,153756.0,154798.0,155875.0,157400.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-1.44,-1.56,-1.56,-1.34,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-1.44,-1.56,-1.56,-1.34,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,23144.0,23406.0,2868.0,2915.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,9328.0,8581.0,7360.0,6488.0,Income Statement
Total Special Items,,,,,,,10060.0,10003.0,6555.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,-210584.0,-225683.0,-234298.0,-206256.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,3521.0,3501.0,2294.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,4188.0,9001.0,4154.0,4216.0,Income Statement
Normalized Income After Tax,,,,,,,-214772.0,-234684.0,-238452.0,-210472.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-214772.0,-234684.0,-238452.0,-210472.0,Income Statement
Basic Normalized EPS,,,,,,,-1.4,-1.52,-1.53,-1.34,Income Statement
Diluted Normalized EPS,,,,,,,-1.4,-1.52,-1.53,-1.34,Income Statement
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,,,,-607.0,-848.0,-243.0,-453.0,Cash Flow
Depreciation/Depletion,,,,,,,77.0,108.0,30.0,60.0,Cash Flow
Deferred Taxes,,,,,,,-14.0,-6.0,0.0,2.0,Cash Flow
Unusual Items,,,,,,,-5.0,-7.0,-1.0,-2.0,Cash Flow
Other Non-Cash Items,,,,,,,518.0,717.0,191.0,386.0,Cash Flow
Non-Cash Items,,,,,,,512.0,710.0,189.0,384.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,3.0,3.0,1.0,3.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,4.0,6.0,1.0,3.0,Cash Flow
Accounts Receivable,,,,,,,-30.0,-175.0,139.0,74.0,Cash Flow
Prepaid Expenses,,,,,,,5.0,-7.0,-13.0,-2.0,Cash Flow
Other Assets,,,,,,,-76.0,-148.0,-15.0,-37.0,Cash Flow
Accounts Payable,,,,,,,0.0,7.0,15.0,25.0,Cash Flow
Accrued Expenses,,,,,,,25.0,47.0,-59.0,-67.0,Cash Flow
Changes in Working Capital,,,,,,,123.0,141.0,42.0,8.0,Cash Flow
Total Cash from Operations,,,,,,,91.0,104.0,19.0,0.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-6.0,-12.0,-5.0,-7.0,Cash Flow
