,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,93.74,106.74,100.13,131.95,92.2,99.74,,,,,
low,80.1,75.81,62.88,68.25,71.59,70.73,,,,,
change,0.0746,-0.0415,0.0298,0.0316,-0.0088,0.1001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,587.0,605.0,620.0,762.0,Balance Sheet
Short Term Investments,,,,,,,427.0,451.0,490.0,512.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1014.0,1056.0,1110.0,1274.0,Balance Sheet
"Total Receivables, Net",,,,,,,373.0,430.0,467.0,420.0,Balance Sheet
Invent. - Finished Goods,,,,,,,281.0,292.0,268.0,304.0,Balance Sheet
Invent. - Work In Progress,,,,,,,415.0,402.0,429.0,426.0,Balance Sheet
Invent. - Raw Materials,,,,,,,80.0,92.0,104.0,109.0,Balance Sheet
Total Inventory,,,,,,,777.0,786.0,802.0,839.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,110.0,121.0,139.0,150.0,Balance Sheet
Total Current Assets,,,,,,,2274.0,2394.0,2518.0,2683.0,Balance Sheet
Buildings,,,,,,,830.0,,,,Balance Sheet
Land/Improvements,,,,,,,101.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,646.0,,,,Balance Sheet
Construction in Progress,,,,,,,137.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,43.0,1781.0,1811.0,1834.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1756.0,1781.0,1811.0,1834.0,Balance Sheet
Accumulated Depreciation,,,,,,,-721.0,-741.0,-762.0,-782.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1035.0,1040.0,1049.0,1052.0,Balance Sheet
"Goodwill, Net",,,,,,,196.0,196.0,196.0,196.0,Balance Sheet
Intangibles - Gross,,,,,,,677.0,679.0,689.0,690.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-289.0,-304.0,-320.0,-336.0,Balance Sheet
Intangibles - Net,,,,,,,389.0,374.0,369.0,354.0,Balance Sheet
Long Term Investments,,,,,,,508.0,463.0,413.0,372.0,Balance Sheet
Other Long Term Assets,,,,,,,152.0,149.0,152.0,152.0,Balance Sheet
Total Assets,,,,,,,6003.0,6063.0,6146.0,6264.0,Balance Sheet
Payable/Accrued,,,,,,,203.0,188.0,199.0,207.0,Balance Sheet
Accrued Expenses,,,,,,,269.0,214.0,218.0,264.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,7.0,0.0,0.0,0.0,Balance Sheet
Income Taxes Payable,,,,,,,2.0,5.0,2.0,,Balance Sheet
Other Payables,,,,,,,4.0,6.0,4.0,8.0,Balance Sheet
Other Current Liabilities,,,,,,,54.0,77.0,40.0,41.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,67.0,88.0,47.0,50.0,Balance Sheet
Total Current Liabilities,,,,,,,540.0,490.0,465.0,521.0,Balance Sheet
Total Long Term Debt,,,,,,,1079.0,1080.0,1081.0,1082.0,Balance Sheet
Total Debt,,,,,,,1079.0,1080.0,1081.0,1082.0,Balance Sheet
"Other Liabilities, Total",,,,,,,114.0,101.0,95.0,92.0,Balance Sheet
Total Liabilities,,,,,,,1733.0,1671.0,1641.0,1696.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,5192.0,5206.0,5273.0,5336.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-926.0,-805.0,-777.0,-789.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-1.0,-9.0,-12.0,-15.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,0.0,,,,Balance Sheet
Other Equity,,,,,,,-10.0,-9.0,-9.0,-9.0,Balance Sheet
Other Comprehensive Income,,,,,,,16.0,8.0,31.0,46.0,Balance Sheet
"Other Equity, Total",,,,,,,6.0,-1.0,21.0,37.0,Balance Sheet
Total Equity,,,,,,,4271.0,4391.0,4505.0,4569.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,6003.0,6063.0,6146.0,6264.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,184.0,185.0,185.0,186.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,450.0,519.0,534.0,505.0,Income Statement
"Cost of Revenue, Total",,,,,,,120.0,117.0,123.0,116.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,190.0,168.0,168.0,184.0,Income Statement
Labor & Related Expense,,,,,,,27.0,26.0,29.0,33.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,218.0,195.0,197.0,217.0,Income Statement
Research & Development,,,,,,,161.0,161.0,158.0,158.0,Income Statement
Depreciation/Amortization,,,,,,,16.0,16.0,16.0,16.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,-108.0,0.0,0.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,0.0,-108.0,0.0,0.0,Income Statement
"Other, Net",,,,,,,0.0,-1.0,-3.0,0.0,Income Statement
"Other Operat Expse, Total",,,,,,,2.0,2.0,1.0,1.0,Income Statement
Total Operating Expense,,,,,,,516.0,382.0,495.0,508.0,Income Statement
Total Operating Income,,,,,,,-66.0,137.0,39.0,-2.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-4.0,-4.0,-4.0,-5.0,Income Statement
"Inter Income, Non-Operating",,,,,,,2.0,2.0,3.0,5.0,Income Statement
"Invest Income, Non-Operat",,,,,,,1.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,3.0,2.0,3.0,5.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,0.0,-1.0,-3.0,0.0,Income Statement
Income Before Tax,,,,,,,-67.0,134.0,35.0,-2.0,Income Statement
Income Tax - Total,,,,,,,-5.0,13.0,7.0,5.0,Income Statement
Income After Tax,,,,,,,-62.0,121.0,28.0,-7.0,Income Statement
Net Inc Before Extra Items,,,,,,,-62.0,121.0,28.0,-7.0,Income Statement
Total Extraordinary Items,,,,,,,4.0,,,,Income Statement
Total Net Income,,,,,,,-58.0,121.0,28.0,-7.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-62.0,121.0,28.0,-7.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-58.0,121.0,28.0,-7.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,184.0,184.0,185.0,186.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.34,0.66,0.15,-0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.32,0.66,0.15,-0.04,Income Statement
Diluted Weighted Average Shares,,,,,,,184.0,195.0,187.0,186.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.34,0.62,0.15,-0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.32,0.62,0.15,-0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,4.0,4.0,4.0,5.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,10.0,12.0,10.0,9.0,Income Statement
Total Special Items,,,,,,,0.0,-108.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,-67.0,26.0,35.0,-2.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,-11.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,-5.0,3.0,7.0,5.0,Income Statement
Normalized Income After Tax,,,,,,,-62.0,24.0,28.0,-7.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-62.0,24.0,28.0,-7.0,Income Statement
Basic Normalized EPS,,,,,,,-0.34,0.13,0.15,-0.04,Income Statement
Diluted Normalized EPS,,,,,,,-0.34,0.12,0.15,-0.04,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-64080.0,120798.0,148462.0,141810.0,Cash Flow
Depreciation/Depletion,,,,,,,108039.0,27343.0,52614.0,77416.0,Cash Flow
Deferred Taxes,,,,,,,-15608.0,4800.0,3455.0,-743.0,Cash Flow
Unusual Items,,,,,,,6216.0,-112898.0,-118995.0,-121832.0,Cash Flow
Other Non-Cash Items,,,,,,,203935.0,51218.0,100025.0,155704.0,Cash Flow
Non-Cash Items,,,,,,,210151.0,-61680.0,-18970.0,33872.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,18153.0,1316.0,11821.0,13425.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,10395.0,1422.0,5137.0,6575.0,Cash Flow
Accounts Receivable,,,,,,,65574.0,-54813.0,-92562.0,-53752.0,Cash Flow
Inventories,,,,,,,-35060.0,1125.0,-1431.0,-27419.0,Cash Flow
Other Assets,,,,,,,23167.0,-6571.0,-2852.0,3582.0,Cash Flow
Payable/Accrued,,,,,,,15689.0,-78143.0,-76345.0,-2398.0,Cash Flow
Changes in Working Capital,,,,,,,66034.0,-136692.0,-174766.0,-83239.0,Cash Flow
Total Cash from Operations,,,,,,,304536.0,-45431.0,10795.0,169116.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-95578.0,-28817.0,-55971.0,-85271.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-23647.0,-1858.0,-2739.0,-9910.0,Cash Flow
Capital Expenditures,,,,,,,-119225.0,-30675.0,-58710.0,-95181.0,Cash Flow
Sale of Business,,,,,,,0.0,110000.0,110000.0,110000.0,Cash Flow
Sale/Maturity of Investment,,,,,,,691049.0,155818.0,311598.0,477244.0,Cash Flow
Purchase of Investments,,,,,,,-937143.0,-147361.0,-304805.0,-457382.0,Cash Flow
Other Investing Cash Flow,,,,,,,-994.0,,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-247088.0,118457.0,116793.0,129862.0,Cash Flow
Total Cash from Investing,,,,,,,-366313.0,87782.0,58083.0,34681.0,Cash Flow
Financing Cash Flow Items,,,,,,,-46203.0,-32949.0,-65431.0,-71750.0,Cash Flow
"Common Stock, Net",,,,,,,0.0,,,,Cash Flow
Options Exercised,,,,,,,49194.0,8235.0,29493.0,43866.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,49194.0,8235.0,29493.0,43866.0,Cash Flow
Long Term Debt Issued,,,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,,,-3039.0,-566.0,-1122.0,-1635.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-3039.0,-566.0,-1122.0,-1635.0,Cash Flow
Total Cash From Financing,,,,,,,-48.0,-25280.0,-37060.0,-29519.0,Cash Flow
Foreign Exchange Effects,,,,,,,-57.0,1093.0,708.0,-39.0,Cash Flow
Net Change in Cash,,,,,,,-61882.0,18164.0,32526.0,174239.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,649158.0,587276.0,587276.0,587276.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,587276.0,605440.0,619802.0,761515.0,Cash Flow
"Depreciation, Supplemental",,,,,,,108039.0,27343.0,52614.0,77416.0,Cash Flow
Free Cash Flow,,,,,,,185311.0,-76106.0,-47915.0,73935.0,
FCF Growth,,,,,,,,-1.4106933749210786,-0.37041757548682097,-2.543044975477408,
