,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,22.55,14.9,,,,,
low,8.53,2.47,,,,,
change,-0.1999,-0.8229000000000001,,,,,
Date,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,447.0,410.0,426.0,363.0,Balance Sheet
"Trade Accts Recvble, Gross",,,90.0,105.0,76.0,55.0,Balance Sheet
Prov. for Doubtful Accts,,,0.0,0.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,90.0,105.0,76.0,54.0,Balance Sheet
Invent. - Finished Goods,,,21.0,46.0,61.0,74.0,Balance Sheet
Invent. - Work In Progress,,,11.0,11.0,16.0,11.0,Balance Sheet
Invent. - Raw Materials,,,34.0,34.0,57.0,87.0,Balance Sheet
Inventories - Other,,,5.0,-3.0,-1.0,-33.0,Balance Sheet
Total Inventory,,,71.0,88.0,133.0,139.0,Balance Sheet
Prepaid Expenses,,,48.0,46.0,43.0,50.0,Balance Sheet
Restricted Cash - Current,,,12.0,14.0,14.0,1.0,Balance Sheet
Other Current Assets,,,2.0,7.0,10.0,12.0,Balance Sheet
"Other Curr. Assets, Total",,,14.0,21.0,24.0,14.0,Balance Sheet
Total Current Assets,,,670.0,670.0,701.0,620.0,Balance Sheet
Buildings,,,26.0,19.0,20.0,22.0,Balance Sheet
Machinery/Equipment,,,176.0,195.0,202.0,207.0,Balance Sheet
Construction in Progress,,,1.0,4.0,11.0,22.0,Balance Sheet
Other Prop./Plant/Equip.,,,80.0,80.0,85.0,88.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,283.0,299.0,319.0,338.0,Balance Sheet
Accumulated Depreciation,,,-35.0,-42.0,-52.0,-62.0,Balance Sheet
Prop./Plant/Equip. - Net,,,247.0,257.0,267.0,276.0,Balance Sheet
Intangibles - Gross,,,6.0,10.0,12.0,14.0,Balance Sheet
Accum. Intangible Amort.,,,-2.0,-2.0,-3.0,-3.0,Balance Sheet
Intangibles - Net,,,4.0,8.0,9.0,11.0,Balance Sheet
Deferred Charges,,,0.0,2.0,0.0,,Balance Sheet
Restricted Cash - LT,,,0.0,,,,Balance Sheet
Other Long Term Assets,,,1.0,4.0,6.0,7.0,Balance Sheet
Total Assets,,,922.0,940.0,984.0,914.0,Balance Sheet
Accounts Payable,,,35.0,37.0,49.0,38.0,Balance Sheet
Accrued Expenses,,,30.0,37.0,47.0,83.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,3.0,3.0,3.0,3.0,Balance Sheet
Customer Advances,,,76.0,82.0,85.0,86.0,Balance Sheet
Income Taxes Payable,,,37.0,8.0,8.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,114.0,90.0,93.0,86.0,Balance Sheet
Total Current Liabilities,,,182.0,167.0,192.0,210.0,Balance Sheet
Long Term Debt,,,0.0,0.0,,,Balance Sheet
Capital Lease Obligations,,,4.0,3.0,3.0,2.0,Balance Sheet
Total Long Term Debt,,,4.0,3.0,3.0,2.0,Balance Sheet
Total Debt,,,6.0,6.0,5.0,5.0,Balance Sheet
"Other Liabilities, Total",,,82.0,63.0,64.0,62.0,Balance Sheet
Total Liabilities,,,268.0,233.0,259.0,274.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,713.0,731.0,746.0,761.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-58.0,-24.0,-21.0,-120.0,Balance Sheet
Total Equity,,,654.0,707.0,725.0,640.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,922.0,940.0,984.0,914.0,Balance Sheet
Ttl Comm. Shares Outs.,,,146.0,146.0,147.0,148.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,223679.0,192506.0,179410.0,87700.0,Income Statement
"Cost of Revenue, Total",,,88569.0,102796.0,86697.0,101898.0,Income Statement
Selling/Gen/Admin Expense,,,19286.0,33712.0,50706.0,32898.0,Income Statement
Labor & Related Expense,,,19370.0,10938.0,10372.0,9484.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,38656.0,44650.0,61078.0,42382.0,Income Statement
Research & Development,,,9079.0,21679.0,28787.0,44000.0,Income Statement
Restructuring Charge,,,,,,1883.0,Income Statement
Other Unusual Expnse (In),,,0.0,0.0,,,Income Statement
