,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,119.82,163.68,152.93,200.98,179.98,212.62,,,,,
low,112.3,112.78,120.99,123.64,141.65,155.44,,,,,
change,0.0171,0.0784,0.1696,0.106,0.0325,0.1457,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,29.0,40.0,49.0,32.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,256.0,243.0,373.0,272.0,Balance Sheet
Other Receivables,,,,,,,23.0,5.0,14.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,279.0,248.0,386.0,272.0,Balance Sheet
Prepaid Expenses,,,,,,,96.0,106.0,101.0,110.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,20.0,20.0,0.0,Balance Sheet
Other Current Assets,,,,,,,62.0,57.0,57.0,71.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,62.0,77.0,77.0,71.0,Balance Sheet
Total Current Assets,,,,,,,467.0,471.0,614.0,485.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,774.0,740.0,744.0,750.0,Balance Sheet
Accumulated Depreciation,,,,,,,-481.0,-475.0,-486.0,-495.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,293.0,265.0,259.0,255.0,Balance Sheet
"Goodwill, Net",,,,,,,687.0,687.0,687.0,804.0,Balance Sheet
Intangibles - Net,,,,,,,491.0,498.0,506.0,632.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,59.0,60.0,68.0,68.0,Balance Sheet
Other Long Term Assets,,,,,,,149.0,155.0,178.0,186.0,Balance Sheet
Total Assets,,,,,,,2281.0,2272.0,2456.0,2578.0,Balance Sheet
Accounts Payable,,,,,,,14.0,14.0,21.0,20.0,Balance Sheet
Accrued Expenses,,,,,,,150.0,155.0,192.0,148.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,209.0,150.0,331.0,275.0,Balance Sheet
Income Taxes Payable,,,,,,,,,,27.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,209.0,150.0,331.0,302.0,Balance Sheet
Total Current Liabilities,,,,,,,373.0,320.0,544.0,470.0,Balance Sheet
Long Term Debt,,,,,,,240.0,225.0,115.0,245.0,Balance Sheet
Capital Lease Obligations,,,,,,,0.0,0.0,,,Balance Sheet
Total Long Term Debt,,,,,,,240.0,225.0,115.0,245.0,Balance Sheet
Total Debt,,,,,,,240.0,225.0,115.0,245.0,Balance Sheet
Deferred Income Tax,,,,,,,272.0,276.0,293.0,280.0,Balance Sheet
"Other Liabilities, Total",,,,,,,123.0,122.0,122.0,122.0,Balance Sheet
Total Liabilities,,,,,,,1009.0,943.0,1074.0,1117.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,535.0,543.0,551.0,560.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2543.0,2592.0,2636.0,2707.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1807.0,-1807.0,-1807.0,-1807.0,Balance Sheet
