,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,68.39,105.09,249.73,320.54,,,,,
low,24.58,22.01,91.47,113.36,,,,,
change,0.7709999999999999,1.335,0.7193,0.43320000000000003,,,,,
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,89209.0,66252.0,99913.0,127779.0,Balance Sheet
Short Term Investments,,,,,111772.0,134875.0,124993.0,122888.0,Balance Sheet
Cash and Short Term Invs,,,,,200981.0,201127.0,224906.0,250667.0,Balance Sheet
"Total Receivables, Net",,,,,37435.0,47842.0,59797.0,64224.0,Balance Sheet
Invent. - Finished Goods,,,,,20326.0,26327.0,33891.0,40990.0,Balance Sheet
Invent. - Work In Progress,,,,,13315.0,12049.0,9446.0,9923.0,Balance Sheet
Invent. - Raw Materials,,,,,7685.0,13627.0,15705.0,17438.0,Balance Sheet
Inventories - Other,,,,,1652.0,1366.0,986.0,623.0,Balance Sheet
Total Inventory,,,,,42978.0,53369.0,60028.0,68974.0,Balance Sheet
Prepaid Expenses,,,,,4508.0,7572.0,7275.0,11393.0,Balance Sheet
Total Current Assets,,,,,285902.0,309910.0,352006.0,395258.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,51857.0,54615.0,58298.0,72372.0,Balance Sheet
Long Term Investments,,,,,5987.0,5940.0,4476.0,4573.0,Balance Sheet
Other Long Term Assets,,,,,1936.0,2055.0,2365.0,3606.0,Balance Sheet
Total Assets,,,,,345682.0,372520.0,417145.0,475809.0,Balance Sheet
Accounts Payable,,,,,3520.0,8467.0,5266.0,3469.0,Balance Sheet
Accrued Expenses,,,,,42608.0,34313.0,49941.0,50752.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,5500.0,8250.0,11000.0,0.0,Balance Sheet
Total Current Liabilities,,,,,51628.0,51030.0,66207.0,54221.0,Balance Sheet
Total Long Term Debt,,,,,11630.0,9033.0,6440.0,14853.0,Balance Sheet
Total Debt,,,,,17130.0,17283.0,17440.0,14853.0,Balance Sheet
"Other Liabilities, Total",,,,,40594.0,44634.0,39430.0,50805.0,Balance Sheet
Total Liabilities,,,,,103852.0,104697.0,112077.0,119879.0,Balance Sheet
Redeemable Preferred Stock,,,,,,0.0,0.0,,Balance Sheet
Common Stock,,,,,35.0,36.0,36.0,36.0,Balance Sheet
Additional Paid-In Capital,,,,,494806.0,507092.0,519096.0,535230.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-252809.0,-238288.0,-212727.0,-177724.0,Balance Sheet
