,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,73.15,86.03,80.44,87.06,87.4,85.33,,,,,
low,61.9,48.97,50.29,46.64,66.73,54.9,,,,,
change,0.11599999999999999,-0.2862,0.5269,-0.09699999999999999,0.1577,-0.2345,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,124.0,110.0,74.0,59.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,217.0,205.0,221.0,225.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-5.0,-6.0,-5.0,-5.0,Balance Sheet
"Total Receivables, Net",,,,,,,211.0,200.0,216.0,219.0,Balance Sheet
Invent. - Finished Goods,,,,,,,108.0,116.0,127.0,142.0,Balance Sheet
Invent. - Raw Materials,,,,,,,96.0,112.0,111.0,109.0,Balance Sheet
LIFO Reserve,,,,,,,-43.0,-44.0,-49.0,-51.0,Balance Sheet
Total Inventory,,,,,,,161.0,184.0,189.0,200.0,Balance Sheet
Prepaid Expenses,,,,,,,31.0,31.0,43.0,44.0,Balance Sheet
Total Current Assets,,,,,,,527.0,525.0,521.0,522.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,431.0,436.0,431.0,427.0,Balance Sheet
Accumulated Depreciation,,,,,,,-258.0,-265.0,-262.0,-261.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,214.0,210.0,206.0,198.0,Balance Sheet
"Goodwill, Gross",,,,,,,234.0,230.0,217.0,202.0,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-41.0,-40.0,-37.0,-33.0,Balance Sheet
"Goodwill, Net",,,,,,,193.0,190.0,180.0,169.0,Balance Sheet
Intangibles - Gross,,,,,,,203.0,199.0,188.0,176.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-105.0,-107.0,-105.0,-102.0,Balance Sheet
Intangibles - Net,,,,,,,98.0,92.0,83.0,74.0,Balance Sheet
Other Long Term Assets,,,,,,,30.0,34.0,35.0,43.0,Balance Sheet
Total Assets,,,,,,,1062.0,1050.0,1025.0,1005.0,Balance Sheet
Accounts Payable,,,,,,,122.0,120.0,120.0,110.0,Balance Sheet
Accrued Expenses,,,,,,,93.0,48.0,50.0,47.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,4.0,5.0,5.0,5.0,Balance Sheet
Customer Advances,,,,,,,8.0,9.0,8.0,7.0,Balance Sheet
Other Current Liabilities,,,,,,,64.0,85.0,81.0,75.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,72.0,94.0,89.0,82.0,Balance Sheet
Total Current Liabilities,,,,,,,290.0,266.0,265.0,244.0,Balance Sheet
Total Long Term Debt,,,,,,,263.0,277.0,261.0,276.0,Balance Sheet
Total Debt,,,,,,,268.0,282.0,266.0,282.0,Balance Sheet
Deferred Income Tax,,,,,,,21.0,20.0,18.0,16.0,Balance Sheet
Minority Interest,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,16.0,16.0,15.0,16.0,Balance Sheet
Other LT Liabilities,,,,,,,36.0,34.0,32.0,26.0,Balance Sheet
"Other Liabilities, Total",,,,,,,52.0,50.0,48.0,42.0,Balance Sheet
Total Liabilities,,,,,,,628.0,614.0,593.0,580.0,Balance Sheet
Common Stock,,,,,,,7.0,7.0,7.0,7.0,Balance Sheet
Additional Paid-In Capital,,,,,,,54.0,55.0,55.0,57.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,411.0,416.0,428.0,439.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-36.0,-40.0,-57.0,-77.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-2.0,-2.0,-2.0,-2.0,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,,1.0,1.0,Balance Sheet
"Other Equity, Total",,,,,,,-38.0,-42.0,-58.0,-78.0,Balance Sheet
Total Equity,,,,,,,434.0,436.0,433.0,425.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1062.0,1050.0,1025.0,1005.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,19.0,19.0,19.0,19.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,276400.0,258100.0,280200.0,262900.0,Income Statement
"Cost of Revenue, Total",,,,,,,175000.0,159200.0,174100.0,162200.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,88800.0,76400.0,78700.0,70900.0,Income Statement
Research & Development,,,,,,,8100.0,7700.0,7900.0,7900.0,Income Statement
Restructuring Charge,,,,,,,1200.0,200.0,400.0,500.0,Income Statement
Other Unusual Expnse (In),,,,,,,-9800.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,-8600.0,200.0,-3300.0,500.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,,,-3700.0,0.0,Income Statement
Total Operating Expense,,,,,,,263300.0,243500.0,257400.0,241500.0,Income Statement
Total Operating Income,,,,,,,13100.0,14600.0,22800.0,21400.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-700.0,-300.0,-1200.0,-2200.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,-500.0,600.0,-1000.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-300.0,-200.0,-300.0,600.0,Income Statement
"Other, Net",,,,,,,-300.0,-200.0,-300.0,600.0,Income Statement
Income Before Tax,,,,,,,11600.0,14700.0,20300.0,19800.0,Income Statement
Income Tax - Total,,,,,,,3700.0,4400.0,3700.0,4200.0,Income Statement
Income After Tax,,,,,,,7900.0,10300.0,16600.0,15600.0,Income Statement
Minority Interest,,,,,,,0.0,,,,Income Statement
Net Inc Before Extra Items,,,,,,,7900.0,10300.0,16600.0,15600.0,Income Statement
Total Net Income,,,,,,,7900.0,10300.0,16600.0,15600.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,7900.0,10300.0,16600.0,15600.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,7900.0,10300.0,16600.0,15600.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,18440.0,18463.0,18507.0,18516.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.43,0.56,0.9,0.84,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.43,0.56,0.9,0.84,Income Statement
Diluted Weighted Average Shares,,,,,,,18787.0,18800.0,18684.0,18692.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.42,0.55,0.89,0.83,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.42,0.55,0.89,0.83,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.25,0.25,0.25,0.25,Income Statement
Gross Divid - Common Stock,,,,,,,4600.0,4600.0,4600.0,4800.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,700.0,300.0,1200.0,2200.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,8600.0,8200.0,8200.0,7600.0,Income Statement
Total Special Items,,,,,,,-8100.0,200.0,-3300.0,500.0,Income Statement
Normalzd Income Before Tax,,,,,,,3500.0,14900.0,17000.0,20300.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-2584.0,60.0,-601.0,106.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,1116.0,4460.0,3099.0,4306.0,Income Statement
Normalized Income After Tax,,,,,,,2384.0,10440.0,13901.0,15994.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,2384.0,10440.0,13901.0,15994.0,Income Statement
Basic Normalized EPS,,,,,,,0.13,0.57,0.75,0.86,Income Statement
Diluted Normalized EPS,,,,,,,0.13,0.56,0.74,0.86,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,64900.0,10300.0,26900.0,42500.0,Cash Flow
Depreciation/Depletion,,,,,,,33100.0,8200.0,16400.0,24000.0,Cash Flow
Amortization,,,,,,,20000.0,4500.0,8400.0,12100.0,Cash Flow
Deferred Taxes,,,,,,,-15000.0,-1300.0,-4400.0,-6300.0,Cash Flow
Unusual Items,,,,,,,2200.0,0.0,-3700.0,-3700.0,Cash Flow
Other Non-Cash Items,,,,,,,11000.0,2200.0,3400.0,4900.0,Cash Flow
Non-Cash Items,,,,,,,13200.0,2200.0,-300.0,1200.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,19500.0,1300.0,10700.0,21900.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,11700.0,1000.0,2500.0,5400.0,Cash Flow
Accounts Receivable,,,,,,,-20300.0,10100.0,-9500.0,-17300.0,Cash Flow
Inventories,,,,,,,-56000.0,-29000.0,-44700.0,-65500.0,Cash Flow
Accounts Payable,,,,,,,19100.0,2000.0,6500.0,-1200.0,Cash Flow
Accrued Expenses,,,,,,,8300.0,-12600.0,-8700.0,-10400.0,Cash Flow
Changes in Working Capital,,,,,,,-46800.0,-34000.0,-70600.0,-112300.0,Cash Flow
Total Cash from Operations,,,,,,,69400.0,-10100.0,-23600.0,-38800.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-19400.0,-5000.0,-10500.0,-19400.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-100.0,0.0,,0.0,Cash Flow
Capital Expenditures,,,,,,,-19500.0,-5000.0,-10500.0,-19400.0,Cash Flow
Acquisition of Business,,,,,,,0.0,,,,Cash Flow
Sale of Business,,,,,,,24700.0,0.0,4100.0,4100.0,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,,,,Cash Flow
"Investment, Net",,,,,,,-3700.0,-3700.0,-4000.0,-4100.0,Cash Flow
Other Investing Cash Flow,,,,,,,200.0,100.0,300.0,400.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,21200.0,-3600.0,400.0,400.0,Cash Flow
Total Cash from Investing,,,,,,,1700.0,-8600.0,-10100.0,-19000.0,Cash Flow
Financing Cash Flow Items,,,,,,,-2500.0,0.0,0.0,0.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-17500.0,-4600.0,-9200.0,-14000.0,Cash Flow
Sale/Issuance of Common,,,,,,,5000.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,,-15000.0,-1200.0,-1400.0,-1200.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-10000.0,-1200.0,-1400.0,-1200.0,Cash Flow
Long Term Debt Issued,,,,,,,315800.0,15000.0,15000.0,32000.0,Cash Flow
Long Term Debt Reduction,,,,,,,-370400.0,-900.0,-16600.0,-18000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-54500.0,14100.0,-1600.0,14000.0,Cash Flow
Total Cash From Financing,,,,,,,-84500.0,8300.0,-12200.0,-1200.0,Cash Flow
