,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,13.18,10.9,,,,,
low,7.08,1.28,,,,,
change,-0.29,-0.751,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,207602.0,104426.0,43509.0,40347.0,Balance Sheet
Short Term Investments,,,15483.0,81725.0,98287.0,72478.0,Balance Sheet
Cash and Short Term Invs,,,223085.0,186151.0,141796.0,112825.0,Balance Sheet
"Trade Accts Recvble, Gross",,,12845.0,10263.0,11884.0,20989.0,Balance Sheet
Prov. for Doubtful Accts,,,-67.0,-67.0,-67.0,-67.0,Balance Sheet
"Total Receivables, Net",,,13052.0,11626.0,12222.0,23292.0,Balance Sheet
Invent. - Work In Progress,,,5885.0,10731.0,17227.0,17562.0,Balance Sheet
Invent. - Raw Materials,,,16594.0,32089.0,44682.0,51751.0,Balance Sheet
Total Inventory,,,22479.0,42820.0,61909.0,69313.0,Balance Sheet
Prepaid Expenses,,,9458.0,9449.0,6695.0,4623.0,Balance Sheet
Total Current Assets,,,268074.0,250046.0,222622.0,210053.0,Balance Sheet
Buildings,,,2771.0,10948.0,13635.0,15131.0,Balance Sheet
Machinery/Equipment,,,3680.0,4286.0,7927.0,8551.0,Balance Sheet
Construction in Progress,,,6273.0,210.0,0.0,171.0,Balance Sheet
Other Prop./Plant/Equip.,,,88.0,202.0,209.0,181.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,12812.0,15646.0,21771.0,24034.0,Balance Sheet
Accumulated Depreciation,,,-2766.0,-3208.0,-4054.0,-4826.0,Balance Sheet
Prop./Plant/Equip. - Net,,,18412.0,22039.0,25845.0,27292.0,Balance Sheet
Other Long Term Assets,,,16231.0,15389.0,14948.0,20132.0,Balance Sheet
Total Assets,,,302717.0,287474.0,263415.0,257477.0,Balance Sheet
Accounts Payable,,,9882.0,19609.0,15744.0,14134.0,Balance Sheet
Accrued Expenses,,,9414.0,12121.0,16485.0,19682.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,5114.0,5116.0,5119.0,1954.0,Balance Sheet
"Other Curr. Lblts, Total",,,22252.0,19386.0,16175.0,26041.0,Balance Sheet
Total Current Liabilities,,,46662.0,56232.0,53523.0,61811.0,Balance Sheet
Total Long Term Debt,,,2956.0,2422.0,1889.0,4356.0,Balance Sheet
Total Debt,,,8070.0,7538.0,7008.0,6310.0,Balance Sheet
"Other Liabilities, Total",,,142684.0,179216.0,25420.0,78440.0,Balance Sheet
Total Liabilities,,,192302.0,237870.0,80832.0,144607.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,340294.0,345418.0,350797.0,356457.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-229867.0,-295208.0,-167259.0,-242454.0,Balance Sheet
"Other Equity, Total",,,-14.0,-608.0,-957.0,-1135.0,Balance Sheet
Total Equity,,,110415.0,49604.0,182583.0,112870.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,302717.0,287474.0,263415.0,257477.0,Balance Sheet
Ttl Comm. Shares Outs.,,,183232.0,183558.0,184910.0,186413.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,10410.0,12218.0,19644.0,19115.0,Income Statement
"Cost of Revenue, Total",,,8720.0,12203.0,18412.0,19236.0,Income Statement
Selling/Gen/Admin Expense,,,11483.0,12907.0,12020.0,12524.0,Income Statement
Labor & Related Expense,,,1364.0,2366.0,2488.0,2750.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,12847.0,15273.0,14508.0,15274.0,Income Statement
Research & Development,,,7921.0,12915.0,12965.0,12558.0,Income Statement
