,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,9.75,10.29,32.5,26.74,5.0,,,,,
low,9.5,9.57,9.87,4.6,0.712,,,,,
change,0.005200000000000001,0.06480000000000001,1.2395,-0.8,-0.7859999999999999,,,,,
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,24064.0,31119.0,77024.0,51487.0,Balance Sheet
Short Term Investments,,,,,,270357.0,225326.0,152185.0,168570.0,Balance Sheet
Cash and Short Term Invs,,,,,,294421.0,256445.0,229209.0,220057.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,12088.0,10741.0,10292.0,8906.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,-3207.0,-3207.0,-3207.0,-2777.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,12194.0,11364.0,10915.0,9959.0,Balance Sheet
Other Receivables,,,,,,1302.0,1132.0,1523.0,1252.0,Balance Sheet
"Total Receivables, Net",,,,,,13496.0,12496.0,12438.0,11211.0,Balance Sheet
Invent. - Finished Goods,,,,,,831.0,1965.0,2765.0,4496.0,Balance Sheet
Invent. - Work In Progress,,,,,,1883.0,2893.0,3590.0,1376.0,Balance Sheet
Invent. - Raw Materials,,,,,,6585.0,7640.0,7112.0,5626.0,Balance Sheet
Total Inventory,,,,,,9299.0,12498.0,13467.0,11498.0,Balance Sheet
Prepaid Expenses,,,,,,10207.0,8128.0,4192.0,3119.0,Balance Sheet
Total Current Assets,,,,,,327423.0,289567.0,259306.0,245885.0,Balance Sheet
Buildings,,,,,,6752.0,6887.0,6990.0,5999.0,Balance Sheet
Machinery/Equipment,,,,,,37960.0,40003.0,41101.0,39096.0,Balance Sheet
Construction in Progress,,,,,,1900.0,1613.0,1480.0,1021.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,18388.0,17774.0,18055.0,18220.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,65000.0,66277.0,67626.0,64336.0,Balance Sheet
Accumulated Depreciation,,,,,,-33399.0,-35431.0,-37466.0,-35925.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,31601.0,30846.0,30160.0,28411.0,Balance Sheet
"Goodwill, Net",,,,,,1189.0,1189.0,1189.0,1189.0,Balance Sheet
Intangibles - Gross,,,,,,1696.0,1696.0,1696.0,1696.0,Balance Sheet
Accum. Intangible Amort.,,,,,,-972.0,-1110.0,-1248.0,-1294.0,Balance Sheet
Intangibles - Net,,,,,,724.0,586.0,448.0,402.0,Balance Sheet
Note Rcvble - Long Term,,,,,,13712.0,9932.0,9932.0,9182.0,Balance Sheet
Other Long Term Assets,,,,,,772.0,730.0,807.0,851.0,Balance Sheet
Total Assets,,,,,,375421.0,332850.0,301842.0,285920.0,Balance Sheet
Accounts Payable,,,,,,5105.0,7130.0,8445.0,5001.0,Balance Sheet
Accrued Expenses,,,,,,31268.0,29398.0,28709.0,31525.0,Balance Sheet
Notes Payable/ST Debt,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,6348.0,5656.0,5347.0,5456.0,Balance Sheet
Income Taxes Payable,,,,,,1017.0,1062.0,913.0,1384.0,Balance Sheet
Other Current Liabilities,,,,,,3366.0,2104.0,1407.0,1227.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,10731.0,8822.0,7667.0,8067.0,Balance Sheet
Total Current Liabilities,,,,,,47104.0,45350.0,44821.0,44593.0,Balance Sheet
Total Long Term Debt,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,443.0,445.0,449.0,459.0,Balance Sheet
"Other Liabilities, Total",,,,,,28611.0,27401.0,26374.0,25329.0,Balance Sheet
Total Liabilities,,,,,,76158.0,73196.0,71644.0,70381.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,20.0,20.0,22.0,23.0,Balance Sheet
Additional Paid-In Capital,,,,,,825988.0,836229.0,851132.0,877935.0,Balance Sheet
