,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,88.75,127.42,100.0,,,,,
low,39.55,68.44,50.5,,,,,
change,1.1136,0.033100000000000004,-0.1784,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,92752.0,186556.0,79724.0,83528.0,Balance Sheet
Short Term Investments,,,,83348.0,152156.0,250772.0,235705.0,Balance Sheet
Cash and Short Term Invs,,,,176100.0,338712.0,330496.0,319233.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,42391.0,,,,Balance Sheet
Prov. for Doubtful Accts,,,,-40.0,,,,Balance Sheet
"Total Receivables, Net",,,,42351.0,44950.0,49171.0,54059.0,Balance Sheet
Invent. - Finished Goods,,,,13800.0,15631.0,16472.0,15279.0,Balance Sheet
Invent. - Work In Progress,,,,1490.0,1676.0,1507.0,2691.0,Balance Sheet
Invent. - Raw Materials,,,,5763.0,6521.0,8695.0,11700.0,Balance Sheet
Total Inventory,,,,21053.0,23828.0,26674.0,29670.0,Balance Sheet
Prepaid Expenses,,,,5694.0,5849.0,4997.0,7609.0,Balance Sheet
Total Current Assets,,,,245198.0,413339.0,411338.0,410571.0,Balance Sheet
Buildings,,,,4712.0,4834.0,4900.0,4932.0,Balance Sheet
Machinery/Equipment,,,,10372.0,12187.0,13850.0,16838.0,Balance Sheet
Construction in Progress,,,,3124.0,3533.0,4519.0,3446.0,Balance Sheet
Other Prop./Plant/Equip.,,,,47953.0,49800.0,50372.0,53949.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,66161.0,70354.0,73641.0,79165.0,Balance Sheet
Accumulated Depreciation,,,,-4781.0,-5800.0,-6912.0,-8023.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,61380.0,64554.0,66729.0,71142.0,Balance Sheet
Long Term Investments,,,,3983.0,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,981.0,6216.0,6195.0,6106.0,Balance Sheet
Total Assets,,,,311542.0,484109.0,484262.0,487819.0,Balance Sheet
Accounts Payable,,,,6541.0,6066.0,4748.0,6035.0,Balance Sheet
Accrued Expenses,,,,35972.0,29514.0,36236.0,36308.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,42513.0,35580.0,40984.0,42343.0,Balance Sheet
Total Long Term Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,29820.0,29717.0,29500.0,30377.0,Balance Sheet
Total Liabilities,,,,72333.0,65297.0,70484.0,72720.0,Balance Sheet
Redeemable Preferred Stock,,,,,,0.0,,Balance Sheet
Common Stock,,,,50.0,53.0,53.0,53.0,Balance Sheet
Additional Paid-In Capital,,,,257144.0,440238.0,445807.0,457043.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-17583.0,-20712.0,-30899.0,-41052.0,Balance Sheet
"Other Equity, Total",,,,-402.0,-767.0,-1183.0,-945.0,Balance Sheet
Total Equity,,,,239209.0,418812.0,413778.0,415099.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,311542.0,484109.0,484262.0,487819.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,50313.0,53023.0,53306.0,53595.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,83218.0,86752.0,92744.0,96204.0,Income Statement
"Cost of Revenue, Total",,,,8280.0,9967.0,10347.0,11064.0,Income Statement
Selling/Gen/Admin Expense,,,,49960.0,57662.0,66510.0,68967.0,Income Statement
Labor & Related Expense,,,,3678.0,5213.0,5676.0,5919.0,Income Statement
Advertising Expense,,,,45.0,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,53683.0,62875.0,72186.0,74886.0,Income Statement
Research & Development,,,,18726.0,16135.0,18569.0,19105.0,Income Statement
Depreciation,,,,734.0,857.0,970.0,947.0,Income Statement
Amortiz of Intangibles,,,,49.0,,,,Income Statement
Depreciation/Amortization,,,,783.0,857.0,970.0,947.0,Income Statement
Total Operating Expense,,,,81472.0,89834.0,102072.0,106002.0,Income Statement
Total Operating Income,,,,1746.0,-3082.0,-9328.0,-9798.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-75.0,-73.0,-73.0,-74.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,24.0,50.0,214.0,618.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-14.0,-24.0,252.0,-59.0,Income Statement
"Other, Net",,,,-14.0,-24.0,252.0,-59.0,Income Statement
Income Before Tax,,,,1681.0,-3129.0,-8935.0,-9313.0,Income Statement
Income Tax - Total,,,,574.0,0.0,1252.0,840.0,Income Statement
Income After Tax,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Net Inc Before Extra Items,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Total Net Income,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Basic/Primary Weighted Average Shares,,,,50272.0,50955.0,53184.0,53492.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.02,-0.06,-0.19,-0.19,Income Statement
