,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,56.84,61.18,59.71,59.78,34.49,23.9,,,,,
low,52.36,39.36,40.5,7.03,17.78,10.31,,,,,
change,-0.0402,-0.2115,0.3947,-0.5674,-0.1819,-0.2169,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1507.0,2137.0,1903.0,1187.0,Balance Sheet
Short Term Investments,,,,,,,240.0,0.0,0.0,0.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1747.0,2137.0,1903.0,1187.0,Balance Sheet
"Total Receivables, Net",,,,,,,1167.0,545.0,598.0,393.0,Balance Sheet
Total Inventory,,,,,,,118.0,142.0,154.0,156.0,Balance Sheet
Prepaid Expenses,,,,,,,269.0,391.0,476.0,422.0,Balance Sheet
Total Current Assets,,,,,,,3302.0,3215.0,3132.0,2157.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,14323.0,14331.0,14436.0,15338.0,Balance Sheet
"Goodwill, Net",,,,,,,98.0,98.0,98.0,98.0,Balance Sheet
Intangibles - Net,,,,,,,501.0,501.0,501.0,501.0,Balance Sheet
Other Long Term Assets,,,,,,,507.0,1111.0,947.0,857.0,Balance Sheet
Total Assets,,,,,,,18730.0,19255.0,19113.0,18951.0,Balance Sheet
Accounts Payable,,,,,,,233.0,92.0,100.0,141.0,Balance Sheet
Accrued Expenses,,,,,,,1059.0,1098.0,1597.0,1217.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,877.0,1010.0,1005.0,1013.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1561.0,1977.0,2331.0,2292.0,Balance Sheet
Total Current Liabilities,,,,,,,3730.0,4177.0,5033.0,4663.0,Balance Sheet
Long Term Debt,,,,,,,11568.0,12564.0,12239.0,12893.0,Balance Sheet
Capital Lease Obligations,,,,,,,2.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,11570.0,12564.0,12239.0,12893.0,Balance Sheet
Total Debt,,,,,,,12447.0,13573.0,13245.0,13906.0,Balance Sheet
"Other Liabilities, Total",,,,,,,997.0,1008.0,939.0,995.0,Balance Sheet
Total Liabilities,,,,,,,16297.0,17748.0,18211.0,18551.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,7514.0,7537.0,7567.0,7588.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-4796.0,-5779.0,-6288.0,-6584.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-5.0,-3.0,-3.0,-3.0,Balance Sheet
Other Comprehensive Income,,,,,,,-280.0,-248.0,-374.0,-602.0,Balance Sheet
"Other Equity, Total",,,,,,,-285.0,-251.0,-377.0,-605.0,Balance Sheet
Total Equity,,,,,,,2433.0,1508.0,902.0,400.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,18730.0,19255.0,19113.0,18951.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,417.0,419.0,419.0,421.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,487.0,522.0,1187.0,1616.0,Income Statement
"Cost of Revenue, Total",,,,,,,718.0,735.0,1073.0,1239.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,245.0,270.0,305.0,354.0,Income Statement
Labor & Related Expense,,,,,,,29.0,27.0,24.0,21.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,274.0,296.0,329.0,375.0,Income Statement
Depreciation/Amortization,,,,,,,183.0,179.0,182.0,187.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,772.0,188.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,772.0,188.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,1946.0,1399.0,1584.0,1801.0,Income Statement
Total Operating Income,,,,,,,-1458.0,-877.0,-397.0,-185.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-178.0,-139.0,-144.0,-152.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,66.0,38.0,31.0,31.0,Income Statement
"Other, Net",,,,,,,66.0,38.0,31.0,31.0,Income Statement
Income Before Tax,,,,,,,-1570.0,-978.0,-510.0,-306.0,Income Statement
Income Tax - Total,,,,,,,2.0,4.0,-1.0,-11.0,Income Statement
Income After Tax,,,,,,,-1573.0,-983.0,-509.0,-295.0,Income Statement
Net Inc Before Extra Items,,,,,,,-1573.0,-983.0,-509.0,-295.0,Income Statement
Total Net Income,,,,,,,-1573.0,-983.0,-509.0,-295.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-1573.0,-983.0,-509.0,-295.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-1573.0,-983.0,-509.0,-295.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,392.0,418.0,419.0,421.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-4.01,-2.35,-1.22,-0.7,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-4.01,-2.35,-1.22,-0.7,Income Statement
Diluted Weighted Average Shares,,,,,,,392.0,418.0,419.0,421.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-4.01,-2.35,-1.22,-0.7,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-4.01,-2.35,-1.22,-0.7,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,178.0,139.0,144.0,152.0,Income Statement
"Interest Capitalized, Suppl",,,,,,,-13.0,-13.0,-15.0,-17.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,198.0,195.0,196.0,202.0,Income Statement
Total Special Items,,,,,,,772.0,188.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,-799.0,-790.0,-510.0,-306.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,270.0,66.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,272.0,70.0,-1.0,-11.0,Income Statement
Normalized Income After Tax,,,,,,,-1071.0,-860.0,-509.0,-295.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-1071.0,-860.0,-509.0,-295.0,Income Statement
Basic Normalized EPS,,,,,,,-2.73,-2.06,-1.22,-0.7,Income Statement
Diluted Normalized EPS,,,,,,,-2.73,-2.06,-1.22,-0.7,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-4507.0,-983.0,-1492.0,-1787.0,Cash Flow
Depreciation/Depletion,,,,,,,759.0,195.0,391.0,593.0,Cash Flow
Deferred Taxes,,,,,,,0.0,,,,Cash Flow
Unusual Items,,,,,,,1350.0,169.0,187.0,186.0,Cash Flow
Other Non-Cash Items,,,,,,,133.0,30.0,53.0,77.0,Cash Flow
Non-Cash Items,,,,,,,1484.0,199.0,240.0,263.0,Cash Flow
Accounts Receivable,,,,,,,-1160.0,619.0,566.0,766.0,Cash Flow
Inventories,,,,,,,-37.0,-24.0,-37.0,-38.0,Cash Flow
Prepaid Expenses,,,,,,,24.0,-633.0,-543.0,-556.0,Cash Flow
Accounts Payable,,,,,,,152.0,-137.0,-127.0,-98.0,Cash Flow
Accrued Expenses,,,,,,,295.0,-26.0,137.0,117.0,Cash Flow
Changes in Working Capital,,,,,,,-204.0,218.0,752.0,904.0,Cash Flow
Total Cash from Operations,,,,,,,-2468.0,-371.0,-109.0,-27.0,Cash Flow
Capital Expenditures,,,,,,,-753.0,-165.0,-326.0,-1628.0,Cash Flow
Sale/Maturity of Investment,,,,,,,770.0,245.0,245.0,240.0,Cash Flow
"Investment, Net",,,,,,,-23.0,0.0,0.0,-214.0,Cash Flow
Purchase of Investments,,,,,,,-1010.0,0.0,0.0,0.0,Cash Flow
Other Investing Cash Flow,,,,,,,12.0,,,11.0,Cash Flow
