,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,266.41,398.88,334.64,543.65,737.45,658.5,,,,,
low,212.86,188.57,169.84,127.88,494.45,172.05,,,,,
change,-0.15960000000000002,-0.0592,0.359,0.9004000000000001,0.1957,-0.7034,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1099.0,926.0,878.0,1045.0,Balance Sheet
Short Term Investments,,,,,,,72.0,87.0,22.0,46.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1171.0,1013.0,900.0,1091.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,906.0,,941.0,869.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-9.0,,-10.0,-10.0,Balance Sheet
"Total Receivables, Net",,,,,,,897.0,951.0,932.0,860.0,Balance Sheet
Invent. - Finished Goods,,,,,,,55.0,62.0,69.0,72.0,Balance Sheet
Invent. - Work In Progress,,,,,,,52.0,79.0,82.0,101.0,Balance Sheet
Invent. - Raw Materials,,,,,,,123.0,134.0,159.0,148.0,Balance Sheet
Total Inventory,,,,,,,230.0,276.0,310.0,321.0,Balance Sheet
Prepaid Expenses,,,,,,,70.0,241.0,235.0,183.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,125.0,,,47.0,Balance Sheet
Total Current Assets,,,,,,,2494.0,2481.0,2377.0,2501.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1203.0,1266.0,1300.0,1316.0,Balance Sheet
"Goodwill, Net",,,,,,,419.0,412.0,390.0,378.0,Balance Sheet
Intangibles - Gross,,,,,,,186.0,184.0,145.0,147.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-77.0,-81.0,-51.0,-55.0,Balance Sheet
Intangibles - Net,,,,,,,110.0,103.0,94.0,92.0,Balance Sheet
Long Term Investments,,,,,,,125.0,108.0,78.0,50.0,Balance Sheet
Other Long Term Assets,,,,,,,58.0,58.0,53.0,52.0,Balance Sheet
Total Assets,,,,,,,5942.0,5943.0,5810.0,5913.0,Balance Sheet
Accounts Payable,,,,,,,164.0,187.0,146.0,139.0,Balance Sheet
Accrued Expenses,,,,,,,573.0,419.0,416.0,384.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,1153.0,1212.0,1242.0,1287.0,Balance Sheet
Income Taxes Payable,,,,,,,34.0,46.0,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1187.0,1258.0,1242.0,1287.0,Balance Sheet
Total Current Liabilities,,,,,,,1924.0,1864.0,1804.0,1809.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,395.0,413.0,407.0,409.0,Balance Sheet
Total Liabilities,,,,,,,2319.0,2277.0,2211.0,2218.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
