,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,26.36,23.65,,,,,
low,13.56,14.15,,,,,
change,0.443,-0.3518,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,74.0,52.0,17.0,32.0,Balance Sheet
"Trade Accts Recvble, Gross",,,212.0,217.0,219.0,207.0,Balance Sheet
Prov. for Doubtful Accts,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
"Total Receivables, Net",,,209.0,214.0,216.0,203.0,Balance Sheet
Total Inventory,,,55.0,56.0,59.0,61.0,Balance Sheet
Prepaid Expenses,,,19.0,15.0,15.0,22.0,Balance Sheet
"Other Curr. Assets, Total",,,0.0,6.0,13.0,13.0,Balance Sheet
Total Current Assets,,,358.0,343.0,319.0,331.0,Balance Sheet
Buildings,,,,44.0,46.0,48.0,Balance Sheet
Machinery/Equipment,,,359.0,367.0,373.0,380.0,Balance Sheet
Other Prop./Plant/Equip.,,,255.0,228.0,234.0,237.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,615.0,638.0,652.0,665.0,Balance Sheet
Accumulated Depreciation,,,-276.0,-296.0,-315.0,-329.0,Balance Sheet
Prop./Plant/Equip. - Net,,,339.0,343.0,337.0,336.0,Balance Sheet
"Goodwill, Net",,,1213.0,1213.0,1218.0,1218.0,Balance Sheet
Intangibles - Gross,,,781.0,773.0,772.0,772.0,Balance Sheet
Accum. Intangible Amort.,,,-210.0,-221.0,-242.0,-263.0,Balance Sheet
Intangibles - Net,,,573.0,552.0,530.0,509.0,Balance Sheet
Other Long Term Assets,,,33.0,37.0,35.0,23.0,Balance Sheet
Total Assets,,,2516.0,2487.0,2439.0,2418.0,Balance Sheet
Accounts Payable,,,54.0,57.0,57.0,59.0,Balance Sheet
Accrued Expenses,,,102.0,92.0,77.0,85.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,18.0,18.0,18.0,18.0,Balance Sheet
Customer Advances,,,6.0,7.0,9.0,9.0,Balance Sheet
Other Current Liabilities,,,29.0,29.0,30.0,30.0,Balance Sheet
"Other Curr. Lblts, Total",,,35.0,36.0,39.0,39.0,Balance Sheet
Total Current Liabilities,,,209.0,204.0,190.0,201.0,Balance Sheet
Long Term Debt,,,1156.0,1086.0,1056.0,1035.0,Balance Sheet
Capital Lease Obligations,,,18.0,18.0,17.0,16.0,Balance Sheet
Total Long Term Debt,,,1175.0,1104.0,1073.0,1050.0,Balance Sheet
Total Debt,,,1193.0,1121.0,1091.0,1068.0,Balance Sheet
Deferred Income Tax,,,143.0,150.0,143.0,143.0,Balance Sheet
Minority Interest,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,93.0,104.0,104.0,87.0,Balance Sheet
Total Liabilities,,,1620.0,1561.0,1511.0,1481.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
