,NAT
Price/Earnings (TTM),
Price/Sales (TTM),3.57148
Price/Book (MRQ),1.43862
Price/Cash Flow (TTM),
5yr Low,1.4
5yr High,9.0
5yr Avg Return,0.18721666666666664
EPS Growth 5yr,
Revenue Growth 5yr,-0.1177382
Dividend Growth 5yr,-0.46508330000000003
Short Int Current Month,9501954.0
Short Int Prev Month,11371187.0
Short Int Pct of Float,0.0467948
Days to Cover,2.12245
Float,203.0558
Shares Outstanding,208.7964
Institutions Holding Shares,196.0
% Held by Institutions,0.36093200000000003
FCF Growth 5yr,-0.0012244101560775489
