,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,28.35,39.2,34.29,35.35,39.49,45.22,,,,,
low,25.25,24.07,24.99,17.92,28.72,31.07,,,,,
change,-0.067,-0.0004,0.1834,0.1371,0.054900000000000004,0.1385,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,141.0,126.0,99.0,148.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,84.0,96.0,100.0,98.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,,,,,82.0,95.0,99.0,97.0,Balance Sheet
Invent. - Finished Goods,,,,,,,12.0,11.0,15.0,14.0,Balance Sheet
Invent. - Work In Progress,,,,,,,19.0,20.0,21.0,22.0,Balance Sheet
Invent. - Raw Materials,,,,,,,28.0,31.0,38.0,38.0,Balance Sheet
Inventories - Other,,,,,,,-9.0,-9.0,-10.0,-11.0,Balance Sheet
Total Inventory,,,,,,,50.0,52.0,64.0,63.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,16.0,18.0,17.0,18.0,Balance Sheet
Total Current Assets,,,,,,,289.0,292.0,279.0,326.0,Balance Sheet
Buildings,,,,,,,70.0,71.0,74.0,72.0,Balance Sheet
Land/Improvements,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,,,,,248.0,247.0,251.0,254.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,22.0,23.0,22.0,23.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,340.0,343.0,349.0,349.0,Balance Sheet
Accumulated Depreciation,,,,,,,-222.0,-222.0,-227.0,-230.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,118.0,120.0,122.0,119.0,Balance Sheet
"Goodwill, Net",,,,,,,110.0,118.0,140.0,139.0,Balance Sheet
Intangibles - Gross,,,,,,,144.0,157.0,192.0,189.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-74.0,-77.0,-79.0,-83.0,Balance Sheet
Intangibles - Net,,,,,,,70.0,80.0,113.0,106.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,49.0,32.0,34.0,0.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,25.0,24.0,23.0,23.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,19.0,19.0,22.0,Balance Sheet
Total Assets,,,,,,,664.0,685.0,730.0,735.0,Balance Sheet
Accounts Payable,,,,,,,56.0,60.0,61.0,66.0,Balance Sheet
Accrued Expenses,,,,,,,36.0,30.0,29.0,32.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Dividends Payable,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Customer Advances,,,,,,,3.0,4.0,5.0,3.0,Balance Sheet
Income Taxes Payable,,,,,,,7.0,8.0,8.0,9.0,Balance Sheet
Other Current Liabilities,,,,,,,11.0,11.0,11.0,11.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,23.0,25.0,25.0,24.0,Balance Sheet
Total Current Liabilities,,,,,,,114.0,115.0,115.0,122.0,Balance Sheet
Total Long Term Debt,,,,,,,50.0,50.0,91.0,85.0,Balance Sheet
Total Debt,,,,,,,50.0,50.0,91.0,85.0,Balance Sheet
Deferred Income Tax,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,7.0,6.0,6.0,6.0,Balance Sheet
Other LT Liabilities,,,,,,,24.0,27.0,25.0,25.0,Balance Sheet
"Other Liabilities, Total",,,,,,,31.0,34.0,31.0,31.0,Balance Sheet
Total Liabilities,,,,,,,201.0,205.0,244.0,244.0,Balance Sheet
Common Stock,,,,,,,315.0,316.0,317.0,317.0,Balance Sheet
Additional Paid-In Capital,,,,,,,43.0,41.0,43.0,45.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,492.0,511.0,523.0,533.0,Balance Sheet
Treasury Stock - Common,,,,,,,-381.0,-385.0,-393.0,-395.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-3.0,-2.0,-4.0,3.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-96.0,-2.0,0.0,-2.0,Balance Sheet
Other Comprehensive Income,,,,,,,94.0,1.0,1.0,-10.0,Balance Sheet
"Other Equity, Total",,,,,,,-5.0,-3.0,-3.0,-9.0,Balance Sheet
