,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,43.89,52.1,39.35,40.22,74.37,106.78,,,,,
low,37.21,28.91,25.03,14.98,33.77,50.54,,,,,
change,0.1591,-0.3066,0.1674,0.0718,0.6482,0.6433,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1244.0,1190.0,1007.0,1420.0,Balance Sheet
Short Term Investments,,,,,,,,,351.0,583.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1244.0,1190.0,1358.0,2004.0,Balance Sheet
"Total Receivables, Net",,,,,,,1916.0,2364.0,2661.0,2334.0,Balance Sheet
Invent. - Finished Goods,,,,,,,706.0,647.0,724.0,663.0,Balance Sheet
Invent. - Work In Progress,,,,,,,402.0,436.0,389.0,315.0,Balance Sheet
Invent. - Raw Materials,,,,,,,1870.0,1872.0,1949.0,1798.0,Balance Sheet
Inventories - Other,,,,,,,553.0,562.0,586.0,601.0,Balance Sheet
Total Inventory,,,,,,,3531.0,3517.0,3647.0,3377.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,210.0,80.0,90.0,99.0,Balance Sheet
Total Current Assets,,,,,,,6901.0,7150.0,7756.0,7813.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4852.0,4828.0,4887.0,5147.0,Balance Sheet
"Goodwill, Net",,,,,,,454.0,453.0,452.0,452.0,Balance Sheet
Intangibles - Net,,,,,,,295.0,288.0,281.0,277.0,Balance Sheet
Other Long Term Assets,,,,,,,29.0,338.0,335.0,359.0,Balance Sheet
Total Assets,,,,,,,12531.0,13057.0,13711.0,14048.0,Balance Sheet
Accounts Payable,,,,,,,1281.0,1214.0,1381.0,1165.0,Balance Sheet
Accrued Expenses,,,,,,,836.0,579.0,747.0,902.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,97.0,68.0,37.0,23.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,14.0,229.0,37.0,41.0,Balance Sheet
Total Current Liabilities,,,,,,,2227.0,2091.0,2202.0,2131.0,Balance Sheet
Total Long Term Debt,,,,,,,3009.0,3010.0,3011.0,3012.0,Balance Sheet
Total Debt,,,,,,,3106.0,3078.0,3048.0,3035.0,Balance Sheet
Deferred Income Tax,,,,,,,855.0,857.0,853.0,857.0,Balance Sheet
Minority Interest,,,,,,,16.0,14.0,-39.0,-36.0,Balance Sheet
"Other Liabilities, Total",,,,,,,120.0,121.0,96.0,112.0,Balance Sheet
Total Liabilities,,,,,,,6227.0,6092.0,6123.0,6077.0,Balance Sheet
