,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,31.18,40.38,26.75,25.8,59.65,84.76,,,,,
low,26.0,18.41,16.6,8.25,19.39,44.17,,,,,
change,0.0015,-0.25730000000000003,0.1385,-0.18059999999999998,1.4869999999999999,0.387,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,254.0,154.0,439.0,682.0,Balance Sheet
"Total Receivables, Net",,,,,,,429.0,483.0,528.0,439.0,Balance Sheet
Total Inventory,,,,,,,12.0,15.0,21.0,27.0,Balance Sheet
Prepaid Expenses,,,,,,,21.0,22.0,31.0,33.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,3.0,0.0,0.0,6.0,Balance Sheet
Total Current Assets,,,,,,,720.0,674.0,1019.0,1188.0,Balance Sheet
Construction in Progress,,,,,,,177.0,213.0,303.0,252.0,Balance Sheet
Natural Resources,,,,,,,5457.0,5984.0,6133.0,6539.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,96.0,93.0,88.0,85.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,5731.0,6290.0,6523.0,6875.0,Balance Sheet
Accumulated Depreciation,,,,,,,-435.0,-614.0,-810.0,-1017.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5985.0,6347.0,6380.0,6489.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,22.0,0.0,0.0,0.0,Balance Sheet
Restricted Cash - LT,,,,,,,0.0,,,,Balance Sheet
Other Long Term Assets,,,,,,,14.0,13.0,15.0,12.0,Balance Sheet
Total Assets,,,,,,,6741.0,7034.0,7414.0,7689.0,Balance Sheet
Accounts Payable,,,,,,,20.0,29.0,12.0,16.0,Balance Sheet
Payable/Accrued,,,,,,,24.0,20.0,17.0,13.0,Balance Sheet
Accrued Expenses,,,,,,,339.0,389.0,553.0,539.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
Customer Advances,,,,,,,466.0,423.0,494.0,495.0,Balance Sheet
Income Taxes Payable,,,,,,,,,50.0,19.0,Balance Sheet
Other Current Liabilities,,,,,,,270.0,474.0,347.0,188.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,737.0,897.0,892.0,701.0,Balance Sheet
Total Current Liabilities,,,,,,,1120.0,1336.0,1474.0,1269.0,Balance Sheet
Total Long Term Debt,,,,,,,492.0,492.0,393.0,393.0,Balance Sheet
Total Debt,,,,,,,492.0,492.0,393.0,393.0,Balance Sheet
Deferred Income Tax,,,,,,,,6.0,108.0,222.0,Balance Sheet
Reserves,,,,,,,201.0,202.0,203.0,202.0,Balance Sheet
Other LT Liabilities,,,,,,,274.0,361.0,244.0,350.0,Balance Sheet
"Other Liabilities, Total",,,,,,,475.0,563.0,448.0,552.0,Balance Sheet
Total Liabilities,,,,,,,2086.0,2396.0,2422.0,2435.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4199.0,4194.0,4198.0,4205.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,451.0,438.0,790.0,1044.0,Balance Sheet
Total Equity,,,,,,,4655.0,4638.0,4993.0,5254.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,6741.0,7034.0,7414.0,7689.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,85.0,85.0,85.0,85.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,510.0,818.0,1151.0,1008.0,Income Statement
"Cost of Revenue, Total",,,,,,,30.0,42.0,49.0,54.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,55.0,75.0,100.0,106.0,Income Statement
Labor & Related Expense,,,,,,,9.0,8.0,6.0,10.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,64.0,83.0,106.0,116.0,Income Statement
Research & Development,,,,,,,3.0,1.0,2.0,4.0,Income Statement
Depreciation/Amortization,,,,,,,137.0,185.0,205.0,212.0,Income Statement
Restructuring Charge,,,,,,,41.0,63.0,86.0,85.0,Income Statement
Impair-Assets Held for Use,,,,,,,55.0,18.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,16.0,24.0,7.0,7.0,Income Statement
Unusual Expense (Income),,,,,,,113.0,105.0,92.0,93.0,Income Statement
Total Operating Expense,,,,,,,347.0,416.0,454.0,480.0,Income Statement
Total Operating Income,,,,,,,163.0,402.0,698.0,528.0,Income Statement
"Inter Expse, Non-Operating",,,,,,,-8.0,-9.0,-8.0,-7.0,Income Statement
"Inter Capital, Non-Operat",,,,,,,5.0,0.0,0.0,0.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-3.0,-9.0,-8.0,-7.0,Income Statement
