,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,15.95,15.98,15.1,14.8,9.17,11.6,,,,,
low,14.55,10.5,10.31,5.85,6.26,7.64,,,,,
change,-0.0221,-0.32280000000000003,0.3834,-0.5684,0.2754,0.2043,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,146.0,149.0,224.0,179.0,Balance Sheet
Short Term Investments,,,,,,,21.0,47.0,36.0,25.0,Balance Sheet
Cash and Short Term Invs,,,,,,,167.0,197.0,260.0,204.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,20.0,9.0,7.0,6.0,Balance Sheet
Other Receivables,,,,,,,39.0,,,,Balance Sheet
"Total Receivables, Net",,,,,,,59.0,9.0,7.0,6.0,Balance Sheet
Total Inventory,,,,,,,10.0,,,,Balance Sheet
Prepaid Expenses,,,,,,,6.0,,,,Balance Sheet
Restricted Cash - Current,,,,,,,8.0,7.0,6.0,0.0,Balance Sheet
Other Current Assets,,,,,,,,48.0,59.0,82.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,8.0,55.0,64.0,82.0,Balance Sheet
Total Current Assets,,,,,,,250.0,260.0,331.0,291.0,Balance Sheet
Machinery/Equipment,,,,,,,2783.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,778.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,3561.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-674.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2944.0,3086.0,3048.0,3179.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,17.0,17.0,17.0,17.0,Balance Sheet
LT Investments - Other,,,,,,,181.0,176.0,111.0,107.0,Balance Sheet
Long Term Investments,,,,,,,198.0,192.0,128.0,124.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,45.0,45.0,45.0,45.0,Balance Sheet
Other Long Term Assets,,,,,,,22.0,23.0,38.0,52.0,Balance Sheet
Total Assets,,,,,,,3459.0,3606.0,3590.0,3691.0,Balance Sheet
Accounts Payable,,,,,,,2.0,,,,Balance Sheet
Accrued Expenses,,,,,,,20.0,,,,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,354.0,350.0,813.0,1016.0,Balance Sheet
Other Payables,,,,,,,1.0,2.0,1.0,1.0,Balance Sheet
Other Current Liabilities,,,,,,,23.0,43.0,46.0,79.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,25.0,45.0,47.0,81.0,Balance Sheet
Total Current Liabilities,,,,,,,400.0,395.0,860.0,1096.0,Balance Sheet
Long Term Debt,,,,,,,1586.0,1728.0,1203.0,1062.0,Balance Sheet
Capital Lease Obligations,,,,,,,473.0,460.0,446.0,433.0,Balance Sheet
Total Long Term Debt,,,,,,,2059.0,2188.0,1649.0,1495.0,Balance Sheet
Total Debt,,,,,,,2413.0,2538.0,2462.0,2511.0,Balance Sheet
"Other Liabilities, Total",,,,,,,17.0,10.0,34.0,28.0,Balance Sheet
Total Liabilities,,,,,,,2477.0,2592.0,2543.0,2620.0,Balance Sheet
Common Stock,,,,,,,1.0,,,,Balance Sheet
Additional Paid-In Capital,,,,,,,1083.0,,,,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-93.0,,,,Balance Sheet
Other Equity,,,,,,,,1014.0,1047.0,1071.0,Balance Sheet
Other Comprehensive Income,,,,,,,-9.0,,,,Balance Sheet
"Other Equity, Total",,,,,,,-9.0,1014.0,1047.0,1071.0,Balance Sheet
Total Equity,,,,,,,982.0,1014.0,1047.0,1071.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3459.0,3606.0,3590.0,3691.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,139.0,127.0,127.0,127.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,152061.0,152389.0,153297.0,166890.0,Income Statement
"Cost of Revenue, Total",,,,,,,42630.0,43534.0,39817.0,50659.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,3501.0,4839.0,3777.0,3180.0,Income Statement
Depreciation/Amortization,,,,,,,42433.0,44688.0,46625.0,47591.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,-39349.0,0.0,-13228.0,0.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,-39349.0,0.0,-13228.0,0.0,Income Statement
Total Operating Expense,,,,,,,49215.0,93061.0,76991.0,101430.0,Income Statement
Total Operating Income,,,,,,,102846.0,59328.0,76306.0,65460.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-28460.0,-22587.0,-24873.0,-27841.0,Income Statement
"Inter Income, Non-Operating",,,,,,,1679.0,1146.0,1799.0,1835.0,Income Statement
"Invest Income, Non-Operat",,,,,,,-2284.0,10499.0,6397.0,14793.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,-605.0,11645.0,8196.0,16628.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,6339.0,-1365.0,-2221.0,-4362.0,Income Statement
"Other, Net",,,,,,,6339.0,-1365.0,-2221.0,-4362.0,Income Statement
Income Before Tax,,,,,,,80120.0,47021.0,57408.0,49885.0,Income Statement
Income After Tax,,,,,,,80120.0,47021.0,57408.0,49885.0,Income Statement
Net Inc Before Extra Items,,,,,,,80120.0,47021.0,57408.0,49885.0,Income Statement
Total Net Income,,,,,,,80120.0,47021.0,57408.0,49885.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,80120.0,47021.0,57408.0,49885.0,Income Statement
