,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,27.13,34.95,31.42,30.87,40.93,39.31,,,,,
low,24.96,21.74,22.35,13.3,28.52,29.05,,,,,
change,-0.0248,0.0244,0.2121,-0.0379,0.19280000000000003,-0.0593,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,239.0,351.0,363.0,176.0,Balance Sheet
Interest-Earning Deposits,,,,,,,499.0,877.0,543.0,47.0,Balance Sheet
Securities Held,,,,,,,639.0,747.0,795.0,775.0,Balance Sheet
Securities for Sale,,,,,,,1644.0,1707.0,1801.0,1861.0,Balance Sheet
Total Invest. Securities,,,,,,,2283.0,2454.0,2596.0,2635.0,Balance Sheet
Loans Held for Sale,,,,,,,32.0,21.0,14.0,2.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,2814.0,3352.0,3153.0,2684.0,Balance Sheet
Total Gross Loans,,,,,,,5925.0,6451.0,6542.0,6691.0,Balance Sheet
Loan Loss Allowances,,,,,,,-83.0,-90.0,-91.0,-95.0,Balance Sheet
Net Loans,,,,,,,5842.0,6361.0,6451.0,6596.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,72.0,75.0,75.0,82.0,Balance Sheet
"Goodwill, Net",,,,,,,252.0,287.0,287.0,287.0,Balance Sheet
Intangibles - Net,,,,,,,15.0,22.0,20.0,19.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,27.0,47.0,60.0,83.0,Balance Sheet
Other Real Estate Owned,,,,,,,14.0,12.0,2.0,2.0,Balance Sheet
Other Assets,,,,,,,407.0,399.0,401.0,417.0,Balance Sheet
"Other Assets, Total",,,,,,,421.0,411.0,404.0,420.0,Balance Sheet
Total Assets,,,,,,,9681.0,10905.0,10812.0,10345.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,3076.0,3523.0,3593.0,3529.0,Balance Sheet
Interest Bearing Deposits,,,,,,,4992.0,5721.0,5596.0,5236.0,Balance Sheet
Total Deposits,,,,,,,8068.0,9244.0,9189.0,8765.0,Balance Sheet
Total ST Borrowings,,,,,,,122.0,121.0,111.0,94.0,Balance Sheet
Total Long Term Debt,,,,,,,72.0,72.0,72.0,72.0,Balance Sheet
Total Debt,,,,,,,193.0,193.0,182.0,166.0,Balance Sheet
"Other Liabilities, Total",,,,,,,110.0,112.0,111.0,126.0,Balance Sheet
Total Liabilities,,,,,,,8371.0,9549.0,9482.0,9057.0,Balance Sheet
Common Stock,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Additional Paid-In Capital,,,,,,,964.0,1062.0,1065.0,1068.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,359.0,371.0,393.0,412.0,Balance Sheet
Treasury Stock - Common,,,,,,,-11.0,-10.0,-12.0,-12.0,Balance Sheet
"Other Equity, Total",,,,,,,-7.0,-73.0,-124.0,-187.0,Balance Sheet
Total Equity,,,,,,,1311.0,1356.0,1330.0,1288.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,9681.0,10905.0,10812.0,10345.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,59.0,61.0,61.0,61.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,64401.0,67118.0,69307.0,73970.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,8713.0,10181.0,12525.0,15791.0,Income Statement
Fed. Fund/Resale,,,,,,,828.0,933.0,1917.0,1643.0,Income Statement
"Interest Income, Bank",,,,,,,73942.0,78232.0,83749.0,91404.0,Income Statement
Interest on Deposit,,,,,,,1205.0,1235.0,1430.0,2003.0,Income Statement
Inter on Other Borrowings,,,,,,,307.0,475.0,672.0,1117.0,Income Statement
Fed Funds Sold/Secs Sold under Repurch Agrmnt,,,,,,,141.0,,,,Income Statement
Total Interest Expense,,,,,,,1653.0,1710.0,2102.0,3120.0,Income Statement
Net Interest Income,,,,,,,72289.0,76522.0,81647.0,88284.0,Income Statement
Loan Loss Provision,,,,,,,-3942.0,6556.0,822.0,4676.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,76231.0,69966.0,80825.0,83608.0,Income Statement
Fees & Commish from Operat,,,,,,,4783.0,4678.0,4652.0,4147.0,Income Statement
Commish & Fees/Secur Act,,,,,,,2356.0,2659.0,2774.0,2732.0,Income Statement
Insur Commish Fees& Premium,,,,,,,1295.0,1334.0,1349.0,1363.0,Income Statement
Invest Securities Gains,,,,,,,-379.0,-452.0,-300.0,-362.0,Income Statement
Other Unusual Income,,,,,,,755.0,,,,Income Statement
Other Revenue,,,,,,,9896.0,7154.0,8489.0,8223.0,Income Statement
"Non-Interest Income, Bank",,,,,,,18706.0,15373.0,16964.0,16103.0,Income Statement
Labor & Related Expenses,,,,,,,-29768.0,-33720.0,-32207.0,-32494.0,Income Statement
Amortization of Intangibles,,,,,,,-1304.0,-1446.0,-1446.0,-1446.0,Income Statement
Real Estate Operat Expnse,,,,,,,175.0,164.0,968.0,-9.0,Income Statement
Other Unusual Expense,,,,,,,-650.0,-6766.0,-3039.0,-3014.0,Income Statement
Other Expense,,,,,,,-18716.0,-17149.0,-20424.0,-24396.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-50263.0,-58917.0,-56148.0,-61359.0,Income Statement
Income Before Tax,,,,,,,44674.0,26422.0,41641.0,38352.0,Income Statement
Income Tax - Total,,,,,,,8344.0,5834.0,8886.0,9115.0,Income Statement
Income After Tax,,,,,,,36330.0,20588.0,32755.0,29237.0,Income Statement
Net Inc Before Extra Items,,,,,,,36330.0,20588.0,32755.0,29237.0,Income Statement
Total Net Income,,,,,,,36330.0,20588.0,32755.0,29237.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,36330.0,20588.0,32755.0,29237.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,36330.0,20588.0,32755.0,29237.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,58482.0,61127.0,61409.0,61442.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.62,0.34,0.53,0.48,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.62,0.34,0.53,0.48,Income Statement
Diluted Weighted Average Shares,,,,,,,59029.0,61704.0,61923.0,61961.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.62,0.33,0.53,0.47,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.62,0.33,0.53,0.47,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.17,0.17,Income Statement
Gross Divid - Common Stock,,,,,,,7650.0,7994.0,10516.0,10502.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,1343.0,1420.0,1412.0,1435.0,Income Statement
Total Special Items,,,,,,,-105.0,6766.0,3039.0,3014.0,Income Statement
Normalzd Income Before Tax,,,,,,,44569.0,33188.0,44680.0,41366.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-20.0,1494.0,649.0,716.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,8324.0,7328.0,9535.0,9831.0,Income Statement
Normalized Income After Tax,,,,,,,36245.0,25860.0,35145.0,31535.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,36245.0,25860.0,35145.0,31535.0,Income Statement
Basic Normalized EPS,,,,,,,0.62,0.42,0.57,0.51,Income Statement
Diluted Normalized EPS,,,,,,,0.61,0.42,0.57,0.51,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,124.0,21.0,53.0,83.0,Cash Flow
Depreciation/Depletion,,,,,,,5.0,1.0,3.0,4.0,Cash Flow
Deferred Taxes,,,,,,,4.0,1.0,4.0,1.0,Cash Flow
Unusual Items,,,,,,,0.0,0.0,-1.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,6.0,2.0,7.0,12.0,Cash Flow
Non-Cash Items,,,,,,,6.0,1.0,6.0,12.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,31.0,,10.0,20.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,10.0,2.0,4.0,7.0,Cash Flow
Loan Loss Provision,,,,,,,-9.0,7.0,7.0,12.0,Cash Flow
Other Assets,,,,,,,-42.0,15.0,11.0,-6.0,Cash Flow
Changes in Working Capital,,,,,,,15.0,30.0,32.0,47.0,Cash Flow
Total Cash from Operations,,,,,,,155.0,55.0,98.0,147.0,Cash Flow
Capital Expenditures,,,,,,,-4.0,-1.0,-3.0,-12.0,Cash Flow
Sale of Business,,,,,,,98.0,209.0,209.0,209.0,Cash Flow
Sale/Maturity of Investment,,,,,,,768.0,148.0,240.0,316.0,Cash Flow
Purchase of Investments,,,,,,,-1525.0,-380.0,-681.0,-880.0,Cash Flow
Loans,,,,,,,307.0,-156.0,-245.0,-394.0,Cash Flow
Foreclosed Real Estate,,,,,,,6.0,4.0,14.0,14.0,Cash Flow
Other Investing Cash Flow,,,,,,,-62.0,-3.0,-2.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-408.0,-178.0,-464.0,-737.0,Cash Flow
Total Cash from Investing,,,,,,,-413.0,-179.0,-467.0,-749.0,Cash Flow
