,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,37.7,76.5,56.48,44.47,63.42,37.22,,,,,
low,33.6,35.51,32.62,6.01,28.85,20.15,,,,,
change,0.0801,0.37229999999999996,-0.23760000000000003,0.0116,-0.1079,-0.0737,,,,,
Date,,,,,,,2021-12-28 00:00:00,2022-03-29 00:00:00,2022-06-28 00:00:00,2022-09-27 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,39.0,27.0,38.0,19.0,Balance Sheet
"Total Receivables, Net",,,,,,,29.0,24.0,23.0,20.0,Balance Sheet
Total Inventory,,,,,,,12.0,11.0,12.0,12.0,Balance Sheet
Prepaid Expenses,,,,,,,12.0,11.0,9.0,11.0,Balance Sheet
Total Current Assets,,,,,,,91.0,74.0,82.0,62.0,Balance Sheet
Buildings,,,,,,,698.0,,,,Balance Sheet
Land/Improvements,,,,,,,4.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,345.0,,,,Balance Sheet
Construction in Progress,,,,,,,25.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,528.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1601.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-729.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,871.0,862.0,870.0,873.0,Balance Sheet
"Goodwill, Net",,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Other Long Term Assets,,,,,,,43.0,45.0,42.0,40.0,Balance Sheet
Total Assets,,,,,,,1035.0,1020.0,1031.0,1018.0,Balance Sheet
Accounts Payable,,,,,,,49.0,49.0,48.0,51.0,Balance Sheet
Accrued Expenses,,,,,,,152.0,137.0,144.0,134.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,200.0,186.0,192.0,185.0,Balance Sheet
Total Long Term Debt,,,,,,,50.0,50.0,50.0,50.0,Balance Sheet
Total Debt,,,,,,,50.0,50.0,50.0,50.0,Balance Sheet
Deferred Income Tax,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,451.0,447.0,449.0,444.0,Balance Sheet
Total Liabilities,,,,,,,701.0,682.0,691.0,679.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,73.0,69.0,71.0,73.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,261.0,268.0,270.0,266.0,Balance Sheet
Total Equity,,,,,,,334.0,338.0,340.0,339.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1035.0,1020.0,1031.0,1018.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,23.0,23.0,23.0,23.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-28 00:00:00,2022-03-29 00:00:00,2022-06-28 00:00:00,2022-09-27 00:00:00,Income Statement
Total Revenue,,,,,,,291268.0,298729.0,329697.0,311348.0,Income Statement
"Cost of Revenue, Total",,,,,,,190215.0,197752.0,214039.0,202486.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,87925.0,88576.0,92862.0,94341.0,Income Statement
Labor & Related Expense,,,,,,,2322.0,1961.0,1648.0,1957.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,90247.0,90537.0,94510.0,96298.0,Income Statement
Depreciation/Amortization,,,,,,,18093.0,17976.0,17565.0,17356.0,Income Statement
Unusual Expense (Income),,,,,,,721.0,157.0,438.0,379.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,721.0,157.0,438.0,379.0,Income Statement
Total Operating Expense,,,,,,,299276.0,306422.0,326552.0,316519.0,Income Statement
Total Operating Income,,,,,,,-8008.0,-7693.0,3145.0,-5171.0,Income Statement
"Inter Expse, Non-Operating",,,,,,,-958.0,-674.0,-486.0,-729.0,Income Statement
"Inter Capital, Non-Operat",,,,,,,,40.0,50.0,84.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-1.0,,,,Income Statement
"Other, Net",,,,,,,1579.0,-388.0,-187.0,57.0,Income Statement
Income Before Tax,,,,,,,-7388.0,-8715.0,2522.0,-5759.0,Income Statement
Income Tax - Total,,,,,,,-2730.0,-10175.0,2225.0,-4117.0,Income Statement
Income After Tax,,,,,,,-4658.0,1460.0,297.0,-1642.0,Income Statement
Net Inc Before Extra Items,,,,,,,-4658.0,1460.0,297.0,-1642.0,Income Statement
Total Net Income,,,,,,,-4658.0,1460.0,297.0,-1642.0,Income Statement
