,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,27.33,91.3,104.05,,,,,
low,15.43,25.65,56.59,,,,,
change,0.2233,1.986,0.16829999999999998,,,,,
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,2.0,4.0,1.0,1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,165.0,163.0,234.0,247.0,Balance Sheet
Other Receivables,,,,,,,13.0,Balance Sheet
"Total Receivables, Net",,,,165.0,163.0,234.0,260.0,Balance Sheet
Restricted Cash - Current,,,,0.0,0.0,,,Balance Sheet
Other Current Assets,,,,11.0,9.0,10.0,22.0,Balance Sheet
"Other Curr. Assets, Total",,,,11.0,9.0,10.0,22.0,Balance Sheet
Total Current Assets,,,,178.0,175.0,244.0,282.0,Balance Sheet
Machinery/Equipment,,,,382.0,408.0,411.0,411.0,Balance Sheet
Natural Resources,,,,1120.0,1221.0,1281.0,1374.0,Balance Sheet
Other Prop./Plant/Equip.,,,,113.0,113.0,114.0,117.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,1615.0,1742.0,1806.0,1902.0,Balance Sheet
Accumulated Depreciation,,,,-152.0,-181.0,-211.0,-240.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,1463.0,1561.0,1616.0,1686.0,Balance Sheet
Intangibles - Net,,,,91.0,88.0,86.0,84.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,4.0,,Balance Sheet
Restricted Cash - LT,,,,47.0,47.0,47.0,47.0,Balance Sheet
Other Long Term Assets,,,,34.0,32.0,34.0,40.0,Balance Sheet
Total Assets,,,,1812.0,1903.0,2031.0,2139.0,Balance Sheet
Accounts Payable,,,,39.0,26.0,,53.0,Balance Sheet
Payable/Accrued,,,,,,202.0,,Balance Sheet
Accrued Expenses,,,,113.0,123.0,5.0,162.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,17.0,0.0,,,Balance Sheet
Income Taxes Payable,,,,14.0,14.0,,13.0,Balance Sheet
Other Payables,,,,119.0,109.0,99.0,149.0,Balance Sheet
Other Current Liabilities,,,,193.0,135.0,224.0,163.0,Balance Sheet
"Other Curr. Lblts, Total",,,,327.0,258.0,323.0,324.0,Balance Sheet
Total Current Liabilities,,,,495.0,407.0,529.0,539.0,Balance Sheet
Total Long Term Debt,,,,0.0,35.0,35.0,0.0,Balance Sheet
Total Debt,,,,17.0,35.0,35.0,0.0,Balance Sheet
Deferred Income Tax,,,,1.0,2.0,0.0,18.0,Balance Sheet
Reserves,,,,243.0,284.0,283.0,274.0,Balance Sheet
Other LT Liabilities,,,,60.0,40.0,47.0,39.0,Balance Sheet
"Other Liabilities, Total",,,,303.0,324.0,330.0,313.0,Balance Sheet
Total Liabilities,,,,799.0,768.0,894.0,870.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,1128.0,1130.0,1133.0,1138.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-115.0,5.0,4.0,160.0,Balance Sheet
Treasury Stock - Common,,,,,,,-29.0,Balance Sheet
Total Equity,,,,1013.0,1135.0,1138.0,1269.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,1812.0,1903.0,2031.0,2139.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,50.0,50.0,50.0,50.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
