,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,267.83,312.65,385.51,455.72,505.0,492.35,,,,,
low,252.23,245.59,257.89,240.0,365.23,356.22,,,,,
change,-0.024,0.0233,0.34740000000000004,0.218,0.1441,-0.1285,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,352.0,3238.0,2879.0,1895.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,935.0,865.0,734.0,729.0,Balance Sheet
Other Receivables,,,,,,,28.0,19.0,21.0,34.0,Balance Sheet
"Total Receivables, Net",,,,,,,962.0,885.0,755.0,763.0,Balance Sheet
Invent. - Finished Goods,,,,,,,69.0,72.0,29.0,30.0,Balance Sheet
Invent. - Work In Progress,,,,,,,30.0,36.0,25.0,25.0,Balance Sheet
Invent. - Raw Materials,,,,,,,113.0,132.0,45.0,53.0,Balance Sheet
Inventories - Other,,,,,,,-36.0,-37.0,-6.0,-7.0,Balance Sheet
Total Inventory,,,,,,,176.0,203.0,93.0,101.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,789.0,0.0,1111.0,1095.0,Balance Sheet
Other Current Assets,,,,,,,143.0,161.0,154.0,139.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,931.0,161.0,1265.0,1233.0,Balance Sheet
Total Current Assets,,,,,,,2421.0,4486.0,4992.0,3991.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,103.0,99.0,77.0,83.0,Balance Sheet
"Goodwill, Net",,,,,,,14095.0,14095.0,13567.0,13673.0,Balance Sheet
Intangibles - Gross,,,,,,,9259.0,9239.0,9093.0,9149.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-2670.0,-2785.0,-2792.0,-2905.0,Balance Sheet
Intangibles - Net,,,,,,,6589.0,6454.0,6301.0,6244.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,101.0,101.0,46.0,47.0,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,,,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,406.0,401.0,367.0,359.0,Balance Sheet
Total Assets,,,,,,,23714.0,25636.0,25350.0,24397.0,Balance Sheet
Accounts Payable,,,,,,,151.0,168.0,129.0,121.0,Balance Sheet
Accrued Expenses,,,,,,,751.0,621.0,589.0,591.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,799.0,800.0,800.0,699.0,Balance Sheet
Customer Advances,,,,,,,1130.0,1120.0,1105.0,1049.0,Balance Sheet
Income Taxes Payable,,,,,,,132.0,793.0,310.0,160.0,Balance Sheet
Discontinued Operations,,,,,,,159.0,0.0,232.0,220.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1421.0,1913.0,1648.0,1429.0,Balance Sheet
Total Current Liabilities,,,,,,,3122.0,3502.0,3166.0,2840.0,Balance Sheet
Total Long Term Debt,,,,,,,7123.0,6655.0,6657.0,5961.0,Balance Sheet
Total Debt,,,,,,,7922.0,7454.0,7457.0,6660.0,Balance Sheet
Deferred Income Tax,,,,,,,1480.0,1476.0,1408.0,1365.0,Balance Sheet
Other LT Liabilities,,,,,,,426.0,451.0,393.0,373.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,,,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,426.0,451.0,393.0,373.0,Balance Sheet
Total Liabilities,,,,,,,12150.0,12084.0,11624.0,10539.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2308.0,2364.0,2417.0,2468.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,9456.0,11410.0,11614.0,11875.0,Balance Sheet
Treasury Stock - Common,,,,,,,-18.0,-18.0,-17.0,-17.0,Balance Sheet
"Other Equity, Total",,,,,,,-183.0,-206.0,-288.0,-469.0,Balance Sheet
Total Equity,,,,,,,11564.0,13552.0,13727.0,13858.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,23714.0,25636.0,25350.0,24397.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,106.0,106.0,106.0,106.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1512.0,1280.0,1311.0,1350.0,Income Statement
"Cost of Revenue, Total",,,,,,,494.0,383.0,399.0,409.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,598.0,541.0,549.0,549.0,Income Statement
Unusual Expense (Income),,,,,,,100.0,,,,Income Statement
Total Operating Expense,,,,,,,1192.0,924.0,948.0,957.0,Income Statement
Total Operating Income,,,,,,,321.0,356.0,363.0,393.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-56.0,-53.0,-45.0,-41.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,0.0,-2.0,-1.0,4.0,Income Statement
"Other, Net",,,,,,,0.0,-2.0,-1.0,4.0,Income Statement
Income Before Tax,,,,,,,265.0,301.0,317.0,356.0,Income Statement
Income Tax - Total,,,,,,,65.0,65.0,92.0,79.0,Income Statement
Income After Tax,,,,,,,200.0,236.0,225.0,277.0,Income Statement
Net Inc Before Extra Items,,,,,,,200.0,236.0,225.0,277.0,Income Statement
Discontinued Operations,,,,,,,93.0,1792.0,57.0,67.0,Income Statement
