,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,35.9,17.86,,,,,
low,7.07,4.16,,,,,
change,0.5011,-0.7123999999999999,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,399.0,87.0,44.0,57.0,Balance Sheet
Short Term Investments,,,123.0,329.0,379.0,348.0,Balance Sheet
Cash and Short Term Invs,,,522.0,416.0,423.0,406.0,Balance Sheet
"Total Receivables, Net",,,1.0,1.0,2.0,3.0,Balance Sheet
Prepaid Expenses,,,6.0,6.0,5.0,8.0,Balance Sheet
Total Current Assets,,,530.0,422.0,430.0,417.0,Balance Sheet
Buildings,,,1.0,1.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,21.0,25.0,29.0,31.0,Balance Sheet
Other Prop./Plant/Equip.,,,4.0,4.0,4.0,4.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,26.0,29.0,34.0,35.0,Balance Sheet
Accumulated Depreciation,,,-3.0,-4.0,-5.0,-7.0,Balance Sheet
Prop./Plant/Equip. - Net,,,23.0,25.0,29.0,29.0,Balance Sheet
Intangibles - Net,,,6.0,6.0,7.0,8.0,Balance Sheet
Long Term Investments,,,80.0,170.0,148.0,150.0,Balance Sheet
Other Long Term Assets,,,4.0,3.0,3.0,3.0,Balance Sheet
Total Assets,,,642.0,627.0,617.0,607.0,Balance Sheet
Accounts Payable,,,2.0,2.0,4.0,5.0,Balance Sheet
Accrued Expenses,,,3.0,5.0,5.0,9.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,3.0,3.0,5.0,5.0,Balance Sheet
Other Current Liabilities,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Curr. Lblts, Total",,,5.0,5.0,6.0,6.0,Balance Sheet
Total Current Liabilities,,,10.0,11.0,14.0,20.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,41.0,26.0,10.0,11.0,Balance Sheet
Total Liabilities,,,51.0,38.0,24.0,31.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,737.0,744.0,751.0,760.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-146.0,-150.0,-152.0,-176.0,Balance Sheet
"Other Equity, Total",,,0.0,-5.0,-7.0,-9.0,Balance Sheet
Total Equity,,,591.0,590.0,593.0,576.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,642.0,627.0,617.0,607.0,Balance Sheet
Ttl Comm. Shares Outs.,,,196.0,196.0,198.0,199.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,1648.0,1953.0,2608.0,2763.0,Income Statement
"Cost of Revenue, Total",,,298.0,568.0,742.0,733.0,Income Statement
Selling/Gen/Admin Expense,,,4952.0,6195.0,6421.0,7284.0,Income Statement
Labor & Related Expense,,,1313.0,4870.0,3269.0,4834.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,6265.0,11065.0,9690.0,12118.0,Income Statement
Research & Development,,,4917.0,7338.0,9653.0,13292.0,Income Statement
Depreciation/Amortization,,,1005.0,1266.0,1451.0,1531.0,Income Statement
Total Operating Expense,,,12485.0,20237.0,21536.0,27674.0,Income Statement
Total Operating Income,,,-10837.0,-18284.0,-18928.0,-24911.0,Income Statement
"Inter Income, Non-Operating",,,,,1259.0,2059.0,Income Statement
"Invest Income, Non-Operat",,,0.0,,,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,,1259.0,2059.0,Income Statement
OtherNon-OperatInc (Expnse),,,-63247.0,14057.0,16015.0,-1131.0,Income Statement
"Other, Net",,,-63247.0,14057.0,16015.0,-1131.0,Income Statement
Income Before Tax,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Income Tax - Total,,,0.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Net Inc Before Extra Items,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Total Net Income,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Basic/Primary Weighted Average Shares,,,191833.0,196183.0,197214.0,198301.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.39,-0.02,-0.01,-0.12,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.39,-0.02,-0.01,-0.12,Income Statement
Diluted Weighted Average Shares,,,191833.0,196183.0,197214.0,198301.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.39,-0.02,-0.01,-0.12,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.39,-0.02,-0.01,-0.12,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,1005.0,1266.0,1451.0,1531.0,Income Statement
Normalzd Income Before Tax,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Normalzd Inc Avail to Common,,,-74084.0,-4227.0,-1654.0,-23983.0,Income Statement
Basic Normalized EPS,,,-0.39,-0.02,-0.01,-0.12,Income Statement
Diluted Normalized EPS,,,-0.39,-0.02,-0.01,-0.12,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-106.0,-4.0,-6.0,-30.0,Cash Flow
Depreciation/Depletion,,,3.0,1.0,3.0,4.0,Cash Flow
Unusual Items,,,63.0,-13.0,-30.0,-28.0,Cash Flow
Other Non-Cash Items,,,14.0,6.0,11.0,23.0,Cash Flow
Non-Cash Items,,,77.0,-7.0,-18.0,-5.0,Cash Flow
Accounts Receivable,,,0.0,0.0,-1.0,-1.0,Cash Flow
Prepaid Expenses,,,-4.0,2.0,4.0,-2.0,Cash Flow
Other Assets,,,2.0,-1.0,0.0,-1.0,Cash Flow
Accounts Payable,,,1.0,0.0,1.0,3.0,Cash Flow
Accrued Expenses,,,1.0,2.0,0.0,2.0,Cash Flow
Changes in Working Capital,,,0.0,2.0,5.0,1.0,Cash Flow
Total Cash from Operations,,,-27.0,-8.0,-17.0,-30.0,Cash Flow
Purchase of Fixed Assets,,,-8.0,-3.0,-7.0,-8.0,Cash Flow
Purchase/Acq of Intangibles,,,-1.0,0.0,0.0,-1.0,Cash Flow
Capital Expenditures,,,-8.0,-3.0,-7.0,-9.0,Cash Flow
Sale/Maturity of Investment,,,,10.0,73.0,185.0,Cash Flow
Purchase of Investments,,,-204.0,-311.0,-404.0,-489.0,Cash Flow
Other Investing Cash Flow,,,-2.0,0.0,-1.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-205.0,-301.0,-332.0,-305.0,Cash Flow
Total Cash from Investing,,,-214.0,-304.0,-339.0,-314.0,Cash Flow
Financing Cash Flow Items,,,573.0,,0.0,1.0,Cash Flow
Options Exercised,,,4.0,0.0,1.0,1.0,Cash Flow
Warrants Converted,,,26.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,31.0,0.0,1.0,1.0,Cash Flow
Total Cash From Financing,,,603.0,0.0,1.0,2.0,Cash Flow
Net Change in Cash,,,363.0,-312.0,-355.0,-342.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,36.0,399.0,399.0,399.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,399.0,87.0,44.0,57.0,Cash Flow
"Depreciation, Supplemental",,,3.0,1.0,3.0,4.0,Cash Flow
Free Cash Flow,,,-35.0,-11.0,-24.0,-39.0,
FCF Growth,,,,-0.6857142857142857,1.1818181818181817,0.625,
